© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C2C4_vs_MPV_lfc
Date	Mon Aug 10 09:12:32 PDT 2026
Analysis ID	43603414

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cell Death and Survival, Organismal Injury and Abnormalities	cell death	Cell death of fibroblasts	1.08E-08	 	0.043	 	0.074	EI24,MT2A,FADD,NFKBIA,NELFB,ABL2,SLK,JUND,ITGB1,CDKN1A,CASP4,PPP2R1A,IGFBP3,CTSD,CYP1B1,MAPK9,HSF1,S100A8,PAK1,IRF3,INSR,APP,PAWR,BAD,KHDRBS1,MAVS,PERP,AHR,DHCR24,CCND1,TIMP3,EPHX1	32	
Cell Death and Survival	cell viability	Cell viability of neuroblastoma cell lines	1.08E-08	 	1.032	 	1.233	SQSTM1,TAF1D,DST,GPC1,SUB1,S100A6,APP,PTK2,BAD,HSPB1,PRNP,DHCR24,EGLN1,PSAP,TMSB4X,DPP3,VCP,P4HB	18	
Cell Death and Survival, Organismal Injury and Abnormalities, Renal and Urological Disease	necrosis	Necrosis of kidney	1.09E-08	 	-0.730	 	-0.571	MT2A,YAP1,PKM,FADD,STRAP,NFKBIA,HSPA1A,TMEM123,CNN2,SLK,PFN1,GAPDH,ITGB1,CDKN1A,CASP4,BCYRN1,IGFBP3,EEF1A1,PARK7,PAK1,IRF3,AAK1,MELK,APP,EGR1,AATF,PAWR,PPP3CA,PTK2,STMN1,BAD,HSPB1,MAVS,PPIA,PRNP,PRKCA,EMP1,GSN,HSPA5,F3,CALB1,CHMP5,TNFAIP2,VCP	44	
Cell Morphology, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of epithelial cells	1.11E-08	 	-1.344	 	-1.555	IGFBP4,MT2A,SLC7A8,LAMA3,LAMC1,YAP1,TSPO,FADD,NFKBIA,TGFBI,MYH9,SPINT1,FSTL3,ITGB1,CDKN1A,KRT14,PSAP,IGFBP3,DPP3,ACTN4,CD151,MAPK9,FGFR3,CDK4,NECTIN1,COL17A1,CD55,INSR,B2M,PLEC,CLDN11,AHR,CTSB,EPAS1,TNFAIP2	35	
Cellular Movement	migration	Migration of adenocarcinoma cell lines	1.12E-08	 	-1.334	 	-0.996	LGALS1,NDRG1,LSR,YAP1,PKM,CLDN1,NQO1,NFKBIA,B4GALT1,BSG,MYH9,GLUD1,ITGB1,EPDR1,ENO1,BCAM,SETD5,NPM1,NUDT21,FGFR3,BCAT1,PRR11,G6PD,SREBF1,SLC7A1,ID1,PCDH7,PAK1,DAAM1,PTK2,MMP1,TFAP2A,ARL4C,PPIA,PRNP,PRKCA,PRDM2,FDX1,HSPA5,SEPTIN9,F3,KLF5,EPAS1,HNRNPA2B1,YWHAZ,AFAP1-AS1	46	
Cell Morphology, Cellular Function and Maintenance	transmembrane potential	Transmembrane potential	1.13E-08	 	0.019	 	0.060	LGALS1,NDRG1,ANXA6,PKM,TSPO,FADD,NFKBIA,PRDX3,CLIC1,TMBIM1,CST3,TFAM,ANO1,CDKN1A,PTGES,MAPK9,ECHS1,SPART,HSF1,G6PD,PARK7,FH,MELK,APP,B2M,AATF,PAWR,HSPB1,COXFA4,LAMC2,MT-TE,GSN,CCND1,TIMP3,CHMP5,VCP,PRELID1	37	
Cell-To-Cell Signaling and Interaction, Cellular Assembly and Organization	cell-cell contact	Cell-cell contact	1.13E-08	 	-1.358	 	-0.861	LAMA3,CLSTN1,LSR,LAMC1,YAP1,PABPN1,MYH9,ABL2,FSTL3,ZYX,MYO1C,UBE2V2,PVR,AGO2,ACTN4,CD81,COL4A1,ALCAM,NECTIN1,PARK7,PCDH7,JUP,INSR,APP,SBNO2,PTK2,RAB13,TGFBR2,CLDN11,PRNP,AHR,APLP2,DSC3,FST,EHD2,YWHAZ,SPTAN1,AMIGO2,FLRT2,SLC12A6,LGALS1,DSP,LY6E,FASN,EPHA2,CLDN1,B4GALT1,SLC3A2,SPINT2,CST3,PFN1,LIMA1,PLXNB2,ITGB1,CANX,IGFBP3,BCAM,KLK5,NAE1,SETD5,CD151,SH3PXD2A,CAPN2,SFN,SUN1,CTTN,PAK1,CD99,NRN1,PERP,PRKCA,EMP1,CTSB,TIMP3,TNFAIP2,CSNK2A1	76	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreatobiliary adenocarcinoma	Pancreatobiliary adenocarcinoma	1.13E-08	 	-0.450	 	-0.629	EDEM1,PRMT5,MTCL2,PKM,HNRNPL,FADD,PLEKHF1,RPL9,H2AZ1,GAPDH,LAMB3,PSMA2,SERPINB13,TOP1MT,MISP,TBC1D20,MAPK9,PLOD1,EEF1A1,PCDH7,JUP,TRIB1,PABPC1,PTK2,MMP1,CTNNAL1,PLCD3,NOLC1,CKMT1B,MCCC2,NFE2L3,GSN,APLP2,SLC25A39,HLA-C,TRIM16,SNX10,SPTAN1,NAGK,KRT17,FOSL2,EI24,DLAT,LGALS1,MOCS2,FASN,YKT6,H1-4,LPCAT2,EPHA2,H2AC20,TGFBI,SLC3A2,KRT4,CFL1,SEC11A,SLC6A8,KRT14,IGFBP3,RPL4,PTGES,NPM1,CD151,VGLL1,NUDT21,FGFR3,SIPA1L3,SFN,SREBF1,ID1,PAK1,ZNRF2,IMPDH2,AHNAK2,FYB1,EGR1,DAAM1,ANKRD52,PLEC,ZNFX1,RBBP9,EIF2S3,LAMC2,PRKCA,PRDM2,FDX1,CUL5,ABLIM1,TRA2A,ALDH1A3,AURKB,CDK1,TMEM126A,C8orf33,CHD3,NOP56,YAP1,PABPN1,IRF6,MYO1C,CSRP2,FBRSL1,CAD,CPSF1,SEMA3C,FABP5,ACTN4,CTSD,ATG9A,NAA10,RPS29,COL4A1,LAD1,DST,ZNF518A,DERL1,BDH1,AAK1,APP,KHDRBS1,HSPB1,FAM241B,SLC25A5,TGFBR2,TRIM29,CCND1,FAM83D,PLK2,VCP,CALD1,AFAP1-AS1,P4HB,GFUS,FLRT2,NQO1,CGREF1,ZFP36L2,COL12A1,GLG1,PLXNB2,CDKN1A,CASP4,PPP2R1A,RITA1,CANX,RPL31,MAP7D1,UBC,SH3PXD2A,CAPN2,ARPP19,SERPINB5,DIAPH1,CUX1,IRAK1,G6PD,CDK4,CTTN,FH,PTPN2,RRBP1,FAM83A,KLK10,EPPK1,ARL4C,PERP,PRKCSH,PPIA,TACC3,HSPA5,TIMP3,F3,KIF1C,TUBB2A,CSNK2A1,NSD2,CDC25B	177	
Cell Death and Survival, Organismal Injury and Abnormalities	cell death	Cell death of lung cancer cell lines	1.16E-08	 	-0.173	 	-0.400	SQSTM1,AMIGO2,DLAT,DSP,PTS,YAP1,MDC1,PKM,EPHA2,NQO1,FADD,NFKBIA,B4GALT1,SLC3A2,BSG,GLUD1,CDKN1A,BCYRN1,IGFBP3,PMEPA1,MAPK9,PIM3,HSF1,SNRPG,G6PD,COL4A1,SREBF1,USP14,MRPL49,COX7A2L,PTPN2,ZNRF2,UACA,ID3,PAWR,LAMC2,TRIM28,ATF4,PRKCA,CLPTM1L,HSPA5,CCND1,SEPTIN9,YWHAZ,AFAP1-AS1	45	
Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection of embryonic cell lines	1.20E-08	 	1.519	 	2.179	PSMB6,MT2A,SF3B2,MRPS12,PSMA3,FADD,LIN7C,CGREF1,BSG,PSMC4,ZYX,PSMA7,CAD,PSMA2,SNRPA,CHORDC1,EEF1A1,CTTN,RNH1,PAK1,IRF3,SUB1,KHDRBS1,ATP6V0C,PRKCA,RPL18,TRIM29,HSPA5,HNRNPH1,MUS81,EPAS1	31	
Endocrine System Disorders, Metabolic Disease, Organismal Injury and Abnormalities	insulin resistance	Insulin resistance	1.36E-08	 	1.120	 	0.921	GATC,NUCKS1,PLAAT3,SF3B2,COX7B,MRPL21,RPS24,YAP1,NDUFA5,NFKBIA,RPL9,FSTL3,CSRP2,FBRSL1,PNPLA2,FKBP2,NDUFA7,RPS3A,MAPK9,HSF1,RPS29,USP14,FABP4,COX7A2L,CD55,RPS7,INSR,TRIB1,NDUFB8,AGTRAP,COXFA4,AHR,TRIM29,MT-TE,BUD13,EPHX1,SNX10,COX6C,AMIGO2,F2RL1,COMT,MRPL41,MRPS12,FASN,YKT6,NQO1,PRDX3,TGFBI,BSG,RERE,TFAM,CDKN1A,NDUFA11,BCAM,RPL31,TPM1,EIF4EBP1,SETD5,NUDT21,DIAPH1,CUX1,PAFAH1B2,S100A8,SREBF1,RPL26L1,ID1,SUB1,IMPDH2,SWI5,EGR1,NDUFV1,CD276,AURKAIP1,NDUFB10,NDUFB4,F3,NDUFB1,INHBB	78	
Cancer, Cellular Response to Therapeutics, Organismal Injury and Abnormalities	chemotherapy resistance	Chemotherapy resistance of tumor cell lines	1.42E-08	 	-1.407	 	-1.152	HP1BP3,LGALS1,FASN,YAP1,MDC1,CKB,NFKBIA,SBDS,BSG,MYH9,SPINT1,GLUD1,ITGB1,CDKN1A,OTUB1,GPX2,ACTN4,MISP,PTGES,CBX3,SH3PXD2A,CDK4,RBM34,SREBF1,USP14,RAB31,EIF3A,ZNRF2,IMPDH2,AKR1C1,SBNO2,EGR1,PTK2,NOSIP,PLEC,AHSA1,EMP1,TRIM29,CCND1,CUL5,FST,VCP	42	
Cardiovascular Disease, Connective Tissue Disorders, Dermatological Diseases and Conditions, Immunological Disease, Inflammatory Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	systemic sclerosis	Systemic sclerosis	1.43E-08	 	 	 	 	KRT17,IGFBP4,PRMT5,LY6E,FASN,LAMC1,ANXA6,PKM,HLA-E,CLDN1,RAB6A,NME4,CNN2,BSG,ZFP36L2,CFL1,JUND,PFN1,CDKN1A,PPP2R1A,ACTN4,CD151,NUDT21,FGFR3,DIAPH1,PGD,COL4A1,LAD1,FH,SUB1,SLPI,IMPDH2,AHNAK2,GPAA1,LAMC2,PRKCA,GSN,HSPA5,HNRNPH1,CTSB,EPHX1,GPS1,P4HB,NAGK	44	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreatic cancer	Pancreatic cancer	1.44E-08	 	-1.976	 	-1.898	PRMT5,MTCL2,LAMC1,PKM,HNRNPL,PLEKHF1,RPS19,CALU,GAPDH,LAMB3,PSMA2,NCAPD3,SERPINB13,TOP1MT,MISP,PLOD1,EEF1A1,ALCAM,TRIB1,PABPC1,PTK2,MMP1,PLCD3,NOLC1,CKMT1B,AHR,MCCC2,NFE2L3,GSN,SLC25A39,TRIM16,YWHAZ,SNX10,SPTAN1,NAGK,KRT17,FOSL2,EI24,DLAT,LGALS1,MOCS2,FASN,YKT6,PSMA3,H1-4,LPCAT2,FXYD3,EPHA2,H2AC20,TGFBI,SLC3A2,KRT4,CFL1,PFN1,ALG3,SEC11A,SLC6A8,KRT14,IGFBP3,RPL4,PTGES,NPM1,CD151,VGLL1,NUDT21,FGFR3,SIPA1L3,S100A8,SFN,SREBF1,ID1,PAK1,ZNRF2,IMPDH2,S100A6,AKR1C1,AHNAK2,EGR1,DAAM1,ANKRD52,PLEC,ZNFX1,RBBP9,EIF2S3,LAMC2,PRKCA,PRDM2,FDX1,CUL5,TRA2A,ALDH1A3,AURKB,CDK1,TMEM126A,C8orf33,CHD3,NOP56,YAP1,HNRNPC,PABPN1,IRF6,MYO1C,CSRP2,NOC2L,FBRSL1,CAD,CPSF1,SEMA3C,ENO1,FABP5,ACTN4,CTSD,ATG9A,NAA10,RPS29,COL4A1,SLC7A6,DST,ZNF518A,DERL1,BDH1,AAK1,MELK,APP,KHDRBS1,FAM241B,TGFBR2,TRIM29,CLPTM1L,CCND1,VCP,CALD1,GFUS,FLRT2,NQO1,COL12A1,GLG1,ANO1,CDKN1A,CASP4,PPP2R1A,RITA1,KRT13,RPL31,MAP7D1,SH3PXD2A,CAPN2,ARPP19,SERPINB5,DIAPH1,CUX1,G6PD,CDK4,CTTN,HIP1R,NRN1,PTPN2,RRBP1,KLK10,EPPK1,ARL4C,PERP,PRKCSH,PPIA,TACC3,HSPA5,TIMP3,F3,EPAS1,KIF1C,TUBB2A,CSNK2A1,CDC25B	173	
Cancer, Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	hyperplasia	Hyperplasia of skin	1.47E-08	 	1.280	 	1.243	KRT17,S100A8,LAD1,F2RL1,RHOD,PTPN2,COL17A1,YAP1,NFKBIA,TFAP2A,PI3,TGFBR2,MALL,AHR,PRKCA,SPRR1B,HSPA8,CCND1,CDKN1A,SRM,MAPK9	21	
Cell Death and Survival, Neurological Disease, Organismal Injury and Abnormalities	cell death	Cell death of cerebral cortex cells	1.51E-08	 	1.546	 	1.555	FADD,NFKBIA,BEX3,GAPDH,CDKN1A,NAE1,CTSD,PTGES,NPM1,SH3PXD2A,HSF1,CDK4,SREBF1,PARK7,PAK1,APP,PAWR,BAD,RPS3,HSPB1,ATF4,PRNP,HSPA5,SP3,GAL,CDK1,BCL2L12,P4HB,PSMB8	29	
Cell Death and Survival, Neurological Disease, Organismal Injury and Abnormalities	cell death	Cell death of brain cells	1.51E-08	 	1.074	 	1.049	FADD,NFKBIA,SDHB,BEX3,GAPDH,CDKN1A,NAE1,CTSD,PTGES,NPM1,SH3PXD2A,HSF1,CDK4,SREBF1,PARK7,PAK1,APP,EGR1,PAWR,PPP3CA,BAD,RPS3,HSPB1,PERP,ATF4,PRNP,HSPA5,SP3,GAL,CDK1,BCL2L12,P4HB,PSMB8,CDC25B	34	
Cell Morphology	morphology	Morphology of tumor cell lines	1.54E-08	 	 	 	 	GIPC1,KRT17,FASN,YAP1,NFKBIA,IRF6,ITGB1,CDKN1A,CASP4,TMOD3,BCAM,OTUB1,EIF4EBP1,NAPRT,CD81,SERPINB5,FGFR3,SREBF1,ID1,PAK1,EGR1,PTK2,STMN1,PRKCSH,AHR,PRKCA,CCND1,TIMP3,SEPTIN9,TMSB4X,INHBB	31	
Organismal Injury and Abnormalities, Organismal Survival	organismal death	Death of infant organism	1.54E-08	 	1.111	 	0.056	CLDN7,LAMA3,LAMC1,YAP1,NFKBIA,LIN7C,ABL2,FERMT1,AGO2,MAPK9,CLCN3,NAA10,FBL,INSR,USF2,APP,SBNO2,TGFBR2,AHR,NFE2L3,MUS81,CCND1,APLP2,PLK2,GFUS,FLRT2,FOSL2,F2RL1,PTS,ARL8B,NELFB,B4GALT1,BSG,ZFP36L2,ANO1,ITGB1,EGLN1,CDKN1A,POGLUT3,KRT14,CANX,PSAP,FGFR3,CUX1,CDK4,SREBF1,CTTN,ID1,RPL29,PTPN2,COL17A1,DBI,ID3,PLEC,PERP,LAMC2,PPIA,ATF4,CTSB,F3,INHBB	61	
Molecular Transport, Protein Trafficking	transport	Transport of protein	1.56E-08	 	0.583	 	1.126	SQSTM1,CLSTN1,NFKBIA,MYH9,PES1,PSMA7,GAPDH,MAPK9,SEC13,DST,RAB31,DERL1,JUP,MELK,UACA,INSR,APP,PTK2,NXT1,CALR,NOLC1,RAB13,TGFBR2,APLP2,VCP,HIKESHI,EI24,YKT6,RAB6A,SLC3A2,CFL1,HSPA8,CDKN1A,PSAP,IGFBP3,ARL3,NPM1,SFN,CDK4,CTTN,B2M,PPP3CA,MAVS,AHSA1,PPIA,TRIM28,DNAJA2,PRKCA,SEPTIN9,CHMP5,PTTG1IP,ARCN1,CDK1	53	
Cancer, Organismal Injury and Abnormalities	malignant neoplasm of aerodigestive tract	Malignant neoplasm of aerodigestive tract	1.58E-08	 	0.831	 	0.866	SQSTM1,CMSS1,CLDN7,LAMA3,RRP1B,PNN,PKM,TSPO,FADD,LIN7C,EEF2,ATP5F1C,PES1,ZYX,PI3,TCHP,EPDR1,LAMB3,SERPINB2,AGO2,TOP1MT,DPP3,OTUB1,MISP,TBC1D20,CBX3,RPS6KA4,PLOD1,CLCN3,EEF1A1,PCDH7,JUP,TNFRSF21,ASAP2,PABPC1,PTK2,MMP1,PLCD3,UBAP2L,NOLC1,HNRNPA1,NFE2L3,TSPAN1,TRAM2,GSN,APLP2,HLA-C,DSC3,KRT17,FOSL2,SRSF3,DLAT,LGALS1,LY6E,NDRG1,FASN,YKT6,H1-4,LPCAT2,EPHA2,H2AC20,TGFBI,LCP1,SERINC2,KRT4,TFAM,POGLUT3,IGFBP3,EIF4EBP1,SETD5,NPM1,FGFR3,COX16,S100A8,SFN,HM13,TCOF1,CALML5,SREBF1,ID1,PAK1,COL17A1,BTBD3,AKR1C1,AHNAK2,B2M,EGR1,DAAM1,PPP3CA,CD276,EIF2S3,LAMC2,PRDM2,FDX1,CUL5,SP3,SEPTIN9,ABCF1,ABLIM1,STK17A,CHMP5,FTH1,AURKB,CDK1,CDK11B,LSR,YAP1,HNRNPC,NFKBIA,HSPA1A,PDCD11,MYH9,IRF6,MYO1C,CAD,SEMA3C,FABP5,CTSD,CENPB,NAA10,COL4A1,DST,EIF3A,ZNF518A,RNH1,DIPK2A,AAK1,MELK,UACA,ORMDL1,SNX19,MGST1,RAB11FIP5,KHDRBS1,HSPB1,CDC42EP1,SLC25A5,TGFBR2,CLPTM1L,HNRNPH1,CCND1,PPP1CB,KLF5,CALB1,VCP,AFAP1-AS1,P4HB,PSMB8,RPS15,CSNK1A1,FLRT2,DSP,NQO1,BSG,CDK2AP1,COL12A1,POLR2L,GLG1,ANO1,CDKN1A,PSAP,KRT13,PMEPA1,TPM1,RPL18A,SH3PXD2A,SPART,IRAK1,G6PD,MEST,CDK4,DCUN1D5,CTTN,SERTAD1,EPPK1,NDUFV1,PRKCSH,TRIM28,TACC3,EMP1,GFOD1,CTSB,TIMP3,BOP1,EPAS1,KIF1C,TUBB2A,TRA2B,NSD2,INHBB	190	
Connective Tissue Disorders, Metabolic Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	metabolic bone disease	Metabolic bone disease	1.62E-08	Increased	2.051	 	1.692	SQSTM1,YAP1,HNRNPC,PKM,FADD,GAPDH,OTUB1,CYP1B1,PLOD1,SSU72,EFNB1,FABP4,TNFRSF21,UACA,SBNO2,GPAA1,CALR,TGFBR2,HNRNPA1,CLPTM1L,GSN,HNRNPH1,CCND1,CAMK2G,FST,VCP,YWHAZ,SNX10,P4HB,FOSL2,COL12A1,ANO1,FKBP8,EGLN1,CDKN1A,PPP2R1A,IGFBP3,CUX1,TCOF1,ID1,CD99,PLOD3,B2M,ID3,PPIB,PPP3CA,PIGU,RPS3,PERP,BOP1,HNRNPA2B1,TRA2B,INHBB	53	
Embryonic Development, Organismal Development	development	Development of body trunk	1.66E-08	 	0.102	 	0.497	SQSTM1,HP1BP3,LSR,LAMC1,YAP1,PKM,FADD,NFKBIA,LIN7C,MKKS,TCHP,SEMA3C,EEF1D,TMOD3,ADRM1,ACTN4,MAPK9,REXO2,EFNB1,COL4A1,DIPK2A,JUP,INSR,RPL22,USF2,NUP107,PTK2,TFAP2A,HSPB1,CALR,TGFBR2,AHR,GSN,CCND1,KLF5,FST,YWHAZ,HIKESHI,CSNK1A1,FLRT2,FOSL2,COMT,DSP,LY6E,FASN,SLC20A1,EED,PCNA,B4GALT1,BSG,TFAM,ITGB1,EGLN1,CDKN1A,POGLUT3,PSAP,NAE1,TPM1,ARL3,PTGES,UBC,CAPN2,SERPINB5,FGFR3,CUX1,SFN,CDK4,SREBF1,ID1,FH,PAK1,PTPN2,PLOD3,B2M,ID3,EGR1,DAAM1,PPP3CA,MCM8,STMN1,PLEC,PERP,PRKCSH,ATF4,PRKCA,EMP1,HSPA5,TIMP3,CUL5,SP3,EPAS1,ICMT,ALDH1A3,GAL,CDK1,INHBB	96	
Cardiovascular System Development and Function, Cellular Development, Cellular Growth and Proliferation, Organ Development, Organismal Development, Skeletal and Muscular System Development and Function, Tissue Development	proliferation	Proliferation of vascular smooth muscle cells	1.67E-08	 	0.802	 	0.918	PSMB6,IGFBP4,CSNK1A1,YAP1,NQO1,PCNA,METAP2,MYH9,ITGB1,CDKN1A,CYP1B1,G6PD,CDK4,ID1,PAK1,INSR,TRIB1,ID3,EGR1,PTK2,AGTRAP,PPIA,AHR,CCND1,CAMK2G,KLF5,CKLF	27	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	gastroesophageal carcinoma	Gastroesophageal carcinoma	1.72E-08	 	 	 	 	GATC,NUCKS1,LSM6,LAMA3,ANXA6,RRP1B,MDC1,HLA-E,HNRNPL,FADD,RPS5,NME4,LIN7C,EEF2,PES1,UBXN1,ZYX,PI3,TCHP,LAMB3,PSMA2,RPS3A,UBE2T,TOP1MT,DPP3,MISP,MAPK9,CHST12,SEC13,BCAT1,EEF1A1,NECTIN1,PCDH7,ESF1,JUP,TNFRSF21,ASAP2,PABPC1,FAM25A,PTK2,PLCD3,NOLC1,AHR,GSN,CAMK2G,DSTN,SLC25A39,HLA-C,RPL36,DSC3,TRIM16,SF3A2,DLAT,SAMD4B,YKT6,H2AC20,METAP2,TGFBI,KRT4,RERE,PYGB,EGLN1,BCAM,FGFR3,S100A8,BTBD3,AKR1C1,TM9SF3,EGR1,DAAM1,PPP3CA,SSR4,UBL7,CD276,SLC35F2,PRDM2,FDX1,SEPTIN9,ABCF1,ABLIM1,GPS1,CHMP5,TM7SF3,ECI2,FTH1,MINK1,ITM2B,ZNF551,YARS1,CDK11B,CHD3,YAP1,NFRKB,PDCD11,MYH9,PSMC4,MYO1C,FBRSL1,CAD,TMOD3,FABP5,ACTN4,CTSD,ATG9A,ORC3,HSF1,NAA10,PRR11,COL4A1,URI1,EIF3A,DIPK2A,AAK1,UACA,RACGAP1,SNX19,NR2F6,MGST1,HSPB1,CDC42EP1,RAB13,SLC25A5,TGFBR2,PRNP,HNRNPH1,CCND1,RBM42,FAM83D,TLE1,KLF5,PLK2,VCP,CALD1,RPS15,CSNK1A1,MT2A,F2RL1,PPFIBP1,NQO1,ZFP36L2,GLG1,BEX3,PPP2R1A,NAE1,PMEPA1,MAP7D1,RPL18A,HNRNPA3,ECHS1,SPART,CUX1,G6PD,CDK4,RBM34,SERTAD1,PLOD3,MCM8,FBXL3,SLC25A24,TUBB2A,CDC25B,SQSTM1,CMSS1,HP1BP3,EIF3G,TMEM30B,LGMN,MTCL2,LAMC1,VSIR,PNN,PKM,PLEKHF1,ABL2,PSMA7,JUND,SRSF9,EPDR1,EEF1D,FERMT1,PVR,SERPINB2,TMEM248,AGO2,RNF40,CYP1B1,RPS6KA4,PLOD1,LYPLA2,ALCAM,TNRC18,TMX4,SBNO2,MMP1,TES,NFE2L3,TSPAN1,EHD2,KRT6A,SPTAN1,KRT17,AMIGO2,NDUFB9,UBL3,SLC12A6,LY6E,RHOD,FASN,SLC20A1,LPCAT2,CKB,EPHA2,RALY,SLC3A2,SERINC2,H1-2,CST3,TFAM,ITGB1,POGLUT3,BCYRN1,XRN2,SETD5,NPM1,CD151,TBL3,PIM3,SIPA1L3,HM13,TCOF1,SREBF1,ID1,PAK1,TMEM41A,COL17A1,IMPDH2,S100A6,SIL1,AHNAK2,B2M,FYB1,PIGU,EPN1,AURKAIP1,PLEC,ZNFX1,RBBP9,PRKCA,CUL5,SP3,PTTG1IP,TNFAIP2,CDK1,GIPC1,CEP57,DGCR6L,NOP56,CLSTN1,LSR,HNRNPC,MTMR2,PABPN1,CPSF1,ENDOD1,GNL1,TATDN1,POP4,LAD1,DST,RAB31,ZNF518A,RNH1,LSM8,INSR,RPL22,APP,EIF1,GPAA1,FAM241B,CLPTM1L,TUBA1B,STT3A,MAZ,ATP5MC3,P4HB,FLRT2,COMT,DSP,CLDN1,NDUFA13,COL12A1,ANO1,FKBP8,PLXNB2,GPR153,TBC1D9B,RITA1,CANX,KRT13,TRMT6,DIAPH1,IRAK1,MEST,CTTN,CAMK2N1,HIP1R,RRBP1,FAM83A,PCYOX1,EPPK1,ADGRG1,STMN1,PERP,PRKCSH,ATF4,DNAJA2,SLC39A4,GFOD1,CTSB,TIMP3,EPAS1,KIF1C,CSNK2A1,TRA2B,NSD2,ARCN1,LNX2,INHBB	328	
Cell Morphology, Cellular Assembly and Organization, Cellular Function and Maintenance	morphogenesis	Morphogenesis of cellular protrusions	1.73E-08	 	-1.324	 	-0.752	SQSTM1,YARS1,CDK11B,CLSTN1,LAMC1,YAP1,NFKBIA,MYH9,MKKS,ABL2,TCHP,CALU,UBE2V2,SEMA3C,PVR,TMOD3,ACTN4,ATG9A,MAPK9,CD81,EFNB1,EEF1A1,ALCAM,NECTIN1,DST,RAB31,TNFRSF21,INSR,APP,PTK2,HSPB1,CDC42EP1,RAB13,PRNP,AHR,GSN,CAMK2G,APLP2,PLK2,CALD1,SNX10,NAGK,SF3A2,MT2A,F2RL1,LGALS1,RHOD,FASN,CKB,EPHA2,RAB6A,BSG,LCP1,RERE,CFL1,PFN1,LIMA1,PLXNB2,ITGB1,CDKN1A,RPL4,TPM1,ARL3,EIF4EBP1,CAPN2,SERPINB5,FGFR3,DIAPH1,CUX1,SREBF1,CTTN,ID1,PAK1,NRN1,BTBD3,B2M,EGR1,PPP3CA,STMN1,RPS14,DDAH1,PLEC,PRKCSH,PRKCA,EMP1,HSPA5,SP3,SEPTIN9,F3,ABLIM1,NSD2,MINK1	92	
Gene Expression	activation	Activation of synthetic promoter	1.73E-08	 	0.580	 	0.988	CDK11B,FADD,NFKBIA,MYH9,FSTL3,JUND,PNPLA2,GAPDH,EEF1D,FABP5,OTUB1,MAPK9,HSF1,URI1,FABP4,IRF3,JUP,MELK,APP,TFAP2A,BAD,KHDRBS1,CALR,TGFBR2,AHR,HNRNPA1,CCND1,KLF5,PLK2,FST,MAZ,F2RL1,LGALS1,SLC20A1,NDUFA13,H1-2,HSPA8,CDKN1A,IGFBP3,IRAK1,SREBF1,ID1,ID3,EGR1,PPP3CA,MAVS,TRIM28,ATF4,PRKCA,SP3,SEPTIN9,EPAS1,HNRNPA2B1,CDK1	54	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	adult leukemia	Adult leukemia	1.74E-08	 	 	 	 	NDUFB9,CSNK1A1,IMPDH2,NDUFA1,NDUFB8,B2M,NDUFA5,NDUFV1,NQO1,PPP3CA,NDUFB10,COXFA4,NDUFA13,PPIA,NDUFA7,NDUFA11,NDUFB1,HNRNPA2B1,TUBB2A,CSNK2A1	20	
