© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C1C4_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603594

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
9-ethyl-9H-carbazole-3-carbaldehyde	chemical reagent	 	2	Activated	 	2.959	2.35E-24	4.50E-02	9-ethyl-9H-carbazole-3-carbaldehyde,JNK (family),P38 MAPK (family),TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ASAH1,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,BIRC3,CCN2,CD82,CDC20,CELF2,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HOMER1,HRAS,HSP90AB1,HSPA1A,ICAM1,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IL32,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MAP3K11,MIF,MRPL1,MT2A,MVP,MYL9,MYO5A,NEXN,NFATC2,NMU,NQO1,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,SOD2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1	132 (4)	4	 	 	 	CDKN1A,TP53	 	 	 	 	 	
RNF187	enzyme	-0.018	2	Inhibited	 	-2.089	2.71E-24	3.30E-02	JUN,RNF187,TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,AHR,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BICD2,BIRC3,CAV1,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FLG,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HMGA1,HNRNPA2B1,HRAS,HSP90AB1,HSPA1A,ICAM1,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IGFBP1,ISG15,ISG20,ITPR3,LAMA5,LAMB3,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP1R9B,PPP3CA,PRDX2,PYCARD,RAB31,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,SOD2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TIMP3,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	132 (3)	3	 	 	 	CDC2 (family)	ACHE,AMOTL2,BTG2,CDKN1A,IGFBP5,IRF1,PML,POLH,PPM1D,PPP1R9B,RRM2B,SHC1,SOD2,TP53	 	 	 	 	
wikstromol	chemical - endogenous non-mammalian	 	2	 	 	1.807	2.78E-24	3.31E-02	AKT (family),MMP9,PI3K (family),TP53,wikstromol	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATP5F1C,ATP5MC3,ATP5ME,AURKB,B3GALNT2,B4GALT5,BAD,BAK1,BICD2,BIRC3,CAV1,CCN2,CD68,CD74,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSH,DCTN2,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FSTL1,GDF15,GGT5,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ICAM1,ID1,IFI35,IFI44,IFIH1,IGFBP1,IL32,IRS2,ITPR3,LAMA5,LAMB3,LDLR,LMBRD1,LMF2,LY6E,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NDUFV1,NEXN,NMU,NQO1,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX1,PRDX2,PTPRS,PXN,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDC4,SDHA,SDHB,SERPINA1,SHISA5,SLC25A4,SLC2A6,SLC7A11,SMURF2,SOCS2,TCEA3,TCF19,TET2,TFDP1,TGFBI,TOMM5,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA,WT1	135 (5)	4	 	 	 	TP53	 	 	 	 	 	
dBET6	chemical reagent	 	3	Inhibited	 	-2.236	2.78E-24	9.60E-03	CHEK1,dBET6,RNA POLYMERASE II (complex),TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARL4C,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MICA,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	125 (4)	4	 	 	 	 	RNA POLYMERASE II (complex)	 	 	 	 	
BANP	other	0.044	2	 	 	-1.301	2.78E-24	4.80E-02	BANP,CDH1,RELA,TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,AHR,ANXA1,ANXA3,APOL1,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,BIRC3,BMP4,CD82,CDC20,CDK6,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,EIF4EBP1,ESRRA,FAT1,FCGRT,FKBP4,FOXO1,FSTL1,GCLC,GPRC5A,GPX1,HADH,HRAS,HSP90AB1,HSPA1A,HSPA9,ICAM1,ID1,IFI27,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IL32,INPP4B,IRS2,ISG15,ISG20,ITPR3,KRT7,LAMA5,LDLR,MACROH2A1,MAD2L1,MICA,MRPL1,MT2A,MVP,MYL9,MYO5A,NEXN,NFATC2,NFKBIE,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLIN2,PLXNB2,PPP1CA,PPP3CA,PRDX2,PXN,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDC4,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,SOD2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,WT1	133 (4)	3	FIRRE,hydrogen peroxide,STAT4	 	 	CDKN1A	TP53	 	 	 	 	
XAF1	other	-0.003	2	 	 	1.960	2.80E-24	1.02E-02	CASPASE (family),HIPK2,TP53,XAF1,XIAP	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CD82,CDC20,CDK6,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NQO1,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,SOD2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	126 (5)	4	CD3 (complex),CHROMR,HAVCR1,IFNA2,IFNB1,IFNL1,IRF1,IRF7,mir-96,N-acetyl-L-cysteine,NONO,poly rI:rC-RNA,PRKCA,PRL,RIPK2,RNY3,SENP3,STING1,TGM2,TNIK,topotecan,tretinoin,TWIST1,vidutolimod,VX-803,YTHDC2	ETV3,ETV6,filgrastim,hydrogen peroxide,IMMT,IRGM,L-cystine,MDM4,miR-145-5p (and other miRNAs w/seed UCCAGUU),NFE2L2,PGR,RNASEH2B,SARM1,TREX1,UBAP1,ZNF750	 	 	BIRC5	 	 	 	 	
miR-129-5p (and other miRNAs w/seed UUUUUGC)	mature microRNA	 	2	Activated	 	2.316	2.80E-24	1.35E-02	miR-129-5p (and other miRNAs w/seed UUUUUGC),PRKAA (family),TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CCN2,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NCF2,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	126 (3)	2	tazemetostat	hydrogen peroxide	 	PRKAA (family),TP53	ATG7,DNMT3A,ETV6,PRKCA	 	 	 	 	
CAMK2A	kinase	 	2	 	 	0.171	2.83E-24	2.60E-02	AKT (family),CAMK2A,CASP3,CREB (family),CREB1,CTNNB1,EGFR,FOCAL ADHESION KINASE (family),MAP3K7,MAPT,NFKB (complex),NLK,NOS3,PTK2,RARA,TIAM1	ABCE1,ACADVL,ADAMTS9,ADH5,AHR,ANKRD1,ANTXR2,ANXA1,AREG,ATP2A2,ATP5MC3,B3GALNT2,B4GALT5,BAD,BAK1,BSG,CA12,CBX5,CCRL2,CCT5,CD68,CD74,CDA,CLMP,CLOCK,COXFA4,CSF1,CTSD,CTSS,DHCR24,DNAJC21,EBP,ECM1,EIF3E,EIF4E,ENO2,ESRRA,ETV4,F2RL1,FGFR1OP2,FOXO1,FST,FZD4,G3BP2,GCLC,GDF15,GGT5,GPAT3,GRN,HMGA1,HNRNPA1,HNRNPH1,HOMER1,HRAS,HSPA1A,HSPA9,HSPE1,IFI44,IFIT1,IFIT2,IFIT3,IFRD1,IGFBP6,IRF3,IRS2,ISG15,ISG20,KRT8,LAMB3,LAMP2,LBH,LDLR,LMBRD1,LMF2,MAD2L1,MALL,MICA,MT2A,MYLK,NCL,NDUFA11,NDUFS2,NDUFV1,NFATC2,NFKBIE,NSD2,OAS2,OASL,OCIAD2,ODC1,PABPC1,PALLD,PFKL,PGLS,PGM1,PLA2G12A,PLIN2,PMAIP1,PPIA,PPP3CA,PSMB6,PSMB9,PTPRS,PXN,RBPJ,RIGI,RILP,RRAS,S100A2,SDC4,SDHA,SERINC2,SET,SLC2A6,SLC7A11,SMURF2,SOCS2,SOD2,SRGN,SRXN1,SSR4,STX3,TAPBP,TCEAL3,TCERG1,TCOF1,TFAP2A,TIMM17A,TIMP3,TPM4,TRAF1,TRAF2,TUBG1,UBE2D3,UBE2S,UBL3	136 (16)	15	3,5-dihydroxyphenylglycine,8-bromo-cAMP,CD3 (complex),ERBB3,medroxyprogesterone acetate,STING1	DNMT3A,FABP3,FMR1,levodopa,saracatinib	 	EGFR	 	 	 	 	 	
RAB2A	enzyme	-0.045	2	Activated	 	2.415	2.92E-24	1.11E-02	ABCB1,RAB2A,TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSA,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	125 (3)	3	2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine,CD3 (complex),ERG,fulvestrant,geldanamycin,SCARB2	 	 	ACAC (family),PLIN4,TP53	 	 	 	 	 	
ZNF346	other	-0.028	2	Activated	 	2.236	2.92E-24	1.10E-02	RB (family),TP53,ZNF346	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,SOD2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	125 (3)	2	 	phosphate	 	CDKN1A,TP53	 	 	 	 	 	
BRCA1/BARD1	complex	 	2	Inhibited	 	-2.218	2.95E-24	1.68E-02	BRCA1/BARD1 (complex),FANCD2,NPM1,TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,AKR1C3,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CCN2,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ENO2,ESRRA,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ICAM1,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDC4,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,SOD2,TCEA3,TCF19,TET2,TFDP1,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1	127 (4)	3	 	 	 	 	NPM1,TP53	 	 	 	 	
10-hydroxy-2-decenoic acid	chemical - endogenous mammalian	 	2	Inhibited	 	-2.229	2.96E-24	4.00E-02	10-hydroxy-2-decenoic acid,ERK (family),GSK3B,NFKBIA,TP53	ABCE1,ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,ARPC1B,ARRB2,ATF4,ATP2A2,ATP5F1C,ATP5MC3,ATP5ME,BAD,BAK1,BCKDK,BICD2,BIRC3,CAV1,CCN2,CD74,CDC20,CDK6,CENPE,CERS6,CHD1,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CSK,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,EIF4EBP1,ESRRA,FAT1,FCGRT,FKBP4,FST,FSTL1,GCLC,GPX1,GRN,HADH,HMGA1,HNRNPA1,HOMER1,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT2,IFIT3,IGFBP1,IGFBP6,ITPR3,KRT8,LAMA5,LY6E,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYL9,MYLK,MYO5A,NEXN,NFKBIE,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDC4,SDHA,SDHB,SHISA5,SLC1A5,SLC25A4,SLC2A6,SLC7A11,SOCS2,TCEA3,TCF19,TET2,TGFBI,TIMP3,TNC,TOMM5,TP53,TPX2,TRAF2,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1	136 (5)	4	 	 	 	mir-34 (includes others)	CDKN1A,TP53	 	 	 	 	
RPS25	other	-0.351	2	 	 	1.878	3.07E-24	1.30E-02	MDM2,RPS25,TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CD68,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAT1,FCGRT,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IGFBP6,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,TCEA3,TCF19,TET2,TGFBI,THBS1,TNC,TOMM5,TP53,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	125 (3)	3	3,5-dihydroxyphenylglycine,DDX41,LH (complex),MLXIPL,MYC,MYCN,SPEN	FMR1,GABA,LARP1,LATS (family),levodopa,SOD2,TXNIP	 	 	 	 	 	 	 	
BACH2	transcription regulator	 	2	 	 	1.604	3.09E-24	1.51E-02	BACH2,TP53	ABCG2,ACADVL,ACSL1,ACSS2,ADH5,AHR,ANKRD1,ANXA1,ANXA3,APOL1,AREG,ARPC1B,ARRB2,ATF4,ATP5F1C,ATP5MC3,ATP5ME,AURKB,BAD,BAK1,BICD2,CAV1,CD82,CDC20,CENPE,CERS6,CKB,COQ2,COXFA4,CPOX,CREB3,CSF1,CTSD,CTSH,DCTN2,DHCR24,ECH1,ECM1,EEF1A1,ESRRA,FAM20C,FAT1,FKBP4,FOXO1,FSTL1,GCLC,GDF15,GPX1,HADH,HBEGF,HRAS,HSP90AB1,HSPA1A,ID1,ID3,IFI35,IFI44,IFIH1,IFIT1,IFIT3,IRS2,ISG15,ITPR3,LAMA5,LDLR,MACROH2A1,MAD2L1,MRPL1,MT2A,MVP,MYC,MYL9,MYO5A,NEXN,NMU,NRP1,OASL,ODC1,P4HB,PALLD,PDLIM5,PINK1,PLAAT4,PLAUR,PLIN2,PLXNB2,PMAIP1,PPIA,PPP1CA,PPP3CA,PRDX2,PYCARD,RALY,RBPJ,RFC1,RIGI,RPL34,RPL7,RPS19,RPS25,S100A2,SDHA,SDHB,SHISA5,SLC25A4,SLC2A6,SLC7A11,SOCS2,TCEA3,TCF19,TET2,TFDP1,TGFBI,THBS1,TNC,TOMM5,TPX2,TRAF1,TREX1,TRIM11,TSPO,UGDH,UNG,UPP1,VDAC1,VEGFA	126 (2)	2	tretinoin,UCHL1	miR-122-5p (miRNAs w/seed GGAGUGU)	 	LEF1,MCL1,RORC	FAM20C,STAT4	 	 	 	 	
