© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C6C7_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C6C7_vs_MPV_lfc
Date	Mon Aug 10 09:12:32 PDT 2026
Analysis ID	43603415

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C6C7_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
RUNX1 regulates megakaryocyte differentiation and platelet function	-0E00	0.4472135954999579	5.26E-02	H2BC9,MOV10,SIN3A,THBS1,TNRC6B	
Receptor-type tyrosine-protein phosphatases	-0E00		5.00E-02	SLITRK6	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	1.0	4.07E-02	CALM1,CALM3,CALML5,IKBKE,KRAS,MAPK9,NFKBIA,NFKBIB,PABPC4,RALA,RALB,RAP2B,REL,RELA,RRAS,RRAS2,SOS1,TGFBR2,VAV2	
Regulation of endogenous retroelements	-0E00	-1.414213562373095	5.67E-02	ACTB,GATAD2A,H2BC9,RBBP7,SMARCA2,TRIM28,ZNF324,ZNF649	
Replacement of protamines by nucleosomes in the male pronucleus	-0E00		2.38E-02	H2BC9	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00		5.45E-02	CXCL8,IL18,IL1RN	
Role of NFAT in Regulation of the Immune Response	-0E00	2.23606797749979	2.86E-02	AKT2,CALM1,CALM3,CALML5,GNA13,GNA15,GNAI1,GNAQ,GNAS,GNB4,GNG12,HLA-A,HLA-B,HLA-DMA,IKBKE,KPNB1,KRAS,NFKBIA,NFKBIB,PIK3C2B,PIK3C3,RALA,RALB,RAP2B,REL,RELA,RRAS,RRAS2,SOS1,TNPO1	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	1.0	6.41E-02	CTNNB1,FZD8,SMO,TCF7L1,WNT10A	
SAPK/JNK Signaling	-0E00	0.0	5.17E-02	CDC42,DUSP4,GADD45A,GNA13,GNB4,GNG12,HNRNPK,IRS1,KRAS,MAP3K13,MAP3K9,MAP4K3,MAP4K4,MAP4K5,MAPK9,PIK3C2B,PIK3C3,RALA,RALB,RAP2B,RRAS,RRAS2,SHC1,SOS1,TP53,TRAF2	
SIRT1 negatively regulates rRNA expression	-0E00		2.38E-02	H2BC9,TBP	
SLAMF Signaling Pathway	-0E00	0.0	2.46E-02	AKT2,AP2A1,AP2B1,CD74,CDC42,CXCL8,FYB1,GATA3,ITCH,KRAS,MMP1,NCK1,PHB2,PIK3C2B,PIK3C3,RALA,RALB,RAP2B,RRAS,RRAS2,TP53,TP73,TRAF2,VAV2	
SWI/SNF chromatin remodelers	-0E00		6.45E-02	ACTB,SMARCA2	
Serotonin Degradation	-0E00	0.4472135954999579	8.33E-02	ALDH1A3,ALDH2,ALDH3A1,ALDH3A2,ALDH3B1,DHRS9,MAOA,SMOX	
Sialic acid metabolism	-0E00		3.03E-02	SLC17A5	
Signaling by NODAL	-0E00		4.35E-02	DRAP1	
Superpathway of Melatonin Degradation	-0E00		3.30E-02	CYP1B1,MAOA,SMOX	
Surfactant metabolism	-0E00		6.25E-02	CKAP4,CTSH	
Systemic Lupus Erythematosus Signaling	-0E00		3.46E-02	AKT2,CD2BP2,HLA-A,HLA-B,HLA-C,HLA-F,HNRNPA2B1,IL18,IL1RN,KRAS,LSM8,PIK3C2B,PIK3C3,PRP4K,PRPF18,PRPF19,PRPF38A,PRPF38B,PRPF4,PRPF6,RALA,RALB,RAP2B,RRAS,RRAS2,SART1,SNRNP48,SNRNP70,SNRPA1,SNRPB,SNRPB2,SNRPD1,SNRPD2,SNRPD3,SNRPF,SNU13,SOS1	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	0.7302967433402214	4.67E-02	AKT2,CALM1,CALM3,CALML5,CCND1,CTNNB1,CXCL8,FOXG1,FOXO1,IFIH1,IFNGR1,IL18,INPPL1,IRF3,KRAS,MAP4K4,MYC,MYD88,PIK3C2B,PIK3C3,PRKD3,RALA,RALB,RAP2B,REL,RELA,RRAS,RRAS2,SHC1,SOS1,STAT1,STAT3,SYNJ2,TRAF2	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	1.5666989036012806	5.74E-02	AKT2,B2M,CASP1,CASP7,CDC42,EZR,FAS,GADD45A,GNA13,GNAI1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-F,KRAS,MAP2K6,MR1,PIK3C2B,PIK3C3,PPP2R1A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5E,PTK2,RAB4A,RALA,RALB,RAP2B,RDX,RHOC,RHOT1,RRAS,RRAS2,SOS1,STAT3	
T Cell Exhaustion Signaling Pathway	-0E00	0.0	4.40E-02	AKT2,FOXO1,FOXP1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-F,KRAS,MAPK9,PIK3C2B,PIK3C3,PPP2R1A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5E,RALA,RALB,RAP2B,RRAS,RRAS2,STAT1,STAT3,TGFBR2	
T Cell Receptor Signaling	-0E00	1.8257418583505538	5.63E-02	AKT2,B2M,CALM1,CALM3,CALML5,CTNNB1,DUSP5,DUSP6,FYB1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-F,IKBKE,ITGA2,ITGA3,KRAS,MAP2K6,MR1,NCK1,NFKBIA,NFKBIB,PIK3C2B,PIK3C3,RALA,RALB,RAP2B,REL,RELA,RRAS,RRAS2,SOS1,TCF7L1,VAV2	
T Helper Cell Differentiation	-0E00		1.89E-02	GATA3,HLA-A,HLA-B,HLA-DMA,IFNGR1,IL18,STAT1,STAT3,TGFBR2	
TEC Kinase Signaling	-0E00	0.4472135954999579	5.70E-02	ACTB,ACTG1,CDC42,FAS,GNA13,GNA15,GNAI1,GNAQ,GNAS,GNB4,GNG12,ITGA2,ITGA3,ITGA5,ITGA6,ITGAE,ITGAV,ITGB5,ITGB8,MAPK9,PAK1,PAK2,PIK3C2B,PIK3C3,PRKD3,PTK2,REL,RELA,RHOC,RHOT1,STAT1,STAT3,VAV2	
TNFs bind their physiological receptors	-0E00		3.45E-02	EDARADD	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	-0.8980265101338746	5.45E-02	CTNNB1,GSDMD,IFNGR1,IRF3,NMI,PSMA3,PSMA5,PSMA6,PSMB1,PSMB4,PSMB5,PSMB7,PSMB8,PSMB9,PSMC1,PSMC5,PSMC6,PSMD1,PSMD2,PSMD4,PSMD6,PSMD9,PSME2,PSME3,SQSTM1,STAT1,TAB2,TP53,UBA52,UBE2N,USP7	
Th17 Activation Pathway	-0E00	-0.4472135954999579	1.22E-02	HIF1A,HSP90AA1,MYD88,REL,RELA,STAT3	
Th2 Pathway	-0E00	2.3333333333333335	7.09E-02	APH1A,GATA3,HLA-A,HLA-B,HLA-DMA,NOTCH3,PIK3C2B,PIK3C3,S1PR1,TGFBR2	
Toll-like Receptor Cascades	-0E00		6.25E-02	DNM1L,PIK3C3	
Transcriptional regulation of testis differentiation	-0E00		7.69E-02	FOXL2	
Transport of bile salts and organic acids, metal ions and amine compounds	-0E00	0.0	4.76E-02	SLC16A1,SLC39A4,SLC39A7,SLC44A3	
Transport of inorganic cations/anions and amino acids/oligopeptides	-0E00	0.7071067811865475	7.48E-02	CALM1,SLC17A5,SLC1A4,SLC1A5,SLC36A4,SLC7A11,SLC7A5,SRI	
Triacylglycerol Degradation	-0E00		4.69E-02	ADPRS,ALDH2,LARS1	
Tryptophan Degradation III (Eukaryotic)	-0E00		4.35E-02	L3HYPDH	
Type I Diabetes Mellitus Signaling	-0E00	1.0690449676496976	4.09E-02	BID,FAS,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-F,HSPD1,IFNGR1,IKBKE,MAP2K6,MAPK9,MYD88,NFKBIA,NFKBIB,PIAS1,REL,RELA,SOCS4,STAT1,TRAF2	
Vitamin D (calciferol) metabolism	-0E00		8.33E-02	LGMN	
WNT/Ca2+ Signaling Pathway	-0E00	0.0	6.85E-02	FZD8,PLCE1,REL,RELA,SMO	
Zn Homeostasis Signaling Pathway	-0E00	1.179535649239177	4.24E-02	ACKR3,ADGRG1,ADGRL1,AKT2,APEX1,BCR,BMP4,ERP44,FZD8,GNA15,GNAQ,GPR153,GPR161,GPR87,GPRC5A,HCAR2,HLA-DMA,IKBKE,IL18,IL1RN,INSR,LPAR1,MMP1,MMP28,MT1E,MT1X,MT2A,PDE4A,PDE7A,PIK3C2B,PIK3C3,PRKACA,PRKD3,S100A4,S1PR1,S1PR5,SLC39A13,SLC39A4,SLC39A7,SMAD6,SMAD9,SMO,SMPDL3A,STAT1,STAT3,TP53	
Zygotic genome activation (ZGA)	-0E00		5.88E-02	TP53	
nNOS Signaling in Neurons	-0E00		8.00E-02	CALM1,CALM3,CALML5,PRKD3	
p70S6K Signaling	-0E00	1.2792042981336627	4.76E-02	AKT2,EEF2,EEF2K,GNAI1,GNAQ,IRS1,KRAS,PIK3C2B,PIK3C3,PLCE1,PPP2R1A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5E,PRKD3,RALA,RALB,RAP2B,RRAS,RRAS2,SFN,SHC1,SOS1,YWHAB,YWHAE,YWHAG,YWHAH	
Aspartate and asparagine metabolism	2.08E-01		9.09E-02	SLC25A12	
Formation of the anterior neural plate	2.08E-01		9.09E-02	PAX6	
Glucose and Glucose-1-phosphate Degradation	2.08E-01		9.09E-02	HK2	
Glycogen Degradation II	2.08E-01		9.09E-02	PYGB	
NAD biosynthesis II (from tryptophan)	2.08E-01		9.09E-02	NMNAT2	
NFE2L2 regulating tumorigenic genes	2.08E-01		9.09E-02	AREG	
Phenylalanine and tyrosine metabolism	2.08E-01		9.09E-02	PCBD1	
Processing and activation of SUMO	2.08E-01		9.09E-02	SAE1	
Apelin Cardiac Fibroblast Signaling Pathway	2.31E-01		8.70E-02	AKT2,SERPINE1	
Citrulline Biosynthesis	2.33E-01		1.00E-01	OAT	
Creatine metabolism	2.33E-01		1.00E-01	CKB	
GDP-glucose Biosynthesis	2.33E-01		1.00E-01	HK2	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	2.33E-01		1.00E-01	DKK1	
Prednisone ADME	2.33E-01		1.00E-01	AKR1C1	
Prostanoid Biosynthesis	2.33E-01		1.00E-01	PTGS2	
RHOBTB3 ATPase cycle	2.33E-01		1.00E-01	RHOBTB3	
Urea cycle	2.33E-01		1.00E-01	ASS1	
mRNA Editing	2.33E-01		1.00E-01	ADAR	
Coagulation System	2.42E-01		8.57E-02	F3,PLAU,SERPINE1	
SUMOylation of SUMOylation proteins	2.42E-01		8.57E-02	AAAS,NUP153,RAE1	
Ubiquinol-10 Biosynthesis (Eukaryotic)	2.42E-01		8.57E-02	CYP1B1,CYP4V2,MICAL2	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.5E-01		9.09E-02	DUT,NME1	
RHO GTPases Activate Rhotekin and Rhophilins	2.63E-01		1.11E-01	RHOC	
Sphingosine and Sphingosine-1-phosphate Metabolism	2.63E-01		1.11E-01	SGPP1	
Branched-chain amino acid catabolism	2.7E-01		9.52E-02	IVD,MCCC2	
Glucocorticoid Biosynthesis	2.7E-01		9.52E-02	EBP,NSDHL	
Activation of Matrix Metalloproteinases	2.74E-01		9.09E-02	CTSV,MMP1,TIMP2	
Th1 and Th2 Activation Pathway	2.87E-01		8.52E-02	APH1A,GATA3,HLA-A,HLA-B,HLA-DMA,IFNGR1,IL18,MAP2K6,NOTCH3,PIK3C2B,PIK3C3,S1PR1,STAT1,STAT3,TGFBR2	
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.91E-01		9.09E-02	DHODH,NME1,NTPCR,NUDT5	
GABA synthesis, release, reuptake and degradation	2.92E-01		1.00E-01	HSPA8,VAMP2	
Mineralocorticoid Biosynthesis	2.92E-01		1.00E-01	EBP,NSDHL	
Ceramide Biosynthesis	2.97E-01		1.25E-01	KDSR	
Histidine catabolism	2.97E-01		1.25E-01	CARNMT1	
Miro GTPase Cycle	2.97E-01		1.25E-01	RHOT1	
NFE2L2 regulating MDR associated enzymes	2.97E-01		1.25E-01	ABCF2	
STAT5 Activation	2.97E-01		1.25E-01	FLT3LG	
rRNA modification in the mitochondrion	2.97E-01		1.25E-01	MRM2	
Pyroptosis Signaling Pathway	3.1E-01	0.3779644730092272	8.82E-02	CASP1,GAS5,GSDMC,GSDMD,GSDME,HMGB1,IL18,PRKACA,TXNIP	
Transcriptional regulation of brown and beige adipocyte differentiation	3.1E-01		9.68E-02	GATAD2A,RBBP7,RXRA	
Maturity Onset Diabetes of Young (MODY) Signaling	3.14E-01		8.97E-02	APOL1,APOL2,APOL6,APPL1,CACNB3,GAPDH,INSR	
γ-linolenate Biosynthesis II (Animals)	3.17E-01		1.05E-01	FADS1,SLC27A5	
UVB-Induced MAPK Signaling	3.19E-01	2.23606797749979	9.26E-02	MAPK9,PIK3C2B,PIK3C3,PRKD3,TP53	
Regulation of beta-cell development	3.24E-01	1.0	9.52E-02	AKT2,FOXO1,PAX6,SNW1	
Oxidative Ethanol Degradation III	3.3E-01	2.0	9.23E-02	ACSS1,ALDH1A3,ALDH2,ALDH3A1,ALDH3A2,ALDH3B1	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3.3E-01		1.00E-01	CAT,FOXO1,SIN3A	
Histidine Degradation VI	3.3E-01		1.00E-01	CYP1B1,CYP4V2,MICAL2	
Arsenate Detoxification I (Glutaredoxin)	3.38E-01		1.43E-01	PNP	
Aryl hydrocarbon receptor signalling	3.38E-01		1.43E-01	ARNT	
Epithelial-Mesenchymal Transition (EMT) during gastrulation	3.38E-01		1.43E-01	CDH1	
Inositol Pyrophosphates Biosynthesis	3.38E-01		1.43E-01	IPMK	
Regulation of CDH19 Expression and Function	3.38E-01		1.43E-01	CTNNB1	
Urea Cycle	3.38E-01		1.43E-01	ASS1	
Acetylcholine Receptor Signaling Pathway	3.39E-01	2.4961508830135313	8.78E-02	ADAM10,AKT2,APH1A,CACNB3,CALM1,CALM3,CALML5,CAMK2G,CASP1,CASP7,GNA15,GNAI1,GNAQ,PIK3C2B,PIK3C3,PLCE1,PRKACA,PRKD3	
RET signaling	3.41E-01	1.0	9.76E-02	IRS2,PRKACA,SHC1,SOS1	
Formation of definitive endoderm	3.43E-01		1.11E-01	CDH1,CTNNB1	
GABA Receptor Signaling	3.44E-01		8.96E-02	AP2A1,AP2B1,CACNB3,GABARAP,GNA13,GNA15,GNAI1,GNAQ,GNAS,GNB4,GNG12,UBA52	
Collagen degradation	3.44E-01	1.6329931618554523	9.38E-02	ADAM10,COL5A2,COL9A2,CTSB,CTSD,MMP1	
Amyloid Processing	3.51E-01		9.62E-02	AKT2,APH1A,BACE2,MARK1,PRKACA	
White Adipose Tissue Browning Pathway	3.51E-01	2.82842712474619	8.97E-02	CACNB3,CEBPB,E2F2,E2F4,E2F8,FGFR3,GNAS,HIF1AN,PRKACA,RARG,RXRA,SLC16A1,TFDP1	
Energy dependent regulation of mTOR by LKB1-AMPK	3.52E-01		1.03E-01	CAB39,LAMTOR1,RHEB	
Paracetamol ADME	3.52E-01		1.03E-01	ABCC4,ABCC5,CNDP2	
Pregnenolone Biosynthesis	3.52E-01		1.03E-01	CYP1B1,CYP4V2,MICAL2	
SUMOylation of intracellular receptors	3.52E-01		1.03E-01	PIAS1,PIAS3,RXRA	
Activation of anterior HOX genes in hindbrain during early embryogenesis	3.58E-01	0.30151134457776363	9.09E-02	H2BC9,PAX6,PBX1,POLR2A,POLR2C,POLR2F,POLR2L,RARG,RBBP7,RXRA,SUZ12	
Germ Cell Differentiation Signaling Pathway	3.69E-01	1.507556722888818	9.17E-02	BMP4,CTNNB1,FOXL2,FZD8,INHBB,KREMEN1,RARG,SFRP1,SMAD9,SMO,TCF7L1	
Germ layer formation at gastrulation	3.72E-01		1.18E-01	BMP4,CTNNB1	
MSP-RON Signaling Pathway	3.75E-01		9.68E-02	ACTB,ACTG1,KLK10,KLK5,PIK3C2B,PIK3C3	
NF1 RAS Signaling Pathway	3.86E-01	1.021054940485262	8.74E-02	ACKR3,ADGRG1,ADGRL1,AKT2,CFL1,DPYSL2,FGFR3,FZD8,GNB4,GNG12,GPR153,GPR161,GPR87,GPRC5A,HCAR2,HSF1,IGF1R,INSR,KRAS,LPAR1,PAK1,PIK3C2B,PIK3C3,PLCE1,PRKACA,PRKD3,PTK2,RALA,RALB,RAP2B,RIN1,RNF7,RRAS,RRAS2,S1PR1,S1PR5,SART1,SFN,SMO,SOS1,TGFA,TGFBR2,VASP,YWHAB,YWHAE,YWHAG,YWHAH	
Chondroitin and Dermatan Biosynthesis	3.88E-01		1.67E-01	CHPF	
Glycogen Biosynthesis II (from UDP-D-Glucose)	3.88E-01		1.67E-01	GYG1	
NFE2L2 regulating inflammation associated genes	3.88E-01		1.67E-01	CXCL8	
Pentose Phosphate Pathway (Non-oxidative Branch)	3.88E-01		1.67E-01	TALDO1	
Protein repair	3.88E-01		1.67E-01	TXN	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	3.88E-01		1.67E-01	SEPHS1	
Trehalose Degradation II (Trehalase)	3.88E-01		1.67E-01	HK2	
Zymosterol Biosynthesis	3.88E-01		1.67E-01	NSDHL	
Xenobiotic Metabolism CAR Signaling Pathway	3.88E-01	-0.22941573387056174	8.97E-02	ALDH1A3,ALDH2,ALDH3A1,ALDH3A2,ALDH3B1,CHST11,HS3ST1,HS6ST1,HSP90AA1,MAP2K6,MGST2,MGST3,PPP2R1A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5E,PRKD3,RXRA,SNW1,SRA1	
Assembly of collagen fibrils and other multimeric structures	3.91E-01	1.6329931618554523	9.84E-02	COL5A2,COL9A2,CTSB,CTSV,ITGA6,LAMB3	
Metabolism of steroid hormones	4.01E-01	1.0	1.05E-01	AKR1B1,HSD17B11,STARD4,TSPO	
Notch Signaling	4.01E-01		1.05E-01	APH1A,LFNG,NOTCH3,NUMB	
PFKFB4 Signaling Pathway	4.04E-01	0.0	1.02E-01	GNAS,HK2,MAP2K6,PRKACA,TP53	
Caspase activation via Death Receptors in the presence of ligand	4.04E-01		1.25E-01	FAS,TRAF2	
Granzyme B Signaling	4.04E-01		1.25E-01	BID,DFFA	
Rap1 signalling	4.04E-01		1.25E-01	PRKACA,YWHAB	
Superpathway of Citrulline Metabolism	4.04E-01		1.25E-01	ASS1,OAT	
PCP (Planar Cell Polarity) Pathway	4.07E-01	0.0	1.00E-01	DAAM1,EFNB1,FZD8,MAPK9,SMO,WNT10A	
Dopamine-DARPP32 Feedback in cAMP Signaling	4.13E-01	0.9045340337332909	9.19E-02	ATP2A2,CACNB3,CALM1,CALM3,CALML5,GNAI1,GNAQ,GNAS,PLCE1,PPP1CB,PPP2R1A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5E,PRKACA,PRKD3	
G alpha (z) signalling events	4.23E-01	1.3416407864998738	1.04E-01	GNAI1,GNAS,GNB4,GNG12,RGS20	
Cardiomyocyte Differentiation via BMP Receptors	4.26E-01		1.15E-01	BMP4,SMAD6,SMAD9	
IL-17A Signaling in Gastric Cells	4.26E-01		1.15E-01	CXCL8,MAPK9,RELA	
RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression	4.26E-01		1.15E-01	CARM1,RXRA,TBL1XR1	
WNT ligand biogenesis and trafficking	4.26E-01		1.15E-01	SNX3,WLS,WNT10A	
cAMP-mediated signaling	4.36E-01	2.182820625326997	9.17E-02	AKAP12,AKAP8,APEX1,CALM1,CALM3,CALML5,CAMK2G,DUSP4,DUSP6,GNAI1,GNAS,HCAR2,LPAR1,PDE4A,PDE7A,PRKACA,RGS10,RGS2,RPS6KA1,S1PR1,SMPDL3A,STAT3	
Leukotriene Biosynthesis	4.4E-01		1.33E-01	MGST2,MGST3	
Mitotic Telophase/Cytokinesis	4.4E-01		1.33E-01	KIF23,RAD21	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	4.4E-01		1.33E-01	AKR1C3,PTGS2	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	4.4E-01		1.33E-01	NT5E,PNP	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	4.4E-01		1.33E-01	HIPK2,WWTR1	
Antioxidant Action of Vitamin C	4.45E-01	-0.7071067811865475	9.60E-02	IKBKE,MAPK9,NFKBIA,NFKBIB,PLA2G4A,PLAAT3,PLCE1,PLD3,REL,RELA,TXN,TXNRD1	
Striated Muscle Contraction	4.46E-01	0.0	1.11E-01	DMD,TMOD3,TPM1,TPM2	
2-oxobutanoate Degradation I	4.5E-01		2.00E-01	PCCB	
Acetate Conversion to Acetyl-CoA	4.5E-01		2.00E-01	ACSS1	
Arginine Degradation I (Arginase Pathway)	4.5E-01		2.00E-01	OAT	
Citrulline-Nitric Oxide Cycle	4.5E-01		2.00E-01	ASS1	
FasL/ CD95L signaling	4.5E-01		2.00E-01	FAS	
Formation of lateral plate mesoderm	4.5E-01		2.00E-01	BMP4	
Formation of xylulose-5-phosphate	4.5E-01		2.00E-01	SORD	
Galactose Degradation I (Leloir Pathway)	4.5E-01		2.00E-01	GALM	
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	4.5E-01		2.00E-01	NMNAT2	
NAD Salvage Pathway III	4.5E-01		2.00E-01	NMNAT2	
Pentose Phosphate Pathway (Oxidative Branch)	4.5E-01		2.00E-01	G6PD	
Reelin signalling pathway	4.5E-01		2.00E-01	SH3KBP1	
Signaling by MST1	4.5E-01		2.00E-01	SPINT1	
Trans, trans-farnesyl Diphosphate Biosynthesis	4.5E-01		2.00E-01	IDI1	
dTMP De Novo Biosynthesis	4.5E-01		2.00E-01	DHFR	
Insulin processing	4.54E-01		1.20E-01	EXOC5,KIF5B,VAMP2	
Signaling by NTRK2 (TRKB)	4.54E-01		1.20E-01	KRAS,SHC1,SOS1	
Factors Promoting Cardiogenesis in Vertebrates	4.57E-01	1.8073922282301278	9.49E-02	BMP4,CAMK2G,CCND1,CTNNB1,DKK1,FZD8,MAPK9,MYC,PLCE1,PRKD3,SMAD9,SMO,TCF7L1,TGFBR2,WNT10A	
IL-13 Signaling Pathway	4.58E-01	1.7320508075688774	9.68E-02	AGR2,AKT2,ANO1,CTNNB1,FOSL2,HBEGF,MAOA,PIK3C2B,PIK3C3,STAT1,STAT3,TP53	
Glutamate Receptor Signaling	4.62E-01		1.03E-01	CALM1,CALM3,CALML5,GLUL,GNB4,GNG12,SLC1A4	
Arachidonate metabolism	4.64E-01	-1.3416407864998738	1.09E-01	CYP1B1,GPX2,PLA2G4A,PON2,PTGS2	
Role of IL-17F in Allergic Inflammatory Airway Diseases	4.64E-01	-1.0	1.09E-01	CXCL8,REL,RELA,RPS6KA1,RPS6KA4	
Hepatic Cholestasis	4.69E-01	0.47140452079103173	9.33E-02	AKT2,CALM1,CALM3,CALML5,CXCL8,FOXO1,IKBKE,IL18,IL1RN,INSR,IRF3,MAPK9,MYD88,NFKBIA,NFKBIB,PRKACA,PRKD3,REL,RELA,RXRA,TRAF2	
Nucleotide catabolism	4.7E-01	-2.0	1.14E-01	NT5E,NUDT5,PNP,UPP1	
DNA Damage/Telomere Stress Induced Senescence	4.79E-01	-1.414213562373095	1.03E-01	CCNA2,CDKN1A,EP400,H2BC9,HMGA1,HMGA2,RAD50,TP53	
Collagen biosynthesis and modifying enzymes	4.8E-01	0.3779644730092272	1.04E-01	COL5A2,COL9A2,COLGALT1,CRTAP,P3H2,PLOD2,SERPINH1	
Assembly of RNA Polymerase III Complex	4.8E-01		1.43E-01	GTF3C6,TBP	
Colanic Acid Building Blocks Biosynthesis	4.8E-01		1.43E-01	GMDS,UGDH	
Formation of axial mesoderm	4.8E-01		1.43E-01	CTNNB1,FOXA1	
Guanosine Nucleotides Degradation III	4.8E-01		1.43E-01	NT5E,PNP	
Role of IL-17A in Psoriasis	4.8E-01		1.43E-01	CXCL8,S100A8	
Tryptophan catabolism	4.8E-01		1.43E-01	SLC36A4,SLC7A5	
Interleukin-3, Interleukin-5 and GM-CSF signaling	4.82E-01	0.8164965809277261	1.07E-01	INPPL1,PRKACA,SHC1,SOS1,SYNJ2,UBA52	
Phagosome Formation	4.82E-01	1.016001016001524	8.91E-02	ACKR3,ACTR2,ADGRG1,ADGRL1,AKT2,AP1M2,AP1S3,ARF6,ARPC4,ARPC5,ARPC5L,C3,CDC42,CFL1,DIAPH1,FN1,FZD8,GPR153,GPR161,GPR87,GPRC5A,HCAR2,ITGA2,ITGA3,ITGA5,ITGA6,ITGAE,ITGAV,ITGB5,ITGB8,KRAS,LPAR1,MAP2K6,MAPK6,MARCKS,MYD88,MYH10,MYH9,MYL6,MYO10,PAK1,PAK2,PIK3C2B,PIK3C3,PIP5K1A,PLA2G4A,PLAAT3,PLD3,PRKD3,PTK2,RALA,RALB,RAP2B,RRAS,RRAS2,S1PR1,S1PR5,SCARA3,SMO,SOS1,TLN2,VAV2,WASF2	
Phase II - Conjugation of compounds	4.82E-01	0.30151134457776363	9.91E-02	CHAC1,CNDP2,GCLC,MAT2A,MGST2,MGST3,PAPSS1,PAPSS2,TRMT112,UGDH,UXS1	
Interleukin-6 family signaling	4.84E-01		1.25E-01	CRLF1,STAT1,STAT3	
RAS processing	4.84E-01		1.25E-01	CALM1,KRAS,UBA52	
Interleukin-10 signaling	4.86E-01	0.4472135954999579	1.11E-01	CXCL8,IL18,IL1RN,PTGS2,STAT3	
Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	4.87E-01	1.386750490563073	9.77E-02	CEBPA,GPS2,H2BC9,MED10,MED30,MED31,NCOR2,PHLDA1,PLIN2,RXRA,SCD,SCD5,TBL1XR1	
Transcriptional regulation of granulopoiesis	4.96E-01	-1.0	1.02E-01	CDKN1A,CEBPA,CEBPB,H2BC9,MYC,RXRA,STAT3,TFDP1,TFDP2	
tRNA Splicing	5.1E-01	1.3416407864998738	1.14E-01	APEX1,PDE4A,PDE7A,SMPDL3A,TSEN15	
Meiosis Initiation Signaling Pathway	5.11E-01	0.6324555320336759	1.02E-01	ATR,E2F2,E2F4,E2F8,PRC1,RAD21,RING1,SKP2,TFDP1,XRN1	
Nitric Oxide Signaling in the Cardiovascular System	5.12E-01	0.7071067811865475	1.00E-01	AKT2,ATP2A2,CACNB3,CALM1,CALM3,CALML5,HSP90AA1,PIK3C2B,PIK3C3,PRKACA,PRKD3,VEGFC	
