© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C6C8_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C6C8_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603595

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C6C8_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
TRIM2	enzyme	0.200	3	 	 	-0.806	1.17E-24	5.00E-04	BAK1,BAX,BCL2,BCL2L11,BOK,CASP3,CASPASE (family),ERN1,OMA1,TOMM20,TRIM2,XBP1	ADAM10,ADGRF5,ADRB2,AKAP12,ALDH18A1,ARF4,ASNS,ATF3,ATG5,ATP6V0D1,BIRC5,BLOC1S1,CAPN2,CCNC,CCND3,CD151,CD9,CDK2,CDK4,CEBPB,CEBPG,CLCN3,COL12A1,COL4A1,COL4A2,COL5A1,COL7A1,COX6A1,CREB3L2,CSF2,CTSB,CTSD,CXCL1,CXXC1,CYB5R1,DERL1,DNAJC1,DNAJC3,DUSP6,EDEM3,ERO1A,ERP29,ETS1,ETV1,EXTL3,FTL,G6PD,GADD45A,GARS1,GCLC,GDF15,GNAS,GOT1,GPX3,GRN,GSR,H1-0,HDLBP,HLA-A,HLA-DRA,HMGCS1,HSP90AA1,HSP90B1,HSPA13,HSPA5,HSPB1,HTT,HYOU1,ICAM1,IFIT3,IL10RB,IL1A,IL6,IL7R,ITGA5,ITPR3,KDELR2,KLF4,KLHDC3,LAMA3,LMNA,MCAM,MCFD2,MGAT2,MICA,MSRA,MTHFD2,MYC,MYDGF,NFE2L2,NQO1,NRAS,NUCB2,PDLIM5,PDRG1,PLAUR,PLIN2,PRDX4,PRKDC,PRNP,PVR,PYCARD,PYCR1,RB1,RBL1,RRM2,RUNX2,SCD,SEC23B,SEC31A,SEC61A1,SEC61B,SEL1L,SERP1,SERPINE1,SGK1,SHMT2,SLC1A5,SLC25A28,SLC25A39,SLC35A3,SLC38A1,SLC38A2,SLC7A1,SOX9,SPHK1,SQSTM1,SRP19,SRPRB,SSR1,SSR3,SSR4,SURF4,TBCB,TCEA3,TGFB2,THBS1,TMED3,TOP2A,TP53,TPP1,TRAM1,TXN,TXNIP,UBA5,UFM1,UQCRC2,USO1,VDAC1,WT1,XBP1,XIAP,XRCC1,ZC3H12A	154 (12)	12	CD24,EFNA1,EFNA2,EFNA3	mir-1 (includes others),miR-1-3p (and other miRNAs w/seed GGAAUGU),MIR200 (family),SPARC	 	EGLN2,GABPA,NFE2L2	BCL2L11	 	 	 	 	
PPP1R8	phosphatase	-0.073	2	 	 	0.402	1.24E-24	2.40E-03	EZH2,PPP1CC,PPP1R8,RB1	ABL2,ACTB,ADAM9,ANXA6,ARHGEF1,ATF3,ATG5,ATP1A1,ATP1B1,ATP5F1A,ATP5ME,ATP6V1F,BACE1,BIRC3,BIRC5,BRCA1,C3,CABLES1,CASK,CCND3,CD83,CDC27,CDK2,CDK4,CEBPB,CEMIP,CHRNB1,COA3,COL5A1,COX6A1,COX6B1,COXFA4L3,CPD,CRISPLD2,CSF1,CTNNAL1,CXCL1,CXCL8,CYP1B1,DAAM1,DDB2,DDT,DUSP1,EMP1,EPSTI1,EREG,EZH2,EZR,F3,FBP1,FGFR1,FN1,FOSL1,FOXO3,GADD45A,GADD45B,GMNN,GOT1,GPR68,GPT2,H1-0,HIF1A,HMGA2,HOMER1,ICAM1,ID1,IDH3B,IFI27,IFI27L2,IFIT1,IFIT3,IGF2BP3,IL24,IL6,IL6ST,IRF2BPL,IRS2,KIAA1217,KITLG,KLF10,KRT10,KRT18,KRT81,MCAT,MCM10,MCM2,MCM7,MET,MICA,MICB,MRPL11,MRPL58,MYBL2,MYC,MYEOV,MYO10,NDUFA3,NDUFA5,NFKB1,NOLC1,OAS2,OCLN,PARP1,PCK2,PCNA,PLAAT4,PPP1R12C,PPP1R15A,PSEN2,PTGES,PVR,RBL1,RELB,RIN2,RNF5,RRM1,RRM2,RUNX2,S100A4,SAA1,SAA2,SDHB,SERPINA1,SERPINE1,SET,SPATA13,SQLE,SQSTM1,SRD5A3,TGFB2,TGFBI,TGFBR3,THSD4,TIMM50,TIMP3,TNFSF10,TOMM22,TOMM6,TOMM7,TOP2A,TOPBP1,TPM1,TPM4,TRIM38,TTK,TXN,TYMS,UBE2C,UQCRC1,UQCRFS1,VDAC1,VIM,WNT7B,YAP1,ZEB2	155 (4)	3	CEBPB	 	 	EZH2	RB1	 	 	 	 	
8-bromo-cAMP	chemical reagent	 	1	 	 	-1.061	1.28E-24	9.00E-04	8-bromo-cAMP	ACOX1,ADM,ADRB2,ALDH18A1,ALDH2,ALG5,APP,ARPC1B,ASAH1,ATP6AP1,BID,BIRC3,BIRC5,BMP4,BRCA2,CAPN2,CAV1,CAV2,CCN2,CCNA2,CD68,CDC42,CDC45,CDK2,CEBPB,CKB,CLU,COL5A1,CTNNA1,CTSB,CTSD,CYP1B1,DDB2,DIAPH1,DIAPH3,DKK1,DPM3,DUSP1,E2F3,EDN1,ENC1,ETS1,EZR,FGF1,FGFR1,FN1,FOSL1,FST,FUT8,FZD7,GLA,GM2A,GNAI1,GNAI2,GNAI3,GNPTAB,GNS,GPX3,GSN,HGSNAT,HIF1A,HSP90B1,ID1,ID3,IL24,IL6,IL6ST,IL7R,INHBA,IQGAP3,ITGA3,ITGA6,ITPR3,KITLG,KRT18,LAMB2,LAMP2,LDLR,LGMN,LIF,LIMK1,LOX,LTBP1,MAOA,MAPK8,MCM2,MCM4,MCM7,MGAT5,MMP1,MYC,MYL12A,MYL12B,MYLK,NQO1,NRP1,ODC1,PCK2,PCNA,PLCG1,PPP1CB,PXN,RBL1,RRM1,RRM2,RRM2B,SAT1,SERPINE1,SGK1,SLC2A1,SMPD1,SPRED1,SSH1,STAT1,STAT3,SYNPO,TGFB2,TGFBR3,THBS1,TIMP1,TIMP2,TIMP3,TMSB4X,TNC,TP53,TRAF4,TTK,ZMAT3	128 (1)	1	 	 	 	ACOX1,ACSL4,AKT (family),ARHGEF12,BBC3,beta-estradiol,BIRC5,CDC20,CDC42,CDKN1A,CDKN2B,CEBPB,CG (complex),CHRM2,COL4A4,COL5A1,CXXC4,DCLK1,DUSP1,E2F3,EDN1,EGFR,ERK (family),ERVW-1,ESPL1,ESR1,ESTROGEN RECEPTOR (family),FGF5,FGFR1,FN1,FOS,FUT8,G6PC1,GLI1,GUCY1B1,HRAS,HSP90B1,ITGA1,ITGA6,ITGA7,LAMB3,LAMP2,MSH2,MYC,MYH9,NFKBIA,NPC1,NRP1,NTRK1,ODC1,P4HA2,P70 S6K (family),PAK1,PDE3A,PGR,PPARD,PPM1D,progesterone,PTCH1,PTGFR,PTHR (family),RAS (family),RASSF5,RBL1,RRAS2,RRM2B,RUNX1,SHC1,SLC2A1,SMPD1,SPRY2,SPRY4,SSH1,ST6GAL1,SUFU,TCF7L1,testosterone,TFCP2L1,TGFB1,TGFB2,TGFB3,TIMP3,TP53,TPO,TREM1,TRPV1,UCP1,YWHAH	5-hydroxytryptamine,ASC/CASP1/NALP3 (complex),CCND1,COLLAGEN(S) (complex),ERBB3,IFNB1,IL1B,KCNJ2,RAF1,SPP1,VLDLR	 	 	 	 	
SCGB3A1	cytokine	 	2	 	 	-1.221	1.34E-24	7.20E-03	AKT (family),RB1,SCGB3A1	ACTB,ADM,ANKRD1,APP,ATF3,ATF4,ATG5,ATP1A1,ATP1B1,ATP5F1A,ATP5ME,ATP6V1F,B4GALT5,BID,BIRC5,BRCA1,CCN1,CCN2,CCNA2,CCND3,CD164,CD63,CD83,CDK2,CDK4,CEBPB,CHRNB1,CHST3,COA3,COPS6,COX6A1,COX6B1,CPD,CPT1A,CSF2,CTSD,DDB2,DHCR24,DUSP1,ELK1,EPAS1,EXT2,EZH2,EZR,F3,FN1,FOSL1,FOXO3,G6PD,GADD45A,GADD45B,GALNT10,GMNN,GNPTAB,GPC1,GPT2,GSR,H1-0,HGSNAT,HIF1A,HOMER1,HSPG2,IDH3B,IER3,IL32,IL6,IL6ST,IL7R,IRS2,ITGB5,KLF10,KRT10,KRT18,LAMA3,LAMB2,LAMP1,LMBRD1,MAGT1,MAN2A1,MBP,MCAM,MCAT,MCM10,MCM2,MCM7,MET,MGAT4A,MGAT5,MRPL11,MRPL58,MT2A,MYBL2,MYC,NDRG1,NDUFA3,NDUFA5,NEDD4,NET1,NFKB1,NOTCH2,NT5E,PARP1,PCDH1,PODXL,PPP1R15A,PSEN2,PTPRS,PTTG1IP,PTX3,PVR,RB1,RBL1,RELB,RRM1,RRM2,RUNX2,S100A4,SDHB,SGK1,SLC2A1,SNAI2,SQSTM1,SUSD5,TAGLN,TFAM,TGFB2,THBS1,TIMM50,TIMP2,TMED10,TMED9,TNC,TNFSF10,TOMM22,TOMM6,TOMM7,TOPBP1,TPM1,TTK,TYMS,UBE2C,UQCRC1,UQCRC2,UQCRFS1,VDAC1,VIM,WT1,WWTR1,XBP1,XIAP,ZEB2	151 (3)	2	ESR2	IFNG,RARG	 	RB1	AKT (family)	 	 	 	 	
GnRH analog	biologic drug	 	2	 	 	0.078	1.55E-24	8.10E-03	CDC42,ERK1/2 (family),GnRH analog,RAC1	ACTN1,AHCYL1,ANKRD1,ANXA11,APP,ARHGEF7,ASAH1,ATF3,ATP5F1A,BICD2,BID,BIRC3,BST2,C3,CAPN2,CAV1,CCN1,CCN2,CCNC,CCP110,CD40,CDK4,CEBPB,CENPF,CHMP2A,CLOCK,CLU,CNPY3,COL6A1,CSF1,CSF2,CST6,CTSA,CTSB,CTSD,CTSH,CXCL1,CXCL8,CYB5A,CYTH1,DDX46,DKK1,DUSP1,EDN1,EFNB2,EIF3A,ELK1,EMP1,ENO1,EPS8,EREG,ETS1,ETV1,EXT2,EZR,F3,FADS3,FKBP1A,FLOT2,FOSL1,FZD1,GAD1,GPSM2,GSN,HEBP2,HELZ,HIF1A,HLA-A,HMGA1,HSP90AB1,HSPA5,ICAM1,ID1,IFI27,IK,IL1A,IL32,IL6,IL6ST,INHBA,IRS2,ITGA3,ITGA6,ITPR3,KDSR,KLF4,KRT10,LAMP1,LAMP2,LDLR,LIF,MAPRE1,MRPS31,MXRA7,MYC,NAMPT,NDRG1,NDUFB5,NME2,NPC2,OCLN,PAWR,PCNA,PCNT,PDLIM2,PDLIM5,PHLDA2,PKM,PLAUR,PLEKHA6,PMP22,PSEN2,PSMB7,PSMB8,PSMB9,PSMC3IP,PSMD13,PTEN,PTGES,PTPRS,PVR,RAB8A,RB1,RBMS2,RHOC,RUNX2,RXRB,RYK,S100A6,SERPINE1,SGK1,SH2D4A,SKAP2,SLC35A3,SLC7A11,SLIT2,SMAD5,SNAI2,SNRPD3,SNX3,SOX9,SSR1,STAT3,SUPT5H,TAP1,TAPBP,TCEA1,TFDP1,TIMP1,TIMP2,TMBIM6,TP53,TPM1,TRIB2,TUBA1A,UBE2C,UBR4,VAT1,VEGFB,VIM,VPS52,WSB2,YAP1	163 (4)	4	 	 	 	beta-estradiol,CD40,CDC42,CDK3,CKS1B,CLOCK,CUX1,DUSP1,EFNA2,FKBP1A,FLT1,GEF (family),GNRH1,IFNG,KISS1,MAPK1,MYO9B,PCNT,PPP2R2A,progesterone,TAF15,TNK2,TP53,TRAF2	BHLHE40,BICD2,CUL5,ESR1,GABARAP,GPER1,GSTO1,MAP2K4,NCOA6,NDRG1,NFKBIA,PABPC1,PHLDA2,PRCP,SLC7A11,SMARCE1,SRSF3,TFDP1,UBR4,VCP	 	 	 	 	
GCS-100	chemical drug	 	2	 	 	0.000	1.60E-24	2.73E-02	AKT (family),CASP3,CASP8,GCS-100,IKK (complex),NFKBIA	ABCD3,ADM,ANKRD1,APP,ATF4,ATP5F1A,ATP5MF,B4GALT5,BID,BRCA1,BRCA2,C3,CAPN2,CAPZA2,CCN1,CCN2,CCNA2,CD164,CD63,CD74,CDC45,CDK2,CDK4,CEBPB,CHST3,CLU,COPS6,CPD,CPT1A,CSF2,CTNNA1,CTSB,CTSD,CTSF,CXCL1,CYP1B1,DHCR24,DUSP6,ELK1,EPAS1,EREG,ERO1A,EXT2,EZH2,F3,FHL2,FLG,FN1,FOSL1,FOXO3,FZD7,G6PD,GADD45A,GADD45B,GALNT10,GAS5,GM2A,GNPTAB,GPC1,GPX3,GRN,GSR,HGSNAT,HIF1A,HLA-A,HMGA1,HMGB1,HSPA5,HSPG2,HTT,ICAM1,IER3,IFIT3,IL15RA,IL1A,IL32,IRAK1,ITGA3,ITGB5,JRK,KRT18,LAMA3,LAMA5,LAMB2,LAMP1,LGALS3,LITAF,LMBRD1,MAGT1,MAN2A1,MBP,MCAM,MEX3A,MGAT4A,MGAT5,MMP1,MR1,NDRG1,NEDD4,NET1,NFKBIB,NINJ1,NLRP1,NOTCH2,NT5E,PCDH1,PCNA,PMEPA1,PODXL,PTEN,PTGES,PTP4A2,PTPRS,PTTG1IP,PTX3,RASA3,RB1,RCAN1,RHOB,ROCK1,RPSA,RRM1,RRM2,S100A4,SAT1,SDC4,SDHB,SERINC1,SERPINE1,SERPINE2,SH3GLB2,SLC2A1,SNAI2,SOAT1,SORL1,SOX9,SQSTM1,SUSD5,TAGLN,TCEAL9,TFAM,TFDP1,TFRC,THBS1,TIMP1,TIMP2,TIMP3,TMED10,TMED9,TMPO,TMSB4X,TNC,TYMS,UBA1,UQCRC2,USP9X,VIM,WT1,WWTR1,XBP1	160 (6)	6	 	 	 	CDKN1A	AKT (family),NFKBIA	 	 	 	 	
ITGA7	other	 	2	 	 	-0.891	2.04E-24	4.10E-03	ERK1/2 (family),ITGA7,MCM7,PTK2,RAF1	ADAM10,AKAP12,ANKRD1,ANXA1,APP,ASAH1,BIRC3,BRCA1,BTG1,C3,CAPN2,CAV1,CCN1,CCN2,CD40,CD74,CDK2,CDK4,CDON,CEBPB,CLU,CSF2,CTSB,CTSH,CXCL1,CXCL8,DCBLD2,DKK1,DUSP1,DUSP5,DUSP6,EDN1,EFNB2,ELK1,EMP1,EMP3,ENO1,ETS1,ETV1,EZR,F3,FN1,FOSL1,FZD1,GAD1,GRN,HLA-A,HMGA1,HMGA2,HNRNPAB,HPCAL1,HSPA5,HSPB1,ICAM1,ID1,ID3,IER2,IER3,IGBP1,IL1A,IL6,IL6ST,IRS2,ITGA3,ITGA5,ITGB5,LAMA3,LDHA,LDLR,LIF,MCM8,MGAT5,MGLL,MMP1,MYBL2,MYC,NAMPT,NINJ1,NOP56,NQO1,OCLN,OSMR,PC,PCNA,PHLDA1,PHLDA2,PKM,PLAUR,PNP,PPP1R10,PSMB8,PSMB9,PTGES,RB1,RHOC,RRM2,RTCB,RUNX2,S100A6,SEC14L2,SERPINE1,SGK1,SKP2,SLC26A2,SNAI2,SNRPD1,SOX9,SQLE,TAP1,TAPBP,TCOF1,TFPI2,THBS1,TIAM1,TIMP1,TIMP2,TIMP3,TNC,TOMM40,TP53,TSC22D1,TUBA4A,TUBB2A,TUBG1,TXNIP,XIAP	126 (5)	4	8-bromo-cAMP,ARID1A,beta-estradiol,decitabine,EID3,HYAL1,medroxyprogesterone acetate,RIPOR3,RRAS2,SMARCA4,TGFB1	ADAM15,AHR,ITGA6,LMNA,molybdenum disulfide	 	 	RAF1	 	 	 	 	
L-cystine	chemical - endogenous mammalian	 	2	 	 	-1.800	2.06E-24	1.97E-02	EIF2A,EIF2AK4,L-cystine,LPL,NFE2L2	ABCC3,ABCC4,ABCG2,ACOX1,ACSL5,AHR,AKR1B1,AKR1C3,ALDOA,AOX1,APEX1,ASNS,ATF4,ATG3,ATG5,ATP1A1,ATP2A2,ATP5ME,ATP5PO,BRCA1,BTG1,C3,CCN2,CCND3,CCT7,CD68,CD74,CDK2,CHST11,CHST7,COL4A2,COPS5,COX20,COX6B1,CPT1A,CREG1,CSF1,CTSD,DHCR7,DNAJC3,DSTN,DUSP10,EDN1,EPAS1,EPHB4,EPHX1,EPS8,ERP29,ERRFI1,ESD,ETV6,EVI2A,FIS1,FOXO3,FTH1,FTL,G6PD,GADD45A,GADD45B,GBE1,GCLC,GDF15,GLUD1,GNAI2,GOT1,GPX3,GSR,GSTCD,GSTM3,HELLS,HIF1A,HIPK2,HLA-A,HMGB1,HMGCS1,HS2ST1,HSP90AA1,HSP90AB1,HSP90B1,HSPA9,ICAM1,ID1,IGF2BP3,IKBKG,IL24,IL7R,INSIG1,IRF7,IRS2,ITGA6,KLHL4,KRT18,LAMP1,LAMP2,LBR,LDHA,LDLR,LGALS8,LIF,LINC00467,LMNA,MAFF,MBP,MCFD2,MCM7,ME1,MGLL,MITF,MRPL16,MRPL24,MRPS18B,MRPS2,MRPS21,MRPS26,MRPS30,MYC,NCOA4,NDUFAB1,NFE2L2,NFKB1,NQO1,NSMF,NUCB2,NUPR1,PARP1,PCK2,PCNA,PFKFB3,PFKP,PIR,PLIN2,POLR3G,POMP,POU2F2,PPP1R15A,PSMA7,PSMB5,PSMD13,PSMD5,PYGL,RACK1,RAMP1,RCAN1,RMND5A,RPLP0,RPS13,RPS16,RRAGD,RRM1,RUVBL1,RWDD3,S100A4,SDC4,SEC61A1,SERINC3,SERPINE1,SLC25A10,SLC2A1,SLC38A1,SLC39A10,SLC39A8,SLC7A11,SLCO1B3,SMC2,SNAI2,SQSTM1,SRXN1,STING1,STIP1,TAGLN,TFAM,TGFBI,TGFBR3,THBS1,TIMP1,TIMP3,TINAGL1,TMED2,TMSB4X,TP53,TPM1,TPMT,TRIB3,TXN,TXNIP,TXNRD1,TXNRD2,UBC,UGDH,USO1,VAMP8,VIM,XBP1	193 (5)	5	afatinib,sirolimus	 	 	ABCC4,HS2ST1,IGF2BP3,NAA30,NFE2L2	ATF4,DDIT3,GADD45B,LINC01133,NUPR1,SLC7A11,TRIB3	 	 	 	 	
STK11	kinase	0.142	1	 	 	-0.914	2.19E-24	1.00E-04	STK11	ADSL,AHCY,ALCAM,ALDOA,AMOTL2,ARF5,ASPHD2,ATF3,ATG101,ATG3,ATP5F1E,ATP5ME,ATP5MF,ATP6V1F,BTF3,CCN2,CCNA2,CDC42,COX6A1,COX6B1,COX7C,CXCL1,CXCL8,CYP4V2,DCTPP1,EIF3A,ENO1,EREG,FN1,FOSL1,FOXN3,FOXO3,GADD45A,GADD45B,GART,HHIP,HIF1A,ICAM1,ID1,IL1A,IL1RAP,IL32,IL6,LDHA,LIF,MCAM,MDH2,MRI1,MRPS10,MYC,NAMPT,NDUFA3,NDUFB11,NEDD9,NET1,NT5E,NUAK2,PAPSS1,PCK2,PGK1,PKM,PLK2,PNP,POLR1D,POLR2F,PPA1,PPP1R2,PRIM2,PSAT1,PSMB5,PTEN,PTPN3,PYCR1,RPIA,RRM2,SDHB,SHMT2,SNAI2,SORL1,SQSTM1,STK17B,TFPI2,TGFA,TIMP1,TNFSF10,TOP2A,TRIB3,TWF2,TXNRD1,TYMS,UCK2,UMPS,UQCRC1,VIM,ZEB2,ZHX1,ZNF462	97 (1)	1	ACSL4,ADH1C,antroalbol H,berberine,CAB39L,CAMP-DEPENDENT PROTEIN KINASE (complex),F2,hydrogen peroxide,IKZF1,PAX5,poziotinib,RPS6KA1,SERPIND1,SESN2,taurocholic acid,TP63,TP73	4-oxo-2-nonenal,geldanamycin,gemcitabine,IP6K2,LDL (complex),PACS1,POPDC1,selinexor,testosterone,TGFB1	 	ADGRE2,ATG3,CDC42,CDKN1A,CYP2B6,DNMT1,ENO1,EREG,FBXO9,GOT2,IL5,MPST,PTPN3,PTPRZ1,RASSF1,SCG2,SMARCA4,SOD2,SUFU,TRIB3,UCK2,ULK1	ALCAM,AMOTL2,BCL2L11,CCAR2,CCND1,Cxcl2,Cxcl3,EGFR,EIF3A,EPHA2,ERBB2,FGFR2,FN1,FOXP2,GADD45B,GLI1,HILPDA,IL1B,lactic acid,LDH (complex),MCAM,MUSK,MYC,NFKBIA,P70 S6K (family),PAK1,PSMB5,SNAI1,SNAI2,SORL1,SPP1,triacylglycerol,YAP1,ZEB1	 	 	 	 	
FOLH1	peptidase	 	2	 	 	-0.080	2.22E-24	2.16E-02	AKT (family),AKT1,EIF4EBP1,FOLH1,MTOR,P70 S6K (family),RPS6	ADM,AKR1B1,ANKRD1,APP,ARL4C,ARL6IP1,ATF4,ATG5,ATP2A2,ATP2B1,ATP5F1A,B4GALT5,BID,BIRC3,BIRC5,BRCA1,CCN1,CCN2,CCND3,CD164,CD40,CD63,CD74,CDK2,CDK4,CEBPG,CHST3,CLU,COL4A1,COL8A1,COPS6,CPD,CPT1A,CSF2,CTSD,CXCL1,CXCL8,DDAH2,DHCR24,DIAPH1,DIAPH3,DUSP1,EEF2,EIF3A,ELK1,ENO1,EPAS1,EXT2,EZH2,EZR,F3,FN1,FOSL1,FOXO3,FST,FSTL1,G6PD,GALNT10,GCLC,GDF15,GNPTAB,GPC1,GSTZ1,HGSNAT,HIF1A,HSP90AB1,HSPB1,HSPG2,HSPH1,ID1,IER3,IL1A,IL32,IL7R,INHBA,IQSEC2,IRAK1,IRF7,IRS2,ITGA5,ITGB5,KITLG,LAMA3,LAMB2,LAMP1,LDHA,LMBRD1,MAGT1,MAN2A1,MCAM,MDH2,MGAT4A,MGAT5,MT2A,MYC,NDRG1,NEDD4,NET1,NFE2L2,NFKB1,NOTCH2,NQO1,NT5E,PBX1,PCDH1,PDCD4,PFN1,PHLDA1,PKM,PNPLA2,PODXL,PSMB5,PTEN,PTPRS,PTTG1IP,PTX3,RAMP1,RB1,RPL12,RPL32,RPS11,RPS6,RRM2,S100A4,SDHB,SERPINE1,SGK1,SHOX2,SKP2,SLC7A11,SNAI2,SQSTM1,STAT3,STX12,SUSD5,TAGLN,TFAM,TGFB2,TGFBR3,TIMP1,TIMP2,TLR4,TMED10,TMED9,TNC,TNFSF10,TXNIP,TYMS,UBE2C,UBE2L3,UQCRC2,VIM,WT1,WWTR1,XBP1,XIAP,YAP1	157 (7)	6	abiraterone,decitabine,fulvestrant,GLI1,lovastatin,SPP1,trans-hydroxytamoxifen,trichostatin A	beta-estradiol,ERG,metribolone,PAK1,TMPRSS2-ERG,tocopherylquinone	 	AKT (family),P70 S6K (family),RPS6	 	 	 	 	 	
TLX1	transcription regulator	 	2	 	 	1.374	2.46E-24	1.12E-02	AKT (family),PP2A (complex),RB1,TLX1	ACTB,ADM,ANKRD1,APP,ATF3,ATF4,ATG5,ATP1A1,ATP1B1,ATP5F1A,ATP5ME,ATP6V1F,B4GALT5,BID,BIRC5,BRCA1,CCN1,CCN2,CCNA2,CCND3,CD164,CD63,CD83,CDK2,CDK4,CEBPB,CHRNB1,CHST3,COA3,COPS6,COX6A1,COX6B1,CPD,CPT1A,CSF2,CTSD,DDB2,DHCR24,DUSP1,ELK1,EPAS1,EXT2,EZH2,EZR,F3,FN1,FOSL1,FOXO3,G6PD,GADD45A,GADD45B,GALNT10,GMNN,GNPTAB,GPC1,GPT2,GSR,H1-0,HGSNAT,HIF1A,HOMER1,HSPG2,IDH3B,IER3,IL32,IL6,IL6ST,IL7R,IRS2,ITGB5,KLF10,KRT10,KRT18,LAMA3,LAMB2,LAMP1,LMBRD1,MAGT1,MAN2A1,MBP,MCAM,MCAT,MCM10,MCM2,MCM7,MET,MGAT4A,MGAT5,MRPL11,MRPL58,MT2A,MYBL2,MYC,NDRG1,NDUFA3,NDUFA5,NEDD4,NET1,NFKB1,NOTCH2,NT5E,PARP1,PCDH1,PCNA,PIM3,PODXL,PPP1R15A,PSEN2,PTPRS,PTTG1IP,PTX3,PVR,RB1,RBL1,RELB,RRM1,RRM2,RUNX2,S100A4,SDHB,SGK1,SLC2A1,SNAI2,SQSTM1,SUSD5,TAGLN,TFAM,TGFB2,THBS1,TIMM50,TIMP2,TMED10,TMED9,TNC,TNFSF10,TOMM22,TOMM6,TOMM7,TOPBP1,TPM1,TTK,TYMS,UBE2C,UQCRC1,UQCRC2,UQCRFS1,VDAC1,VIM,WT1,WWTR1,XBP1,XIAP,ZEB2	153 (4)	4	 	topotecan	 	AKT (family),CCK,CDC20,MYB,NMI,RAD51,RAF1	ERBB2,RB1	 	 	 	 	
DP1/2: E2F1/2/3: SP1: CDKN2A Gene	complex	 	2	 	 	1.789	2.87E-24	1.23E-02	CDKN2A,DP1/2: E2F1/2/3: SP1: CDKN2A Gene,E2F1,E2F2,E2F3,SP1,TFDP1	ABCG2,ADRB2,AKAP12,AKR1C3,APPL2,ARPC1A,ASF1B,ATF4,ATG5,B4GALT5,BACE1,BAIAP2L1,BCAT1,BID,BTG3,CAV1,CAV2,CCN2,CD2AP,CD40,CD9,CD99,CDC45,CDCA3,CDK4,CEBPB,CENPK,CIRBP,CKB,COL18A1,COL7A1,COL8A1,COX7C,CPA4,CSDE1,CTSB,CTSD,CXCL1,CYB5A,DDAH2,DDB2,DEK,DIAPH1,DIAPH3,DLC1,DLGAP5,DNMT3A,DONSON,DUSP1,E2F3,EDN1,EEIG1,EPHB2,EPS8,EREG,EZR,F3,FGFR1,FN1,FOSL2,FOXC1,FOXO3,GDF15,GLTP,GLUD1,GMNN,GNL3,GOT1,GPRC5A,GPT2,GTF3C2,H1-2,HAUS1,HELLS,HIF1A,HMGA1,HSP90B1,HSPA5,ICAM1,ID1,ID3,IFITM3,IL1A,ILK,INHBA,KLF4,KLF6,KRT10,KRT80,LBR,LDHA,LDLR,LGALS3,LOXL4,LTA4H,MAOA,MCM10,MCM2,MCM8,MEX3A,MMP1,MT-TM,MYC,MYLK,NAV2,NFKB1,NFKBIB,NKX3-1,NPAS2,NRP1,NSUN2,NUCKS1,OCLN,PARP1,PAWR,PDCD5,PDS5A,PKM,PMEPA1,POLD3,PPP1R26,PRIM2,PRKCE,PSAT1,PSG5,PSIP1,PSMD2,PTX3,PVR,PYCR1,ROBO4,RRM2B,RRP1B,RSL1D1,RUNX2,SERPINE1,SERPINE2,SERPINH1,SH3BP2,SH3GLB1,SKP2,SLC2A1,SLC31A1,SLC7A11,SMARCC1,SMARCD1,SMPD1,SNAI2,SNHG17,SP6,STAT3,SUZ12,TAPBP,TFDP1,TFPI2,TGFB2,TGFBR2,THBD,THBS1,TIMP2,TIMP3,TM9SF2,TMX1,TNC,TNFSF10,TOP2A,TOPBP1,TP53,TPM1,TRAP1,TUG1,TYMS,UBE2C,UGCG,VEGFB,XPO4,XRCC1,ZEB2,ZFAS1,ZNF76	180 (7)	6	 	 	 	CDKN2A	 	 	 	 	 	
