© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C6C8_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C6C8_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603595

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C6C8_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
MUC5AC	other	 	2	 	 	0.371	3.30E-24	5.00E-04	AKT (family),FLT1,MUC5AC	ADM,AHCY,ANKRD1,APP,ATF3,ATF4,ATP5F1A,B4GALT5,BCAT1,BID,BNIP3L,BRCA1,CAPN2,CCN1,CCN2,CCNI,CD164,CD63,CDK4,CEBPB,CHST3,COPS6,CPD,CPT1A,CSF2,CTBP1,CTSD,CXCL8,DHCR24,EDN1,EIF2S3,ELK1,EPAS1,EXT2,EZH2,F3,FN1,FOSL1,FOXO3,G3BP1,G6PD,GALNT10,GNPTAB,GPC1,GSR,HGSNAT,HIF1A,HLA-B,HSPG2,ICAM1,IER3,IGF2BP3,IL32,IL6,IL7R,ITGB5,LAMA3,LAMB2,LMBRD1,MAGT1,MAN2A1,MBP,MCAM,MGAT4A,MGAT5,MT2A,MYC,NDRG1,NEDD4,NET1,NOTCH2,NRP1,NT5E,PCDH1,PCNA,PODXL,PTBP1,PTPRS,PTTG1IP,PTX3,RAMP1,RB1,RHOB,RRM2,RUNX2,S100A4,SDHB,SERPINE1,SGK1,SLC2A1,SLC7A2,SNAI2,SNAP23,SOX9,SUSD5,TAGLN,TFAM,TGFBR2,TIMP2,TMED10,TMED9,TNC,TNFSF10,TNIP1,TOMM22,TP53,TYMS,UQCRC2,VDAC1,VIM,WT1,WWTR1,XBP1,XIAP,YAP1,YWHAZ	116 (3)	2	EGFR,ERK (family),ESR1,FGF10,FOXM1,GLI1,hydrogen peroxide,IGG (complex),IL1B,MAPK1,MYC,NRG1,PLCB3,SMARCA4,TGFB1,XDH	acetovanillone,AHR,BIBX1522,budesonide,celecoxib,daidzein,fluticasone propionate,L-685,458,MUC1,PD98059,plicamycin,silibinin,TAPI-1,TIMP3	 	FLT1	AKT (family),IFNG	 	 	 	 	
Cytochrome bc1	complex	 	3	 	 	-0.872	3.30E-24	2.67E-02	AKT (family),CYTOCHROME BC1 (complex),ERK (family),MTOR,STAT5A/B (family),UQCRB,UQCRFS1	ACSL5,ACTN1,ADAM10,ADM,AHR,AKR1B1,ANKRD1,APP,ARL4C,ATF4,ATG5,ATP2A2,ATP2B1,ATP5F1A,B4GALT5,BCAR3,BID,BIRC5,BRCA1,BTG3,CAV1,CCN1,CCND3,CD164,CD63,CDK2,CDK4,CEBPB,CHST3,CLDN4,CLU,COPS6,CPD,CPT1A,CTSD,DDAH2,DHCR24,EDN1,EIF3A,ELK1,EMP1,EPHA2,EREG,ETS1,EXT2,F3,FOSL2,FOXO3,G6PD,GALNT10,GDF15,GNPTAB,GOT1,GPC1,GSR,GSTZ1,HGSNAT,HIF1A,HMGA1,HOMER1,HSP90AB1,HSP90B1,HSPB1,HSPG2,HSPH1,ICAM1,IER3,IL32,IL7R,INPP1,IQSEC2,IRAK1,ITGA5,ITGB2,ITGB5,KLF10,KRT18,LAMA3,LAMB2,LAMP1,LDHA,LDLR,LIF,LMBRD1,MAFF,MAGT1,MAN2A1,MAOA,MAP4K4,MDH2,MGAT4A,MGAT5,MMP1,MT2A,MYLK,NEDD4,NET1,NIFK,NOTCH2,NT5E,ODC1,PCDH1,PFN1,PKM,PODXL,PSMB5,PTEN,PTGES,PTPRS,PTTG1IP,PTX3,RB1,RFTN1,RHOB,ROCK1,RPL12,RPL32,RPS11,RPS6,RRM2,S100A4,SDHB,SGK1,SKP2,SLC1A5,SLC2A1,SQSTM1,STAT1,STAT3,STIP1,STK17B,STX12,SUSD5,TAGLN,TFAM,TGFA,TIMP1,TIMP2,TLR4,TMED10,TMED9,TMSB4X,TNC,TNFSF10,TUBA1A,TXNIP,TYMS,UBE2C,UBE2W,UGCG,UGP2,UQCRC2,VASP,VIM,WT1,WWTR1,XBP1,XIAP,YAP1	159 (7)	7	AR,calcitriol,IREB2,NDUFAB1,PARL,PT-2385	miR-344d-3p (and other miRNAs w/seed AUAUAAC),miR-409-3p (miRNAs w/seed AAUGUUG),miR-411-5p (and other miRNAs w/seed AGUAGAC),miR-494-3p (miRNAs w/seed GAAACAU),miR-495-3p (and other miRNAs w/seed AACAAAC),miR-543-3p (and other miRNAs w/seed AACAUUC),MYC,nitric oxide,WZ-4002	 	 	 	 	 	 	 	
HIC1	transcription regulator	 	2	 	 	-0.749	3.36E-24	4.00E-04	AKT (family),HIC1	ADM,ADORA2B,ADRB2,AHNAK2,AMIGO2,ANKRD1,APP,ATF4,ATP5F1A,B4GALT5,BID,BIRC5,BRCA1,CCN1,CCN2,CD164,CD63,CDK4,CEBPB,CHST3,COPS6,CPD,CPT1A,CSF2,CTSD,CXCL8,DHCR24,ELK1,EPAS1,EPHA2,EXT2,EZH2,F3,FHL2,FN1,FOSL1,FOXO3,FST,G6PD,GALNT10,GNPTAB,GPC1,GPR161,GRSF1,GSR,HGSNAT,HIF1A,HSPG2,IER3,IL32,IL6,IL7R,INHBA,ITGB5,KAZN,LAMA3,LAMB2,LAMP1,LGALS8,LIF,LMBRD1,MAGT1,MAN2A1,MBP,MCAM,MGAT4A,MGAT5,MT2A,MYC,NDRG1,NEDD4,NET1,NOTCH2,NT5E,PCDH1,PCNA,PODXL,PTPRS,PTTG1IP,PTX3,RB1,RHOB,RIN2,RRM2,RUNX2,S100A4,SDHB,SERPINE1,SFXN3,SGK1,SLC2A1,SLC7A11,SNAI2,SOX9,SRGN,SUSD5,TAGLN,TFAM,THBS1,TIMP2,TMED10,TMED9,TNC,TNFSF10,TP53,TRIM16L,TYMS,UQCRC2,VIM,WT1,WWTR1,XBP1,XIAP,YAP1	114 (2)	2	AGN194204,cisplatin,decitabine,MEG3,TP53,TP73	CD 437,ST1926	 	CDKN1A,SLC7A11,SPP1,TNFAIP8	ACKR3,AHNAK2,AKT (family),CCN3,CCND1,CXCL14,EPHA2,MCAM	 	 	 	 	
GSTO1	enzyme	0.147	3	Activated	 	2.302	3.44E-24	4.40E-03	AKT (family),CREB (family),GSTO1,RYR1	AASS,ABL2,ACSL5,ACVR2B,ADM,AHNAK2,ANKRD1,APP,ATF3,ATF4,ATP2A2,ATP5F1A,ATP5PD,B4GALT5,BID,BIRC5,BRCA1,CAMK2D,CARS2,CCN2,CD164,CD63,CD9,CDK4,CEBPB,CHST3,COPS6,CPD,CSF2,CSRP1,CTSB,CTSD,CXCL8,DHCR24,DKK1,DUSP1,DUSP6,DYNLT2B,DYNLT3,EIF3D,ELK1,EPAS1,EPHB4,EXT2,EZH2,F3,FN1,FOSL1,FOXO3,FOXP1,FUT8,FXN,G6PD,GADD45B,GALNT10,GNAS,GNPTAB,GPC1,GSR,HGSNAT,HIF1A,HSPG2,HTT,IER3,IFIT1,IFITM10,IL32,IL6,IL7R,IRS2,ITGB5,KLF4,LAMA3,LAMA5,LAMB2,LAMP1,LDHA,LMBRD1,MAGT1,MAN2A1,MCAM,MGAT4A,MGAT5,MITF,MMP1,MT2A,MYC,NCOA2,NDFIP2,NDRG1,NEDD4,NET1,NOTCH2,NPDC1,NT5E,PBX1,PCDH1,PDLIM5,PODXL,PPRC1,PRKCA,PSMC3IP,PTPRS,PTTG1IP,PTX3,PYCR1,RB1,RRM2,RUNX2,S100A4,SAMD9,SAT1,SDHB,SEC31A,SERPINE1,SGK1,SLC17A5,SLC2A1,SLC7A11,SLIT2,SNAI2,SRGAP1,STAT1,STING1,SUSD5,SYNPO,TAGLN,TCAF1,TFAM,TGFA,TGFB2,THBS1,TIAM1,TIMP2,TMED10,TMED9,TNC,TNFSF10,TP53,TYMS,UBC,UQCRC2,VIM,WT1,WWTR1,XBP1,XIAP,YAP1	148 (4)	4	NFE2L2,OMA1,SMARCA4,UCP1	CDKN1A,GnRH analog,RSL3,semagacestat	 	ascorbic acid,MYH9,SLC2A1	AHNAK2,APLP2,AREG,CD9,FUT8,MTUS1,SOX4,ZFP36L1	 	 	 	 	
PF-3758309	chemical drug	 	2	 	 	-1.500	3.58E-24	1.62E-02	AKT (family),CTNND1,ERK (family),NUMB,PAK4,PF-3758309,TJP1,TJP2	ACSL5,ACTN1,ADAM10,ADM,AJUBA,ANKRD1,ANXA1,ATF4,ATG3,ATP5F1A,B4GALT5,BCAR3,BID,BIRC3,BRCA1,BTG3,CAV1,CCN1,CCNA2,CCND3,CD164,CD63,CDK4,CEBPB,CHST3,CLDN4,CLU,COPS6,CPD,CSF1,CSF2,CSNK1E,CTNNA1,CTSB,CTSD,CXCL1,DHCR24,DUSP1,EDN1,ELK1,EPAS1,EPHA2,EPS8,ETS1,EXT2,EZH2,F3,FN1,FOSL1,FOSL2,FOXO3,FRMD4A,FST,FSTL3,G6PD,GALNT10,GBE1,GDF15,GNPTAB,GOT1,GPC1,GSR,HGSNAT,HIF1A,HMGA1,HOMER1,HSPG2,ICAM1,IL24,IL32,IL6,IL7R,INPP1,ITGB5,KLF10,KRT18,LAMA3,LAMB2,LAMP1,LDLR,LGALS3,LIF,LMBRD1,MAFF,MAGT1,MAN2A1,MAP4K4,MBP,MCAM,MGAT4A,MGAT5,MMP1,MYC,MYLK,NDRG1,NEDD4,NET1,NINJ1,NOTCH2,NT5E,ODC1,PCDH1,PCNA,PMP22,PODXL,PTGES,PTPRS,PTTG1IP,PTX3,RB1,RHOB,ROCK1,RRAS,RRM2,S100A4,SDHB,SGK1,SLC1A5,SLC2A1,SNAI2,STAT1,SUSD5,TAGLN,TFAM,TGFBI,THBS1,TIMP1,TIMP2,TMED10,TMED9,TNC,TNFSF10,TP53,TUBA1A,TYMS,UGCG,UGP2,UQCRC2,VASP,VIM,WT1,WWTR1,XBP1,XIAP	144 (8)	8	 	 	 	 	AKT (family),ERK (family),MYC,NUMB,SCRIB,TJP2	 	 	 	 	
manassantin B	chemical - endogenous non-mammalian	 	2	 	 	0.089	3.78E-24	4.40E-03	AKT (family),manassantin B,MITOCHONDRIAL ETC 1 (complex),PRKAA (family),PRKCA	ACOX1,ADM,ANKRD1,APP,ATF4,ATP5F1A,B4GALT5,BID,BIRC5,BNIP3L,BRCA1,BST2,CAV1,CCN1,CCN2,CD164,CD63,CDK4,CEBPB,CHST3,COPS6,CPD,CPT1A,CSF2,CTSB,CTSD,CXCL8,DHCR24,DUSP1,EDN1,ELK1,EPAS1,ETS1,EXT2,EZH2,F3,FN1,FOSL1,FOXO3,G6PD,GALNT10,GBA1,GDF15,GNPTAB,GPC1,GSR,HGSNAT,HIF1A,HLA-A,HLA-B,HLA-C,HSPG2,HYOU1,ICAM1,ID1,ID3,IER3,IFI35,IFIT1,IFIT3,IFITM1,IL32,IL6,IL7R,ITGB5,LAMA3,LAMB2,LAMP1,LAMP2,LMBRD1,MAGT1,MAN2A1,MAOA,MBP,MCAM,MGAT4A,MGAT5,MT2A,MYC,NDRG1,NEDD4,NET1,NFE2L2,NFKB1,NOTCH2,NT5E,OAS2,OASL,PCDH1,PCNA,PODXL,PRKDC,PSMB8,PTEN,PTPRS,PTTG1IP,PTX3,RB1,RHOB,RRM2,S100A4,SDCBP,SDHB,SGK1,SLC2A1,SNAI2,STAT1,SUSD5,TAGLN,TFAM,THBS1,TIMP2,TMED10,TMED9,TNC,TNFSF10,TP53,TYMS,UQCRC2,VIM,WT1,WWTR1,XBP1,XIAP,YAP1	125 (5)	5	 	 	 	 	AKT (family),CEBPB	 	 	 	 	
CYTH2	other	-0.057	2	 	 	0.718	3.83E-24	1.00E-04	ARF1,ARF6,CYTH2,MAP2K1,RAF1	ADGRG1,AHR,AKAP12,ANKRD1,ANXA1,ARF6,ATF3,BTG1,CD74,CDK2,CDON,CSF2,CTSB,CTSH,CXCL8,DCBLD2,DKK1,DUSP1,DUSP5,ELK1,EMP1,EMP3,ENO1,F3,FOSL1,GPRC5B,GRN,HMGA2,HNRNPAB,HPCAL1,HSPA5,HSPB1,ICAM1,ID3,IER2,IER3,IGBP1,IL6,ITGA5,ITGB5,LAMA3,LDHA,LGALS3,LIF,MBP,MCM8,MET,MGAT5,MGLL,MITF,MMP1,MYBL2,MYC,NDUFS1,NET1,NINJ1,NOP56,NQO1,NUDT19,OSMR,PC,PCNA,PHLDA1,PHLDA2,PLAUR,PNP,PPP1R10,RAB38,RHOB,RRAGD,RRM2,RTCB,RUNX2,SEC14L2,SLC26A2,SNAI2,SNRPD1,SQLE,STING1,TCOF1,TFPI2,THBS1,TIAM1,TIMP1,TNC,TNFSF10,TOMM40,TSC22D1,TUBA4A,TUBB2A,TUBG1,TXNIP,UBC,UGCG,ZWINT	95 (5)	5	MYC,MYO5A,RAD51	 	 	CALBINDIN (family),RAF1	 	 	 	 	 	
elesclomol	chemical drug	 	3	 	 	0.460	3.93E-24	3.66E-02	AKT (family),ATP7A,EIF4E,EIF4EBP1,elesclomol,LOX,MTOR,PI3K (family),PLA2G4A,SOD3,TYR	ABCG2,ADM,AKR1B1,ANKRD1,APP,ARL4C,ATF4,ATG5,ATP2A2,ATP2B1,ATP5F1A,B4GALT5,BID,BIRC3,BIRC5,BRCA1,BST2,CAPG,CCN1,CCN2,CCND3,CD164,CD40,CD63,CDK2,CDK4,CEBPG,CHST3,COPS6,CPD,CPT1A,CSF2,CTSD,CXCL1,CXCL16,CXCL8,DDAH2,DHCR24,DNAJC3,DPYD,DUSP1,DUSP6,EDN1,EIF3A,ELK1,EPAS1,EXT2,EZH2,F3,FBXW2,FLG,FN1,FOSL1,FOXO3,FST,FTH1,G6PD,GALNT10,GCLC,GNPTAB,GPC1,GPX3,GSR,GSTZ1,HGSNAT,HIF1A,HLA-A,HMGCS1,HSP90AB1,HSPA5,HSPB1,HSPG2,HSPH1,IER3,IFI27L2,IFIT1,IL32,IL7R,INSIG1,IQSEC2,IRAK1,IRF7,ITGA5,ITGA6,ITGB5,KRT18,LAMA3,LAMB2,LAMP1,LDHA,LGALS3BP,LMBRD1,LSM1,LSM2,LSM5,LSM7,MAGT1,MAN2A1,MAPKAPK2,MCAM,MDH2,MGAT4A,MGAT5,MITF,MT2A,NDRG1,NEDD4,NET1,NFE2L2,NOP10,NOTCH2,NQO1,NRAS,NT5E,ODC1,PCDH1,PCK2,PFN1,PHF5A,PKM,PNPLA2,PODXL,PRPF19,PSMB5,PTPRS,PTTG1IP,PTX3,PXN,RHOB,RPL12,RPL32,RPS11,RPS6,RRM1,RRM2,S100A4,SDHB,SGK1,SIAH2,SKP2,SNAI2,SPHK1,SQLE,SQSTM1,SRXN1,STAT3,STX12,SUSD5,SVIL,TAGLN,TAPBP,TFAM,TGFA,TIMP2,TLR4,TMED10,TMED9,TNC,TXNIP,TYMS,UBE2A,UBE2C,UBR5,UQCRC2,VIM,WT1,WWTR1,XBP1,XIAP,YAP1	170 (11)	11	 	 	 	DHCR24,FDFT1,HMGCR,MVK,SQLE,TM7SF2	ATP7A	 	 	 	 	
GABA	chemical - endogenous mammalian	 	1	 	 	-1.035	4.15E-24	1.00E-04	GABA	ACTB,ADSL,ANAPC5,AP1S2,APP,ASAH1,ATP1A1,ATP1B1,ATP2A2,ATP2B4,ATP5F1A,ATP5F1E,ATP5ME,ATP6AP1,B4GALT6,BTG1,CD63,CHERP,CKAP4,COX7B,COX7C,CREB3L2,CTBP1,CYP2U1,DAAM1,DHCR24,DPM3,EIF2S2,EIF2S3,EIF3A,EIF4A2,EXOSC8,FAH,FN1,FUT8,FZD1,FZD7,GM2A,GMPR2,GMPS,GNAI2,GNAS,GNL3,GNPTAB,HADH,HSPA5,HYOU1,IL10RB,INPP5K,IRAK1,IRF7,LAMP1,LDHA,LTA4H,MAGED1,MAN2A1,MCM2,MTHFD1,MTHFD2,NCSTN,NDUFA1,NDUFA12,NDUFA3,NEDD4,PABPN1,PAPSS2,PC,PCNA,PEX6,PRMT5,RAD21,RBM22,RNF41,RPIA,RPL15,RPL21,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL41,RPL6,RPL7,RPLP0,RPS21,RPS29,RXRB,SEC31A,SF3A1,SF3A3,SLC2A1,SMAP1,SRSF9,SUCLA2,TFDP2,THOC5,TK2,TMSB4X,TP53,TRA2B,TRIM32,TYMS,UBA1,UBE2Q2,UPF1,UPF3A,VDAC3,VEGFB,WWP1,YES1,YWHAB	113 (1)	1	cypermethrin,GNRH1,NTS,PDK (family)	CXCL14,L-arginine,OPA1	 	ACVR1B,AKT (family),EGFR,GABBR1,GABRA2,SLC2A1	ACLY,ADH1C,ALYREF,AMD1,C1GALT1C1,COX17,CXXC4,DDX39B,DDX5,DHCR24,DLAT,EIF3A,EIF4G2,EXOSC10,FN1,FUT8,GALC,GMPS,GNB1,GNL2,HNF4G,HNRNPC,HNRNPK,IDH2,IFNG,IL12 (family),IL1B,KRAS,LAMTOR3,MAGI2,MAPK1,MMUT,MSI2,NFAT5,PAPSS2,PIP5K1B,PSAP,RAD21,RNF41,RPL5,RPS18,RPS25,SEC61G,SF3A3,SHC1,SIN3A,SRSF2,SRSF3,TFDP2,TGFB1,THOC5,TP53,TRA2B,TRAF2,UBA1,UBQLN2,VCP	 	 	 	 	
SIPA1	other	-0.009	2	 	 	-1.934	4.18E-24	4.70E-02	AKT (family),BRAF,ERK (family),MEK (family),PTK2,RAP1 (family),RAP1GAP,SIPA1	ACSL5,ACTN1,ADAM10,ADM,ANKRD1,APP,ATF4,ATP5F1A,B4GALT5,BCAR3,BID,BIRC3,BIRC5,BRCA1,BTG3,CAV1,CCN2,CCND3,CD164,CD63,CDCA7,CDCP1,CDK4,CEBPB,CHST3,CLDN4,CLU,COPS6,CPD,CSF2,CTSD,CXCL1,CXCL8,DDR1,DDX21,DHCR24,DUSP1,DUSP5,DUSP6,EDN1,ELK1,EPAS1,EPHB2,EREG,ETS1,EXT2,EZH2,F3,FGFR1,FN1,FOSL1,FOSL2,FOXO3,FST,G6PD,GALNT10,GDF15,GNL3,GNPTAB,GOT1,GPC1,GSR,HGSNAT,HIF1A,HMGA1,HOMER1,HSPB1,HSPG2,ICAM1,ID1,IL32,IL7R,INPP1,ITGA5,ITGA6,ITGB2,ITGB5,KLF10,KRT18,LAMA3,LAMB2,LAMP1,LIF,LMBRD1,MAFF,MAGT1,MAN2A1,MAP4K4,MBP,MCAM,MGAT4A,MGAT5,MMP1,MT2A,MYC,MYLK,NDRG1,NEDD4,NET1,NOTCH2,NQO1,NT5E,OCLN,ODC1,OSBPL8,PAX8,PCDH1,PCNA,PHLDA1,PODXL,POLR3G,PTEN,PTGES,PTPRS,PTTG1IP,PTX3,RB1,RHOB,RND3,ROCK1,RRM2,RUNX2,S100A4,SACS,SDHB,SERPINE1,SGK1,SKP2,SLC1A5,SLC2A1,SNAI2,SORL1,STAT1,SUSD5,TAGLN,TFAM,TGFA,TIMP2,TIMP3,TMED10,TMED9,TNFSF10,TOP2A,TPM1,TUBA1A,TYMS,UGCG,UQCRC2,VASP,VIM,WT1,WWTR1,XBP1,YAP1	154 (8)	8	LDL (complex)	ERG,ETV6-RUNX1	 	RAP (family),SNAI2	AKT (family),ERK (family),FN1	 	 	 	 	
PD98059	chemical - kinase inhibitor	 	1	 	 	-1.521	4.25E-24	2.98E-02	PD98059	AKAP12,ALDOA,ANKRD1,ANXA1,ATF3,ATF4,BIRC5,C3,CAV1,CCN2,CCNA2,CD40,CD74,CD83,CDK2,CEBPB,CLU,COL4A1,CSF2,CTSB,CTSH,CXCL1,CXCL8,CYP1B1,DCBLD2,DNAJC3,DUSP5,DUSP6,E2F3,EDN1,ELK1,EMP1,EMP3,ENO1,EPAS1,EREG,ERRFI1,ETS1,F3,FAH,FN1,FOSL1,FTH1,GADD45A,GRN,GTF2I,HIF1A,HMGA2,HNRNPAB,HNRNPF,HPCAL1,HSPA5,HYOU1,ICAM1,ID3,IER3,IGF2BP2,IL1A,IL24,IL27RA,IL32,IL6,INSIG1,ITGB2,ITGB5,LAMA3,LAMA5,LAMP1,LAMP2,LDHA,LDLR,MAPKAPK2,MCM8,MET,MGLL,MITF,MMP1,MYBL2,MYC,NDUFS1,NFE2L2,NINJ1,NOP56,NQO1,ODC1,OSMR,PAWR,PC,PCNA,PHLDA1,PHLDA2,PLAUR,PNP,PODXL,PPP1R10,PPP1R15A,PRNP,PTGES,PTX3,RB1,RING1,ROCK1,RPS6,RRM2,RTCB,RUNX2,S100A10,S100A4,SEC14L2,SERPINE1,SLC1A5,SLC26A2,SLC2A1,SLC38A2,SNAI2,SNRPD1,SOAT1,SQLE,SRXN1,STAT3,STC1,TAGLN,TCF3,TCOF1,THBD,THBS1,TIMP1,TIMP2,TLR4,TOMM40,TOP2A,TSC22D1,TUBA4A,TUBB2A,TXN,TXNIP,UQCRC2,VIM,XBP1,ZFYVE28	140 (1)	1	 	 	 	Agtr1a,ANGIOTENSIN II RECEPTOR TYPE 1 (family),BCL2L11,beta-estradiol,CD4,CD40,CDK4,CHRM2,COL1A1,COLLAGEN TYPE IV (complex),CXCL10,CYP19 (family),DYRK1B,hydrogen peroxide,IL12 (family),KCNJ2,KRT19,LAMP2,MITF,NFKBIA,PGR,PPARD,PTHR (family),RECK,ST6GAL1,TEAD2,TSC2,ZFP36L1,ZFYVE28	AKT (family),AMD1,AP1 (family),AR,AREG,ATF4,ATF6,BBC3,berberine,BIRC5,C/EBP (family),CCK,CCL20,CCL5,CCND1,CCNE1,CDC25A,CDKN1A,CDKN2A,CDKN2B,CEBPB,cholesterol,COLLAGEN(S) (complex),CTSH,CTTN,Cxcl2,CXCR4,CYCLIN D (family),DDIT3,DNAJC3,DNMT1,E2F2,E2F3,ECE1,EDN1,EGFR,EIF2B (complex),EIF4G1,EMP1,ENO1,EPAS1,ERBB2,EREG,ERK (family),ERRFI1,ESR1,ETS (family),FGFBP1,FN1,FOS,GNRH1,GRN,HAS1,HAS2,HGF,HMGA2,HNRNPK,IFNG,IGF2BP2,IL1B,IL5,JAG1,LDH (complex),MAPK1,MAPK7,MARCKS,MUC1,MUC5AC,MXD1,MYBL2,MYC,MYCN,NEFH,NFATC4,NFE2L2,nitric oxide,NPC1,ODC1,OPCML,OSM,P70 S6K (family),PABPC1,PCYT1A,PHLDA2,RAF1,RB1,RGS19,RPS6,RPS6KA1,RSK (family),RUNX1,SLC1A5,SLC2A1,SNAI1,SNAI2,SPP1,SPRY2,SQLE,STC1,TARDBP,TCOF1,TF,TGFB1,TGFB3,TP53,TP73,TRPC6,TSC22D1,TXNIP,VDR,XBP1	 	 	 	 	
gimeracil	chemical drug	 	3	Inhibited	 	-2.271	4.40E-24	1.01E-02	AKT (family),CYP17A1,CYP7B1,FANCC,gimeracil,GST (complex),GSTK1,GSTM1,Gstm1,GSTO1,GSTP1,GSTT1,MGST3,mitomycin C,NOS3,POR	ACOX1,ACSL5,ADM,AHNAK2,ALDH2,ANKRD1,APP,ATF3,ATF4,ATP5F1A,B4GALT5,BACE1,BID,BRCA2,CAMK2D,CARS2,CCN1,CD164,CD63,CD74,CD9,CDC42,CDK4,CEBPB,CHST3,CHST7,COPS6,CPD,CPT1A,CSF2,CXCL8,DDB2,DHCR24,DHCR7,DKK1,DUSP6,DYNLT3,EIF3D,ELK1,ELOVL6,EPAS1,EPHX1,EREG,EXT2,EZH2,FHL2,FN1,FOSL1,FOXC1,FOXO3,FUT8,G6PD,GADD45A,GALNT10,GDF15,GNPTAB,GPC1,GSR,GSTM3,HGSNAT,HIF1A,HLA-A,HMGCS1,HSPA5,HSPG2,ICAM1,IER3,IFIT1,IFITM10,IL32,IL7R,INSIG1,IRF2BP2,IRF2BPL,ITGB5,LAMA3,LAMA5,LAMB2,LAMP1,LDLR,LGALS3,LMBRD1,MAGT1,MAN2A1,MAP1B,MBP,MCAM,MGAT4A,MGAT5,MT-TS2,MT2A,NDRG1,NEDD4,NET1,NFE2L2,NOTCH2,NPDC1,NT5E,PBX1,PCDH1,PDLIM5,PFKFB3,PMVK,PODXL,PPP1R15A,PRKCE,PTGES,PTPRS,PTTG1IP,PTX3,PYCARD,RB1,RHOB,RRM2,RUNX2,S100A4,SAMD9,SAT1,SDHB,SEC31A,SERPINE1,SGK1,SLC17A5,SLC23A2,SLC2A1,SNAI2,SQLE,SRGAP1,STAT1,STAT3,STING1,SUSD5,TAGLN,TFAM,TGFA,THBS1,TIAM1,TIMP2,TLR4,TMED10,TMED9,TNC,TNFSF10,TYMS,UQCRC2,VIM,WT1,WWTR1,XBP1,XIAP,YAP1,ZMAT3	152 (16)	14	 	 	 	 	GST (complex)	 	 	 	 	
diadenosine triphosphate	chemical - endogenous mammalian	 	2	Activated	 	3.082	4.50E-24	5.00E-04	diadenosine triphosphate,MAPK1,MAPK3,P2RY12,P2RY13,RAF1	AKAP12,ANKRD1,ANXA1,ATF3,ATP1B1,B4GALT5,BMP4,BST2,BTG1,CAPN2,CCN2,CD74,CDON,CHST7,COL7A1,CRYBG1,CSF2,CSGALNACT2,CTSB,CTSH,CXCL8,DAB2,DCBLD2,DDT,DUSP1,DUSP5,DUSP6,EMP3,ENDOD1,ERP29,EXOC2,FHL2,FOSL1,FOSL2,GFOD1,GMNN,GRN,H2AZ2,HLA-B,HLA-C,HLA-E,HMGA2,HNRNPAB,HOMER1,HPCAL1,HSPB1,ID3,IER2,IER3,IFI27,IFI35,IFI44,IFIT1,IFIT3,IFITM1,IFITM3,IGBP1,IGF2BP3,IGFBP7,IL6,IRF7,ITGB5,KRT81,LAMA3,LDHA,LGALS3,LGALS3BP,LMNA,MCM8,MET,MGAT5,MGLL,MITF,MMP1,MYBL2,NFE2L2,NINJ1,NOP56,NQO1,NRP1,NT5E,NUPR1,OAS2,OASL,OCLN,OSMR,PC,PHLDA1,PHLDA2,PLAUR,PNP,POU2F2,PPP1R10,PPT2,PRSS12,PSMB8,PSMB9,PTGES,RRM2,RTCB,SEC14L2,SERPINE1,SHCBP1,SLC26A2,SMARCC1,SNRPD1,SPSB1,SQLE,STAT1,TAP1,TCOF1,TFPI2,THBS1,TIAM1,TIMP1,TMEM158,TNFSF10,TOMM40,TRIM38,TSC22D1,TUBA4A,TUBB2A,TUBG1,TXNIP,UBE2C,VIM,XIAP,ZNF184,ZNF318	129 (6)	5	 	 	 	MAPK1,P2RY12,RAF1	 	 	 	 	 	
