,SFF_C,SFF_C_C8,C1,C2,C3,C4,C5,C6,C7,C8,F1,F2,F3,F4,F5,F6,F7,F8,GFP,MC
Mean G1,7015.653809,8943.634766,7446.921875,7386.246582,7675.200195,7638.349121,7448.527832,7881.014648,7529.15625,8969.46875,13058.21191,14343.42969,12392.19727,13069.55078,7905.039063,12883.20605,13364.39258,12778.18359,7715.699219,7952.953125
