,SFF_C,C1,C2,C3,C4,C5,C6,C7,C8,F1,F2,F3,F4,F5,F6,F7,F8,GFP,MC
Mean G1,7163.907227,8633.689453,8152.489258,8337.979492,7922.110352,8336.033203,8339.152344,7717.59668,7905.594727,14968.35352,16834.85547,16315.65234,16015.74512,15627.34961,15148.95898,14983.3584,14649.17383,9095.769531,8572.013672
