area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,nucleus_id,nucleus_class,root,sample,well,site,timecode,selected_rank
83.0,32.14213562373095,11.101356445386232,9.70117345879457,-47.965763462459854,658.5994842293195,90.54122710910126,31.27142660672178,27.32724917970301,1.0095747912995068,1.1443313010058933,0.8575039245555048,0.9431818181818182,407.9759036144578,1048.0722891566265,14,19,MC,KH2506,C5,B6,1,01d00h00m,1
73.0,28.727922061357855,10.313223074898954,8.985067817977471,-25.180570408641472,579.2501487800039,80.92372411650099,29.051332605349163,25.310050191485832,1.1115379537335712,1.147818055893144,0.8738646179509942,0.9733333333333334,454.32876712328766,962.082191780822,38,47,MC,KH2506,C5,B6,1,01d00h00m,2
67.0,27.899494936611664,10.68002712664806,7.987114892881401,-21.051583178129935,531.6405475104145,78.59012658200469,30.084583455346646,22.49891519121521,1.0816630244914995,1.337157067336886,0.74789427671093,0.9852941176470589,477.8059701492537,1497.5820895522388,49,60,MC,KH2506,C5,B6,1,01d00h00m,3
80.0,30.97056274847714,11.713709776285365,8.754227737325357,52.24064964051681,634.7946835945248,87.24102182669616,32.99636556700102,24.659796443170016,1.0480974335065736,1.338063176759919,0.742354228243185,0.963855421686747,434.125,1385.7625,29,33,MC,KH2506,C5,B6,1,01d00h00m,4
61.0,25.899494936611667,9.353560681942986,8.264198786345162,22.30030311585576,484.0309462408252,72.95632376510328,26.348058258994325,23.279433200972285,1.1427654694154907,1.1318170005055739,0.8877404672083362,0.9838709677419355,641.1803278688525,602.4262295081967,123,168,MC,KH2506,C5,B6,1,01d00h00m,5
71.0,28.97056274847714,10.146084642367857,8.970406588381222,47.30857680484116,563.3802816901408,81.60721900979475,28.580520119346073,25.268750953186537,1.0630516110038322,1.131061846796266,0.8781556608650365,0.9594594594594594,785.7605633802817,1373.605633802817,213,267,MC,KH2506,C5,B6,1,01d00h00m,6
65.0,28.384776310850235,9.870265214766299,8.514678976996061,66.55793440515268,515.7706804205515,79.95711636859221,27.803563985257178,23.985011202805804,1.0137999571234393,1.1592057952428505,0.8495047871783631,0.9701492537313433,584.7384615384616,1551.0615384615385,98,120,MC,KH2506,C5,B6,1,01d00h00m,7
73.0,30.14213562373095,10.793923594285747,8.61673972539154,-19.43734195122128,579.2501487800039,84.90742429219985,30.405418575452806,24.27250626870856,1.0096821649459204,1.252669099715122,0.7977637525078557,0.948051948051948,475.47945205479454,1256.6712328767123,47,58,MC,KH2506,C5,B6,1,01d00h00m,8
61.0,27.31370849898476,9.44263219688038,8.498309904544241,55.22015504046148,484.0309462408252,76.94002394080213,26.59896393487431,23.938901139561242,1.0274917859878587,1.1111188345615859,0.8710715034661102,0.953125,1053.1639344262296,445.42622950819674,353,461,MC,KH2506,C5,B6,1,01d00h00m,9
64.0,28.970562748477136,9.370344222582828,8.900566647708931,-62.177713311297595,507.83574687561986,81.60721900979475,26.395335838261484,25.07201872594065,0.9582437056935954,1.0527806367243844,0.9280662990020367,0.9552238805970149,1357.796875,868.859375,524,673,MC,KH2506,C5,B6,1,01d00h00m,10
79.0,31.31370849898476,11.146584171270385,9.13782555277203,-61.272092366032446,626.8597500495932,88.20762957460495,31.398828651465873,25.740353669780365,1.0124368560712564,1.2198289524020276,0.8095685160373083,0.9404761904761905,1384.2025316455697,1125.012658227848,535,696,MC,KH2506,C5,B6,1,01d00h00m,11
50.0,23.071067811865476,8.577104426560997,7.38396097334403,74.75258337761606,396.74667724657803,64.98892341370556,24.16085753960844,20.79989006575783,1.1804415208461596,1.1615858287339536,0.8653638076967215,1.0,1254.1,1471.62,470,610,MC,KH2506,C5,B6,1,01d00h00m,12
60.0,26.14213562373095,8.914221467455224,8.588298891595626,-13.332434753649293,476.0960126958936,73.63981865839703,25.110483006916123,24.19239124393134,1.10326283241436,1.0379496079460557,0.9613787751946667,0.9523809523809523,1190.95,1929.2666666666667,436,566,MC,KH2506,C5,B6,1,01d00h00m,13
51.0,23.31370849898476,8.742649982078744,7.393674141563164,-46.45788565253041,404.68161079150957,65.67241830699932,24.627183048109135,20.827251102994826,1.1791181273576488,1.1824499991056383,0.8495601086867471,1.0,458.7647058823529,1019.4705882352941,40,50,MC,KH2506,C5,B6,1,01d00h00m,14
66.0,27.556349186104047,10.103970932816585,8.385552151612927,-73.31479312877373,523.7056139654829,77.6235188340959,28.461889951596014,23.621273666515286,1.092220794828071,1.2049261336801926,0.8231327434141883,0.9705882352941176,1759.0454545454545,687.3181818181819,696,908,MC,KH2506,C5,B6,1,01d00h00m,15
60.0,26.14213562373095,8.840863210581587,8.652245946227328,-58.109950026957044,476.0960126958936,73.63981865839703,24.903840029807284,24.372523792189654,1.10326283241436,1.0217998038343445,0.9773993073779135,0.9523809523809523,1582.1166666666666,1202.35,620,814,MC,KH2506,C5,B6,1,01d00h00m,16
74.0,29.556349186104043,10.674211083858738,8.82480264761584,-14.820617980951974,587.1850823249355,83.2573216509973,30.068200236221795,24.85859900736856,1.0644861278769282,1.2095693818991573,0.8269328883391663,0.9487179487179487,1519.837837837838,1845.7702702702702,588,773,MC,KH2506,C5,B6,1,01d00h00m,17
64.0,28.14213562373095,9.713478945426285,8.551537611842695,68.48078540188004,507.83574687561986,79.27362147529844,27.36191252232756,24.088838343218857,1.0154901954491722,1.1358751357152965,0.8636553871201439,0.927536231884058,447.96875,993.515625,36,44,MC,KH2506,C5,B6,1,01d00h00m,18
68.0,28.14213562373095,10.261913579293193,8.462683092473917,-25.960057392561428,539.5754810553461,79.27362147529844,28.9067988149104,23.838543922461735,1.0789583326647456,1.2126075698639098,0.8221713245112795,0.9577464788732394,1960.7058823529412,917.3676470588235,765,999,MC,KH2506,C5,B6,1,01d00h00m,19
75.0,29.556349186104043,11.140017955924694,8.561469237066202,-59.22816381323139,595.1200158698671,83.2573216509973,31.380332270210403,24.11681475229916,1.0788710755509408,1.301180632372639,0.7694840113638787,0.974025974025974,1980.12,1021.8133333333334,767,1003,MC,KH2506,C5,B6,1,01d00h00m,20
64.0,27.31370849898476,10.081626498532717,8.203078363887727,-13.113513450570224,507.83574687561986,76.94002394080213,28.39894788319075,23.107262996866833,1.0780241689052945,1.2290052650130578,0.8017313850432306,0.9846153846153847,475.234375,995.109375,46,57,MC,KH2506,C5,B6,1,01d00h00m,21
61.0,25.899494936611664,9.899416013487034,7.807200667591915,58.77922563915757,484.0309462408252,72.95632376510328,27.88567891123108,21.992114556596942,1.142765469415491,1.2679853426311958,0.7925392922891484,1.0,405.62295081967216,1178.1475409836066,15,17,MC,KH2506,C5,B6,1,01d00h00m,22
65.0,27.31370849898476,10.044337038110942,8.301781585208163,-37.62960040164377,515.7706804205515,76.94002394080213,28.293907149608287,23.385300240022993,1.0948682965444396,1.209901385024102,0.820315506562048,0.9701492537313433,745.2923076923076,1092.8,190,240,MC,KH2506,C5,B6,1,01d00h00m,23
89.0,32.970562748477136,12.265578206409623,9.293988092771853,-47.71922402536366,706.2090854989088,92.87482464359756,34.55092452509753,26.180248148653106,1.0288383660277527,1.3197325070761436,0.7532238680874644,0.956989247311828,818.4269662921348,1222.6741573033707,228,290,MC,KH2506,C5,B6,1,01d00h00m,24
64.0,27.556349186104043,10.472776775388677,7.8792553812450805,8.621891160047998,507.83574687561986,77.62351883409589,29.50077964898219,22.195085580972055,1.0591231949847966,1.3291581842006204,0.742961653538664,0.9696969696969697,894.84375,780.078125,276,351,MC,KH2506,C5,B6,1,01d00h00m,25
54.0,25.79898987322333,9.209946792059236,7.549375248612637,37.38730208052369,428.48641142630424,72.67321091048825,25.943512090307706,21.26584577073982,1.019525798345998,1.2199614522740496,0.8105683389926365,0.9642857142857143,766.3148148148148,1196.0185185185185,205,253,MC,KH2506,C5,B6,1,01d00h00m,26
72.0,29.31370849898476,10.804931996134266,8.545108346748998,-59.925611135012346,571.3152152350724,82.57382675770354,30.43642815812469,24.07072773732112,1.0529332270693823,1.2644581622238906,0.7852329935951978,0.96,600.6666666666666,1544.4722222222222,108,134,MC,KH2506,C5,B6,1,01d00h00m,27
