area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,nucleus_id,nucleus_class,root,sample,well,site,timecode,selected_rank
55.0,25.31370849898476,9.386730747511992,7.623389189410253,78.42193129463573,436.42134497123584,71.30622112390073,26.44149506341406,21.474335744817612,1.0786014609507297,1.2313067737052201,0.7947747973085793,0.9482758620689655,782.9636363636364,516.3636363636364,138,210,GFP,KH2506,C3,F6,1,01d00h00m,1
52.0,24.14213562373095,8.57894689699193,7.773754301327583,-75.9516397378476,412.61654433644117,68.00601584149562,24.166047597160365,21.897899440359385,1.1211451356615063,1.1035783438031785,0.8995918311041184,0.9629629629629629,443.53846153846155,994.7115384615385,14,18,GFP,KH2506,C3,F6,1,01d00h00m,2
66.0,27.556349186104043,10.381105400988062,8.095014085292744,35.045055808828614,523.7056139654829,77.62351883409589,29.242550425318484,22.80285657828942,1.0922207948280716,1.2824073301921433,0.7797705934326163,0.9705882352941176,474.27272727272725,1502.939393939394,22,32,GFP,KH2506,C3,F6,1,01d00h00m,3
68.0,28.384776310850235,9.796098363939494,8.954814681442052,-53.4940761734277,539.5754810553461,79.95711636859221,27.594643278702797,25.22483008856916,1.0605907243752903,1.093947637380025,0.9022206370732317,0.9577464788732394,641.8529411764706,632.7058823529412,86,139,GFP,KH2506,C3,F6,1,01d00h00m,4
69.0,28.72792206135785,9.903784177458103,8.939498805107329,63.44766520431209,547.5104146002776,80.92372411650098,27.897983598473527,25.18168677495022,1.0506317644878964,1.1078679457734093,0.8956882438922901,0.971830985915493,689.8985507246376,611.6666666666666,104,165,GFP,KH2506,C3,F6,1,01d00h00m,5
64.0,26.727922061357855,10.153562731456331,7.991871345835158,11.861899488958608,507.83574687561986,75.28992129959958,28.601585159031917,22.51231365023988,1.125795337132221,1.2704862593599815,0.7904113718277139,0.9846153846153847,759.6875,1312.671875,130,201,GFP,KH2506,C3,F6,1,01d00h00m,6
60.0,26.727922061357855,9.101342241863472,8.403240939385263,69.96380808953965,476.0960126958936,75.28992129959958,25.637583779897103,23.671101237704963,1.0554331285614569,1.0830752453147294,0.922253851780031,0.967741935483871,958.6166666666667,1616.75,207,262,GFP,KH2506,C3,F6,1,01d00h00m,7
48.0,23.656854249492383,9.421939474238089,6.518507914598476,-0.38687775172918787,380.8768101567149,66.63902605490811,26.54067457531856,18.361994125629508,1.077797353912167,1.4454135206520582,0.6884473553300363,0.9795918367346939,572.3125,828.6041666666666,65,100,GFP,KH2506,C3,F6,1,01d00h00m,8
52.0,24.97056274847714,9.056613597514604,7.357819884919923,-26.06410769184646,412.61654433644117,70.33961337599193,25.511587598632683,20.72625319695753,1.0479885743570192,1.2308827532019926,0.8072011733831462,0.9811320754716981,769.6923076923077,523.1730769230769,133,203,GFP,KH2506,C3,F6,1,01d00h00m,9
73.0,30.48528137423857,12.970227898476164,7.189566785694595,82.09563428961242,579.2501487800039,85.87403204010864,36.535853235144124,20.252300804773505,0.9870799000781055,1.8040346915315693,0.5525069743947683,0.9733333333333334,707.8767123287671,738.3972602739726,107,171,GFP,KH2506,C3,F6,1,01d00h00m,10
71.0,30.14213562373095,11.840673408993153,7.968943919180601,-19.626519169779037,563.3802816901408,84.90742429219985,33.35400960279761,22.447729349804508,0.9820196398789092,1.4858522696456193,0.6447860936873753,0.922077922077922,983.5070422535211,1306.6478873239437,216,270,GFP,KH2506,C3,F6,1,01d00h00m,11
45.0,21.65685424949238,7.542472332656507,7.542472332656507,45.0,357.0720095219202,61.0052232380067,21.24640093706058,21.24640093706058,1.2056788159065315,1.0,1.0071523742534003,1.0,1292.0,1659.0,320,309,GFP,KH2506,C3,F6,1,01d00h00m,12
87.0,36.14213562373095,12.24504740205621,9.661568516940571,47.53928286119222,690.3392184090458,101.80883274290407,34.49309127339777,27.215685963212874,0.8369538165601643,1.2673974604212321,0.7387686027883164,0.90625,1299.712643678161,1962.1494252873563,322,312,GFP,KH2506,C3,F6,1,01d00h00m,13
58.0,25.556349186104043,8.999495454446128,8.244670933808262,-43.324146173938715,460.2261456060305,71.98971601719448,25.350691420975007,23.224425165657074,1.1159384220802195,1.0915530197260654,0.9118046198509853,0.9666666666666667,696.1034482758621,717.2413793103449,105,168,GFP,KH2506,C3,F6,1,01d00h00m,14
75.0,31.798989873223327,13.56648940042222,7.116163824031443,-49.81129288620362,595.1200158698671,89.57461936119246,38.2154630997809,20.04553189868012,0.9320613054577823,1.9064329793262889,0.5188435501967439,0.9493670886075949,1883.0533333333333,745.68,499,490,GFP,KH2506,C3,F6,1,01d00h00m,15
68.0,29.556349186104043,11.751049942874305,7.533961514709622,-45.486357864614185,539.5754810553461,83.2573216509973,33.101549134857194,21.222426801998935,0.978176441832853,1.5597438240069401,0.6269973239188701,0.9315068493150684,1702.7941176470588,1092.985294117647,446,430,GFP,KH2506,C3,F6,1,01d00h00m,16
115.0,39.55634918610404,14.681634910981819,10.269303503659863,-33.02278311528073,912.5173576671294,111.42633573550434,41.35671805910371,28.92761550326722,0.9235816600887753,1.4296621874842292,0.679296095756513,0.9274193548387096,1741.4347826086957,1613.0086956521739,456,441,GFP,KH2506,C3,F6,1,01d00h00m,17
72.0,28.72792206135785,10.273750528890844,8.902215049422503,19.88858083590496,571.3152152350724,80.92372411650098,28.940142334903783,25.076662111049302,1.0963114064221526,1.1540667656143977,0.8685295187901915,0.96,1457.3055555555557,1929.9027777777778,367,343,GFP,KH2506,C3,F6,1,01d00h00m,18
61.0,25.899494936611667,9.51231476779503,8.120242289311994,-72.58703894664383,484.0309462408252,72.95632376510328,26.79525286702825,22.873921941723925,1.1427654694154907,1.171432382050386,0.8583561593037804,0.9838709677419355,1948.655737704918,896.0819672131148,512,505,GFP,KH2506,C3,F6,1,01d00h00m,19
59.0,25.899494936611664,9.099438298105301,8.38484657780114,15.499952642033842,468.16107915096205,72.95632376510328,25.6322205580431,23.619286134651098,1.1052977491067864,1.0852241855201075,0.9072625018057107,1.0,1961.3898305084747,1058.5593220338983,515,507,GFP,KH2506,C3,F6,1,01d00h00m,20
62.0,26.14213562373095,8.999971784814182,8.765620103665741,29.87178141823527,491.9658797857567,73.63981865839703,25.352033196659665,24.691887615959832,1.1400382601615056,1.0267353225872105,0.974584527633432,0.9841269841269841,499.258064516129,1245.9354838709678,33,50,GFP,KH2506,C3,F6,1,01d00h00m,21
