area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,root,sample,well,site,timecode,selected_rank
160.0,45.21320343559643,15.417027568905223,13.31773764344441,-40.492623489809446,1269.5893671890497,127.36113643829978,43.428246672972456,37.51475392519552,0.9835564468270763,1.1576311218665716,0.8570946875384857,0.9580838323353293,440.74375,1016.3875,21,KH2506,C6,C6,1,01d00h00m,1
200.0,66.2842712474619,28.637402615432023,9.265590722757352,18.02916311550146,1586.9867089863121,186.71625703510392,80.66873976178034,26.10025555706296,0.5720301081261898,3.0907260499964977,0.31050804983903696,0.8849557522123894,421.14,1298.22,14,KH2506,C6,C6,1,01d00h00m,2
110.0,36.14213562373095,12.589618836047187,11.109939413038802,25.41450471252946,872.8426899424717,101.80883274290407,35.46371503111883,31.29560398039099,1.058217469214001,1.133185192825787,0.883644626084578,0.9649122807017544,921.4545454545455,470.0090909090909,194,KH2506,C6,C6,1,01d00h00m,3
135.0,48.2842712474619,21.341106417146595,8.099255834186703,-40.87037162839833,1071.2160285657606,136.01203168299125,60.1157927243566,22.814805166723104,0.7276663140110736,2.634946574605837,0.3774070636710774,0.9375,755.4,668.9703703703703,130,KH2506,C6,C6,1,01d00h00m,4
225.0,53.698484809834994,17.74946816871393,16.207760204263945,70.09442435970732,1785.360047609601,151.26333749249292,49.9985018837012,45.65566254722238,0.9805467826824814,1.0951215926827687,0.9093308962038391,0.9615384615384616,688.7733333333333,1369.9866666666667,108,KH2506,C6,C6,1,01d00h00m,5
211.0,66.76955262170047,30.20513032007186,9.638489434264311,-29.772237038915268,1674.2709779805593,188.08324682169146,85.08487414104748,27.150674462716367,0.5947512817636738,3.1338033336109956,0.29446328062332744,0.8828451882845189,696.6635071090047,1519.0805687203792,109,KH2506,C6,C6,1,01d00h00m,6
132.0,41.21320343559643,14.346579841694597,11.87725250649319,-48.210786130633274,1047.4112279309659,116.09353080449696,40.41290096251999,33.45704931406532,0.9765872490115113,1.20790391833898,0.8165584748817128,0.9496402877697842,1381.621212121212,454.6287878787879,384,KH2506,C6,C6,1,01d00h00m,7
234.0,60.8700576850888,22.65541236200673,13.998471910526302,63.60368470117099,1856.774449513985,171.46495122560225,63.81806299156825,39.43231524091916,0.793630399409613,1.618420389511997,0.5804730125701336,0.896551724137931,1313.7393162393162,944.7863247863248,354,KH2506,C6,C6,1,01d00h00m,8
98.0,34.72792206135786,11.895171367005867,10.725965654233008,-36.99433584787553,777.6234874032929,97.82513256720523,33.50752497748131,30.213987758402837,1.021123669974644,1.109007034934093,0.8818501400560055,0.9607843137254902,1431.4285714285713,1110.1938775510205,413,KH2506,C6,C6,1,01d00h00m,9
247.0,57.798989873223334,19.943337321040758,16.109047424004537,-2.731311688343961,1959.9285855980954,162.81405598091078,56.1784149888472,45.37759837747757,0.9291082582161755,1.238020895718678,0.7906993867588564,0.9724409448818898,1300.4534412955466,1507.4412955465586,351,KH2506,C6,C6,1,01d00h00m,10
