area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,root,sample,well,site,timecode,selected_rank
308.0,164.06601717798213,89.91209966488353,5.869859570388803,-31.33176652384098,2443.9595318389206,462.15779486755525,253.27352018277048,16.534815691236062,0.14378822073896824,15.317589558437767,0.04850924953648303,0.6247464503042597,411.4253246753247,1225.3798701298701,5,KH2506,F3,D6,1,01d00h00m,1
474.0,102.32590180780451,31.110683985370557,24.920605769927704,-24.910699920704687,3761.1585002975594,288.241976923393,87.63572953625508,70.19888949275409,0.5688752561569809,1.2483919641677639,0.6235472116070496,0.7860696517412935,420.9409282700422,1277.795358649789,11,KH2506,F3,D6,1,01d00h00m,2
243.0,57.11269837220809,19.495851534966402,16.07815626878175,57.33411335672427,1928.1888514183693,160.8808404850932,54.91789164779268,45.29058103882183,0.9361615041927723,1.212567610928166,0.8140141875819102,0.94921875,424.0,1464.037037037037,13,KH2506,F3,D6,1,01d00h00m,3
209.0,62.87005768508881,26.43595492994082,11.206870194660983,-88.47071651389493,1658.4011108906961,177.09875404250369,74.46747867588962,31.568648435664738,0.6644593736551805,2.3589061415679695,0.3807732222612989,0.8565573770491803,947.5406698564593,418.3205741626794,240,KH2506,F3,D6,1,01d00h00m,4
159.0,45.21320343559643,15.872786991215879,12.872309052475275,-58.94216580244997,1261.6544336441182,127.36113643829978,44.71207603159402,36.26002549993035,0.9774092190344071,1.233095548476101,0.8035277255903861,0.9578313253012049,839.8805031446541,886.0943396226415,181,KH2506,F3,D6,1,01d00h00m,5
158.0,66.42640687119285,31.500187664788225,6.635060565621499,31.55874373419694,1253.7195000991865,187.11663907378266,88.73292299940344,18.690311452454925,0.44997193603166946,4.747535814217189,0.2027406914404771,0.8540540540540541,708.8544303797469,1154.392405063291,124,KH2506,F3,D6,1,01d00h00m,6
556.0,101.74011537017762,36.96371241862013,19.93945973176084,44.23383525139303,4411.823050981948,286.5918742821905,104.12313357357783,56.16749220214321,0.674994453277895,1.8537970895842266,0.5181240418331424,0.9025974025974026,953.4244604316547,1811.8039568345323,239,KH2506,F3,D6,1,01d00h00m,7
199.0,59.94112549695428,25.025374269634916,10.555389934263024,55.804043809002806,1579.0517754413804,168.8482408364909,70.4940120271406,29.733492772571896,0.6960062729355218,2.370862130673355,0.4045777849971355,0.9255813953488372,462.24120603015075,1156.5778894472362,25,KH2506,F3,D6,1,01d00h00m,8
119.0,41.45584412271571,17.883922563301727,8.582053918531528,-52.64146644010378,944.2570918468557,116.77702569779072,50.37724665718796,24.174799770511346,0.8701323195920591,2.0838744120081034,0.47373068756204234,0.967479674796748,1347.0168067226891,406.94117647058823,434,KH2506,F3,D6,1,01d00h00m,9
207.0,55.21320343559643,22.329038943574755,11.950274400487611,7.0563046823899755,1642.531243800833,155.53015052280682,62.898701249506345,33.66274479010595,0.8532854078111579,1.8684959186095054,0.5286161188973428,0.9495412844036697,1212.0048309178744,590.1545893719807,356,KH2506,F3,D6,1,01d00h00m,10
247.0,67.45584412271572,27.610224857738476,12.083044319279406,5.50487827344871,1959.9285855980954,190.01646231750905,77.77528128940415,34.03674456135044,0.6821307924387323,2.285038780639436,0.41254106441844873,0.8916967509025271,1304.7287449392713,1264.1862348178138,410,KH2506,F3,D6,1,01d00h00m,11
237.0,112.22539674441617,56.22761754256446,6.3618343048432004,62.359912622653454,1880.5792501487797,316.127878153285,158.38765504947733,17.920660013642816,0.2364699236802527,8.838271298540256,0.09544630063303947,0.7383177570093458,1343.5105485232068,1763.6666666666667,430,KH2506,F3,D6,1,01d00h00m,12
204.0,60.18376618407356,24.287147670789402,11.736137295096245,-59.28626223747777,1618.7264431660383,169.53173572978466,68.41450048109691,33.05954167632745,0.7077523308645095,2.069432817639019,0.4403391088974263,0.9400921658986175,910.2892156862745,1300.9950980392157,212,KH2506,F3,D6,1,01d00h00m,13
223.0,53.79898987322333,18.451900742645186,15.56778887612314,-15.34155138319008,1769.490180519738,151.54645034710796,51.97718519054982,43.852926411614476,0.9682031341694477,1.185261496637169,0.833936076708847,0.9653679653679653,883.5246636771301,1190.4708520179372,199,KH2506,F3,D6,1,01d00h00m,14
296.0,65.11269837220809,23.72772385697706,16.285972042185875,-6.45480319013832,2348.740329299742,183.41605175269882,66.83865875204805,45.87597758362218,0.8773445607720983,1.4569424407406981,0.6694061082049402,0.9517684887459807,1569.7601351351352,864.793918918919,533,KH2506,F3,D6,1,01d00h00m,15
