area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,root,sample,well,site,timecode,selected_rank
173.0,48.8700576850888,18.72606212713329,12.019351287405433,50.63556416652551,1372.7435032731598,137.6621343241938,52.74947078065715,33.857327570156144,0.9102700713013975,1.5579927468095165,0.6281499101055091,0.9611111111111111,736.8901734104046,1103.7225433526012,113,KH2506,C2,E6,1,01d00h00m,1
257.0,58.04163056034261,20.25638514576828,16.21098676740164,55.80166285089678,2039.277921047411,163.49755087420453,57.06023984723459,45.6647514574694,0.9586581709642239,1.2495467078229596,0.7974791736440692,0.9625468164794008,788.0311284046693,1432.3229571984436,125,KH2506,C2,E6,1,01d00h00m,2
114.0,38.384776310850235,13.939490670031486,10.505780538793667,53.050905076516166,904.5824241221978,108.12613045309925,39.26617090149714,29.593747996601877,0.9722919435884844,1.3268400780464138,0.7470009582413767,0.9344262295081968,807.5087719298245,1068.798245614035,134,KH2506,C2,E6,1,01d00h00m,3
110.0,36.14213562373095,12.611303750470357,11.229902946718248,62.50449074055577,872.8426899424717,101.80883274290407,35.5247992970996,31.633529427375343,1.058217469214001,1.12301092986345,0.8806084159792047,0.9821428571428571,702.5454545454545,882.4454545454546,102,KH2506,C2,E6,1,01d00h00m,4
157.0,46.38477631085023,17.32984757015294,11.690317473574861,15.282063355118986,1245.784566554255,130.66134172070485,48.816472028599826,32.930471756548904,0.9169772969636997,1.4824103459402054,0.665610685733685,0.9457831325301205,821.9363057324841,1348.3694267515923,139,KH2506,C2,E6,1,01d00h00m,5
166.0,47.21320343559643,16.465120617711655,13.259443911179913,85.2141967727636,1317.198968458639,132.9949392552012,46.38062145834269,37.35054622867581,0.9358171826802828,1.2417655467307211,0.7796296970617907,0.9595375722543352,794.3012048192771,1537.9638554216867,127,KH2506,C2,E6,1,01d00h00m,6
186.0,59.94112549695428,27.052065544675575,9.03775146394309,29.8508514386211,1475.8976393572702,168.8482408364909,76.20300153429739,25.458454828008705,0.6505385264623469,2.9932296382127994,0.32361019923457635,0.9029126213592233,701.8709677419355,1243.3440860215053,97,KH2506,C2,E6,1,01d00h00m,7
84.0,32.72792206135786,12.881703851640053,8.33390641464583,-26.262337676417587,666.5344177742511,92.19132975030382,36.28648972292972,23.475792717312196,0.9854901448173125,1.5456981649088382,0.6445294759962686,0.9545454545454546,873.0,1203.047619047619,155,KH2506,C2,E6,1,01d00h00m,8
119.0,38.72792206135786,14.979508112610915,10.120308082978898,14.932218851983011,944.2570918468557,109.09273820100805,42.19579750031244,28.507910092898303,0.9970304775146575,1.4801434886952294,0.6752459296998966,0.967479674796748,671.5966386554621,1306.3781512605042,85,KH2506,C2,E6,1,01d00h00m,9
160.0,47.798989873223334,18.946725141972546,10.786118689989717,19.497217672642503,1269.5893671890497,134.64504189640374,53.37105673795083,30.383432929548498,0.8800197297186075,1.756584151030755,0.5674946759651737,0.9411764705882353,1162.44375,1196.45625,254,KH2506,C2,E6,1,01d00h00m,10
161.0,44.970562748477136,15.26733732370658,13.493200814405608,22.050552493057452,1277.5243007339811,126.67764154500601,43.00658401044107,38.00901637860734,1.0004124678580197,1.131483740122423,0.8794464339989293,0.9640718562874252,1083.1552795031057,1480.1863354037266,230,KH2506,C2,E6,1,01d00h00m,11
260.0,58.2842712474619,21.01165698016398,15.78390232873589,-83.6303386472468,2063.082721682206,164.1810457674983,59.18776614130698,44.461696700664476,0.9617904725113369,1.3312079954974465,0.7498300862897217,0.966542750929368,1696.4769230769232,1231.8576923076923,418,KH2506,C2,E6,1,01d00h00m,12
217.0,52.04163056034261,18.2892497059475,15.101144844993781,-7.785070391445339,1721.8805792501487,146.5961424235003,51.51901325619014,42.53843618308107,1.0068570310651164,1.2111167658927937,0.8259962461130139,0.96875,1775.5990783410139,701.8248847926267,436,KH2506,C2,E6,1,01d00h00m,13
172.0,49.798989873223334,18.72268572420019,11.966454410573633,-11.210536397659979,1364.8085697282283,140.27884471330515,52.7399597864794,33.708322283306,0.8715599067861839,1.5645975893792492,0.6247442545049856,0.91005291005291,1562.1860465116279,1333.7790697674418,377,KH2506,C2,E6,1,01d00h00m,14
167.0,48.384776310850235,19.351726122898913,11.115778717804456,-67.80530902736682,1325.1339020035705,136.2951445376063,54.51190457154623,31.312052726209735,0.8964144734054358,1.7409240156879615,0.5677892578936986,0.9709302325581395,1691.059880239521,1638.994011976048,417,KH2506,C2,E6,1,01d00h00m,15
