	f_p1_log2FoldChange	f_p1_padj	f_p2_log2FoldChange	f_p2_padj	p2_p1_log2FoldChange	p2_p1_padj	f_mpv_log2FoldChange	f_mpv_padj	category
RPL8	-0.28080028528101647	0.038236041980190524	-0.05065043461284386	0.7953433591359305	-0.17622804243242476	0.1797270829915105	-0.16127723873003244	0.20275055354761778	conserved
RPL41	-0.04992144612220922	0.6750010837676697	-0.08261186686864003	0.4614242204728024	0.03289337821077686	0.8308645412455675	-0.0669416778934043	0.4854713199881259	conserved
RPS18	-0.031430342264626446	0.828032093650203	0.00968546435662864	0.9637280619703287	-0.03536012288710885	0.8324528456308984	-0.010044640392834063	0.9436057653350816	conserved
HSP90AB1	0.27021800449904565	0.00032333865603190946	-0.3092132768764891	2.9809546152007834e-05	0.6070909192033684	1.431726517352513e-17	-0.02157779864621581	0.8463222981407253	additive
GAPDH	-0.2992322143409511	0.002034231746882957	-0.037875024002673646	0.8142660339420998	-0.22810378642611026	0.01621859532969187	-0.16454035830488006	0.07216344371159264	additive
RPS8	-0.13913339489899468	0.04084403099080727	-0.06368290913622533	0.47400152038702237	-0.06647310711078144	0.46034921495713227	-0.10094274767130654	0.10543733291551705	conserved
EEF1A1	0.0897092385289558	0.48432559984955575	0.13963833020711222	0.24098864418651803	-0.050559563436455304	0.7544963308576731	0.11639442975857868	0.25913984440847393	conserved
HSP90B1	0.19506860263550346	0.0034521463894221643	-0.19020409311106928	0.00509721444582351	0.38819856216116255	1.0857584573844983e-10	-0.0006522921652449534	0.9953231220897342	additive
RPL27A	-0.08835164278257888	0.31434371709189113	0.024311536135893538	0.8530587239388286	-0.103796322814713	0.2427211170246591	-0.030543652916393115	0.7532352712099992	conserved
RPL6	-0.22420657181328676	0.001110317697869522	-0.01978838706319129	0.8844990657595156	-0.18921721880841347	0.006271732914599591	-0.11979742841779822	0.07111265517941974	additive
RPS17	0.2634255828251548	0.0012996739029078872	-0.16418779329310554	0.06986167115365827	0.4387466999704615	1.3305801308091535e-08	0.04282533328050697	0.6858663767004981	additive
HMGB1	-0.12044814335256568	0.09396643587050711	-0.12812532497560503	0.0815721094782859	0.011172760755866241	0.938344432150769	-0.12476552511892193	0.039085295210121204	fusion-altered
RPS23	-0.15853160851221249	0.0553151196239584	0.011842583415950517	0.9444205087617815	-0.15617356369353208	0.05693713266711388	-0.07084872735018342	0.4066424129248218	conserved
HSPA8	-0.3241896860938273	2.3147162177218803e-06	-0.09291497996344363	0.3186179129167526	-0.20836469851857087	0.0033615928070582415	-0.20806909677607727	0.0008531457922309189	dominant_P2
RPL31	-0.11021883866291818	0.21757645628574465	0.0805702056144865	0.43007757252715606	-0.17999782749608997	0.02066732843159278	-0.012115713538564846	0.9160119492166741	additive
RPLP1	0.5310742970410885	1.5388636499507335e-17	-0.05602426700603848	0.5813111526360389	0.6001925098110636	2.7599502412834856e-21	0.23063171630955456	6.352727655674451e-05	dominant_P2
TMSB10	-0.22665624668844986	0.12348763243784858	-0.21287293524451992	0.14115352323953526	0.006575887825939838	0.9824614530820351	-0.22700474083074462	0.06839395453771499	conserved
RPS15	-0.31370409732972054	6.840160120854989e-06	-0.12981138343741977	0.12710363000467226	-0.1608156906083565	0.03714584666265347	-0.22259221393633008	0.0003661950286418762	dominant_P2
RPSA	-0.037130890059232695	0.6945280945723131	-0.030725924717510112	0.7855195551764548	-0.004491764367017914	0.9793730861786943	-0.03389066428479074	0.6932093289257532	conserved
MALAT1	0.24275399542099427	0.005986099184996957	-0.09596087329864392	0.39155939823800145	0.3308553269017408	5.152899961037779e-05	0.06669722196625026	0.5056860152639177	additive
RPL26	-0.1528070195327974	0.09725016311037368	0.319062269821568	0.00010049527404141206	-0.48904241455327696	5.538367958327644e-10	0.08257319676869115	0.36455009785162285	additive
RPS28	-0.04904511667218737	0.6313523786435767	-0.05847736396672853	0.5892951381943454	0.011030825855115943	0.9449246463420751	-0.0539711234793407	0.5334873481955318	conserved
RPS24	-0.18742574153623665	0.01718754437454294	0.006574618485484486	0.9716197928908933	-0.17858157672640862	0.020821511681117878	-0.08767139223169489	0.2728286031836228	additive
RPL35A	-0.31790358709272937	6.255592073677805e-07	0.015366291547822724	0.9156473977613493	-0.32211182244889514	2.6019524836657636e-07	-0.14732681005843057	0.01636955343262451	dominant_P2
RPL37	-0.07991000193312163	0.39302236551899505	0.11421230381117943	0.20850849998540583	-0.1850770933833527	0.014251855999734444	0.019498824534691435	0.8595180908201459	additive
RPL10	-0.18599937273463119	0.008161721652860988	-0.18529805666247928	0.009682012377175496	0.005328480278430226	0.9748053569379386	-0.18695953380730093	0.0017004419193355623	fusion-altered
NCL	-0.3389917524589984	2.2733779337582114e-06	-0.1765627711323616	0.029643511953796328	-0.13742156248444656	0.10412893576950653	-0.26039418558903304	4.067411116627234e-05	fusion-altered
RPL23	-0.1820129622290614	0.0318586350443961	-0.05836239355001767	0.6282819312581085	-0.10631634723213859	0.2806931659836883	-0.11898415853457113	0.1328741119467248	conserved
RPS21	-0.20078087068474965	0.008767493695265308	0.025793305576507285	0.8501310271280385	-0.21163167340846714	0.003985303479778901	-0.08416284838716742	0.29124606679372866	additive
PPIA	-0.038759187173226406	0.7104147291000017	-0.017509345003879167	0.9051004226150604	-0.017906886025961157	0.9045172223607492	-0.027893939624877892	0.7794381971311838	conserved
RPL21	-0.057866281903646226	0.5098049380402541	0.01132818505935031	0.9397902216719045	-0.06323229150111295	0.5142184658304662	-0.022491840680739703	0.8130176570732844	conserved
MYL6	-0.3778681492937422	2.668813956023593e-06	-0.4563071756238138	1.2444103880922997e-08	0.06768303375598053	0.5749094402243727	-0.4223587850703025	8.846543510227953e-10	fusion-altered
RPS11	-0.40870421422277403	1.2678407050452647e-10	-0.279003393396117	3.30408658825493e-05	-0.10980142763810746	0.18496318635908882	-0.3481564341561793	4.035210546336948e-10	fusion-altered
CD44	0.06169506802777559	0.5675620224368666	-0.06124894187536179	0.6027644591119655	0.11366068255230306	0.23917889204790327	-0.0016583710996764148	0.9885299449943437	conserved
RPL37A	-0.04704475366756054	0.6604908098065041	0.04188574473826864	0.7329613314094656	-0.08174877402794671	0.4257476916002226	-0.0013094352869972604	0.9908500430444704	conserved
RPL13A	-0.4743053422363889	5.6134662564592044e-11	-0.3582461614738322	1.980760136360916e-06	-0.09374985583913543	0.35275301661389213	-0.421999413778938	2.7318895725768258e-11	fusion-altered
RPS12	0.049577662699302964	0.6316890756582564	0.12953576080229715	0.13387417822674919	-0.0771542438774241	0.44854190537257643	0.09058901891526802	0.24165685448915616	conserved
CALR	0.09449207318052136	0.22642131895904175	-0.18236257085679938	0.007609614651987145	0.27115072327882694	1.0938285661539802e-05	-0.04571031129965998	0.5671277674372966	additive
GNB2L1	-0.07413636367203187	0.421067187413599	-0.05937709688604768	0.5769621031910962	-0.010185631606843798	0.9493866425142021	-0.06672043848598445	0.4120789031141892	conserved
RPS27A	-0.05803255117102255	0.5386911339138515	0.19314291125904307	0.00918080199889656	-0.24379304920970934	0.0003327770916290089	0.06919662257352215	0.37996529542211643	additive
RPL32	-0.2005559720663445	0.0063094487494380356	-0.13761236258519116	0.09336060783570888	-0.04977984865083874	0.6641643190596241	-0.16979493215644617	0.007978568212022287	fusion-altered
RPS10-NUDT3	-0.3350564067819401	1.8862059768929525e-05	-0.18485171587287993	0.03493705320410936	-0.12227104744676527	0.20307757654599398	-0.263225667171305	0.00015007571117409867	fusion-altered
RPL22	-0.25704603626428446	0.0004773597260674507	-0.11454380964301487	0.2094774167493423	-0.12242023388922027	0.16029970366973262	-0.18601277607153904	0.004792432181869228	fusion-altered
RPLP0	0.05322019355045599	0.6080101734083511	0.06401598555582524	0.5567842725954623	-0.012595148268043935	0.938524066698343	0.05888950723658731	0.5037580283876081	conserved
TXN	-0.1659634810059633	0.04662419540475501	-0.1361343701091005	0.12898278818892003	-0.01943829108426252	0.9032251069779696	-0.15183497380276675	0.03423198911509447	fusion-altered
RPS19	-0.29469088038095403	0.04800630146231112	-0.1121118592209111	0.5186142510394476	-0.1180941056955459	0.44569456046528133	-0.2050093928071388	0.12613799075980686	conserved
RPS3	-0.03844344425178824	0.7350391127063957	-0.014742855293805006	0.9287612139053193	-0.01985179451979656	0.9009431238491872	-0.026280694180543015	0.809192373616003	conserved
SET	-0.2977952623867701	8.907158624059015e-06	-0.22181766836841005	0.001818549542859677	-0.06026752809033213	0.5586873439955715	-0.2626280303075624	6.5772703663351176e-06	fusion-altered
UBC	-0.06851139612175072	0.4752077756185186	-0.10508423285169216	0.2545225445367608	0.036956785211129356	0.7796911281640305	-0.08744736089574588	0.26488224955170037	conserved
RPS15A	-0.15176659351857946	0.06648293658754853	0.10011162333355748	0.2995240004718	-0.2411948977875405	0.000963410282080275	-0.022207166078425516	0.8411093532888979	additive
TPT1	-0.05215935610290043	0.5758792506038956	0.18812129801268226	0.008774281316493902	-0.23316272733296736	0.0004176083928721095	0.06953823690136825	0.35870575941565286	additive
RPL7A	-0.055990628991124294	0.5786279928485184	-0.01917366037679598	0.8974162594880659	-0.031398922366813915	0.82474263194446	-0.03713278821476242	0.703490253477152	conserved
PKM	0.13115834681781155	0.12032697231768458	-0.3376577902635544	2.1553378624278167e-06	0.4803819319714677	4.7726638480067175e-12	-0.10157056445603298	0.18099941710372716	additive
PSMD2	-0.4265325473970855	1.2721560822973386e-11	-0.12483993555358154	0.12018151316784641	-0.27764543459010504	1.5563147803838094e-05	-0.2767426194071544	1.0101425059761343e-06	dominant_P2
PABPC1	0.10322826777689885	0.2989625015980356	0.1739312188318477	0.05237630780284292	-0.06926598698434809	0.5541602686673758	0.14002647240592345	0.07355100445053697	conserved
RPL5	-0.31098168621785927	2.8938042775251646e-05	-0.04269146702140129	0.7332545926911108	-0.24555255163066886	0.0009524253580910732	-0.17417456929411473	0.012177877630673845	dominant_P2
RPL15	-0.09881281536256793	0.22141332010852052	0.03362201201964348	0.7746256296616795	-0.12369052418538014	0.1188159910392327	-0.03097952342673495	0.7377014446909455	conserved
DEK	-0.0859722813924487	0.298739899388245	-0.015114724435150497	0.9174068966263144	-0.06331162253194454	0.5219390111013453	-0.049767434178208766	0.541455566366407	conserved
NPM1	-0.3852072555878243	1.1635601089120812e-06	-0.16137627899637436	0.08316551353801716	-0.18899444093474801	0.026248506402539548	-0.27629002094552035	9.657853556409219e-05	dominant_P2
CALM2	-0.2310012128175746	0.0021283908342748688	0.0509667950617411	0.662588861144934	-0.26878030213528864	0.00016275794612016393	-0.08559691664856871	0.28418132256412765	additive
TMSB4X	0.2709097369671627	0.0010709474683303273	-0.1538672995554645	0.09940698883950982	0.4346963978504457	3.257147233137064e-08	0.05141264479239541	0.6127862023739612	additive
RPL24	-0.13380947084536038	0.07344053644456996	0.016133538391169933	0.9106492520136327	-0.13958373816695044	0.06399560674390894	-0.05703536289297115	0.47096517165934093	conserved
RPL19	-0.0921765788395933	0.3599654237371464	0.02172956898379277	0.8915201575817816	-0.10248527417413746	0.3158439664427553	-0.03336418567540883	0.7604342641828125	conserved
RPS3A	0.3244721294011218	4.478288290840128e-06	-0.23305422525910002	0.0016437434271508765	0.5827086061583743	2.6994708099940285e-17	0.039739931101982456	0.6765103218450798	additive
RPL12	-0.09732267115237735	0.2336707263561245	0.18781768445154873	0.009622640996922999	-0.2791729944145777	1.784803493352141e-05	0.04732435874472173	0.571926817911853	additive
H3F3AP4	0.22048034856221377	0.00032022801198394545	0.14738413895570987	0.03024735513946077	0.061478691182201686	0.5022361393309809	0.18469435594746506	0.0005461582413908153	fusion-altered
FAU	-0.36477725303505515	4.2012433980361996e-07	-0.324916038171724	1.149930723568918e-05	-0.027941547725479444	0.8528729367971795	-0.3496855880561093	2.1769611161518473e-08	fusion-altered
RAC1	-0.22801202616717664	0.0003826628345499914	0.012325902480179566	0.9326534582067393	-0.22757765960693133	0.00029685456182796424	-0.10513277568430386	0.10178721971687288	additive
EIF1	-0.11196719223293923	0.11664696463213801	-0.23655958443616712	0.0001425678760848616	0.12070604641374054	0.09614033585922474	-0.1751421786364372	0.0014042002298635733	fusion-altered
YBX1	-0.11681810113061462	0.18380737599035685	-0.08310441691236917	0.4105697382859735	-0.02528544588196067	0.8689614416207515	-0.09992945529081733	0.19835283450501612	conserved
LDHA	-0.28289750760872107	0.0009623955348576415	0.10222723111082146	0.3577524499383602	-0.38463722084615787	2.588094716884399e-06	-0.08226402994160288	0.3863424623657393	additive
RPL10A	0.004422213741833206	0.9664215758555945	-0.007671752818978104	0.9605324763451505	0.01105573288866019	0.9399562504574148	-0.0017627193412469426	0.9856610731381089	conserved
RPS16	-0.1490360241119371	0.08165814052653327	-0.11956233918784706	0.2048081588431591	-0.0196701011392285	0.9021269393067914	-0.13480059297527497	0.06861350391596206	conserved
RPL34	0.30785316029727344	9.691196216024705e-05	-0.24601712102101547	0.002481904164156299	0.5839787178078342	2.1147953819452912e-14	0.024862736387728235	0.8291099499465358	additive
RPL13	-0.3054034201087086	7.325827272962543e-05	-0.1216880549937418	0.2073953603037222	-0.15718568346972453	0.06717650318655122	-0.2141909352735917	0.001996566490622957	fusion-altered
ATP5E	-0.2868894655251938	0.0001531371601024462	-0.09375890743295713	0.355269424255825	-0.16878715810779285	0.03898758024759835	-0.18982450181929933	0.0058378866028235095	dominant_P2
RPS29	-0.249824955898279	0.0073517692005735	-0.15403841784004055	0.1408378736418741	-0.0709574202217953	0.5829150861652772	-0.20395645883211264	0.012602028602334994	fusion-altered
RPL30	-0.006714115934452458	0.959299269322722	0.16570481915281268	0.06683744053107604	-0.16363775367810746	0.06184013335823052	0.08135466754526656	0.3612300526729691	conserved
RPL11	-0.1812980487376792	0.021747988474262122	-0.1511472045112128	0.07318748199297533	-0.01967092848019973	0.8996618386521154	-0.16725626605628288	0.013530259957377385	fusion-altered
RPL9	-0.1430174258550082	0.08995473683053275	0.0997296726482079	0.30608651415284466	-0.23177662285810638	0.001756997533042254	-0.01813528693241401	0.8730867113027954	additive
EEF2	-0.28152812779434133	1.2776642808995155e-05	-0.14813667901760302	0.04747137179478904	-0.11577507218165035	0.14506935998363554	-0.21591703583463426	0.00016899669524253564	fusion-altered
B2M	0.4633300431733684	2.7613584480738397e-07	0.04559030202209683	0.7641465732259992	0.39624252626754436	1.3158044568805066e-05	0.25034584556557676	0.00244414781783774	dominant_P2
CFL1	-0.16830269045944618	0.09937949337058682	-0.1862059000116547	0.06391371421087547	0.02448219852684521	0.8928566325140032	-0.17954138903999028	0.03454629263485365	fusion-altered
RPS13	-0.1096886824533364	0.28735125319448374	0.09712633825369127	0.38245940554392205	-0.1935746424881718	0.026701597383504475	-0.0027373572480296764	0.9821717531895042	additive
NUCKS1	0.5071790561813991	1.1570164215915026e-14	0.20798738010333415	0.004737998925001944	0.2676283760332878	0.0001041501825639564	0.362082666053365	3.440865125715824e-10	transgressive_up
RPL3	-0.0026865773400593664	0.9800499868981575	-0.03902375118736133	0.7332545926911108	0.0340128223958313	0.7891722265577636	-0.021320853850090752	0.8337574254930445	conserved
HNRNPK	-0.18893357510381567	0.005155227637653598	-0.1423857671741222	0.05415193761161411	-0.03626776735016909	0.7592952966661141	-0.16633388794629342	0.004533220834130833	fusion-altered
YWHAB	-0.24530990906193503	0.0006091235103988313	-0.22226416592339696	0.002634254656073894	-0.013039038794878968	0.9371058911338773	-0.23623902720176707	0.00012098898653357566	fusion-altered
EEF1G	-0.2228606121180277	0.006786332231541798	-0.06402240832499341	0.5889491911910406	-0.1377805503279157	0.1313391346776337	-0.1420584210690835	0.06302523681881461	conserved
RPL36	-0.258752862036651	0.00486510760327566	-0.06896907696323056	0.5982437686767438	-0.16050545765284036	0.1017233772575262	-0.1621595050067968	0.056746227912441015	conserved
RPL38	-0.22672316573231469	0.008207336660588243	-0.16509207298564155	0.07602830526950874	-0.04418076131876505	0.7563364294746289	-0.19776029852422214	0.007830618934073783	fusion-altered
EIF2S2	-0.18038335256313168	0.012393675771979307	-0.07917763218931917	0.3963065687710665	-0.08794067261201403	0.3360734356935859	-0.12928034536433228	0.04930323847581859	fusion-altered
HIST1H4C	-0.02234480429929441	0.8730562766622411	-0.07562185250496742	0.5306234552519721	0.050460539655587826	0.7183168705954989	-0.04998900881170656	0.6422135278981838	conserved
CCT5	-0.3989114268369601	2.3963014458161917e-09	-0.14434197559506962	0.07636026997902622	-0.22741936818638722	0.0010735531928599304	-0.27340128699134697	4.899659574814784e-06	dominant_P2
NME1-NME2	-0.22167508960568186	0.32461329961552116	-0.09896926180528372	0.6476598933200945	-0.04957126865663663	0.8267924689364712	-0.16666122030594926	0.3942723826913856	conserved
RPL7	-0.13475517328832654	0.1495291150778987	0.13361090086620067	0.16957648694896824	-0.2580821465717795	0.0010650180520451705	0.0033713128363177716	0.9772554244130289	additive
HINT1	-0.16868577995915207	0.06490289998118232	-0.05208418490952182	0.6911984968466554	-0.09871029458674963	0.3591355555162513	-0.10904903875499743	0.20415740408686256	conserved
UBB	-0.06386091926591339	0.5138165494251826	0.20860060159485624	0.007189532002764203	-0.2646891747772619	0.00020638936004127627	0.07412066326055128	0.3672264868873027	additive
KPNB1	-0.20695265537050012	0.009418705362136442	-0.1913102720061352	0.020011970560286696	-0.005914440333500568	0.9748053569379386	-0.20107936069413757	0.003043557416335096	fusion-altered
RPL39	0.08198721237710306	0.37748189560028944	0.28248227074426663	0.00012112741844649252	-0.1896893180603891	0.012449199442773241	0.182982716685494	0.005233331056653981	dominant_P1
RPS4X	-0.060079071198715125	0.5318103765065346	-0.057702217985269415	0.593707771941206	0.0006308087110646233	0.9975378074794757	-0.05898904053716908	0.48378862674578677	conserved
RPS25	0.1238016649600681	0.31411776910945755	0.1264983436978037	0.3095284158314863	-0.01134963010118418	0.9562843226969073	0.12652878018409214	0.22112275132935547	conserved
HNRNPU	-0.17425849578732402	0.011728478337716331	-0.011050533759947327	0.9420876684645473	-0.15098599518705602	0.03547018204479289	-0.09088495939795743	0.18652297798464262	additive
PFN1	-0.21948834355769814	0.03943864869553651	0.37340916292288134	0.00019942213960607883	-0.6404299385611912	1.037290272280935e-10	0.07479338650904585	0.5158950130253563	additive
TUBA1C	-0.20330888776958195	0.015032394288782168	-0.13328395347897143	0.15994601703679298	-0.053563108583587024	0.6724997462256256	-0.16912695220473886	0.020822425181389125	fusion-altered
ENO1	-0.23376062257376323	0.003035109279034757	-0.09437455735799102	0.3538511533205109	-0.11888211303506037	0.20175973477774428	-0.16368206856625048	0.021722077240416863	fusion-altered
PSMA7	-0.1104239536543491	0.22077604567809872	0.009963801853306841	0.9552662001731763	-0.10883460838951584	0.24938602256908762	-0.04846963602243217	0.6068384768927498	conserved
CD59	-0.7251199115864455	3.074079394969993e-29	-0.5390367014605819	4.847444439558193e-16	-0.15954005703858629	0.034327153082006095	-0.6357102953680956	2.3886970228988403e-29	transgressive_down
RPS27	0.3377817835952616	2.7581380006136417e-05	0.6074515205534611	7.948284057849612e-15	-0.23713020759109749	0.00408422884331837	0.47755065994341606	1.555783281546906e-12	transgressive_up
H3F3B	0.06897565721438784	0.44907359282008136	0.03916413435492333	0.7355876889256879	0.024509173886515086	0.8651127597785184	0.05380575232000863	0.520840726743312	conserved
APLP2	-0.035520583720951356	0.7281428903279031	-0.060378285529197134	0.5491853670933603	0.02461983176779436	0.8623128079142985	-0.04831314463207188	0.5616793057167015	conserved
RPL36A	0.05718575015849347	0.7900707119069782	0.24798655286971302	0.11306552453615057	-0.16208903001804334	0.27700784073454143	0.15714676445909342	0.2879740463445512	conserved
HSPD1	-0.34692003185370324	1.764317796564702e-06	0.07437734401739289	0.4851205421901629	-0.42300697850088137	3.6189652673755563e-09	-0.12891924783839467	0.08034106910820085	additive
IGFBP4	-1.193472557040985	4.052114310553085e-24	-0.27942059778446215	0.03062793703655734	-0.8312464970219396	4.8736890488441285e-12	-0.7329615083858069	2.4468052833650613e-12	transgressive_down
RPS26	-0.17637519446425673	0.0433589933202539	-0.10565637172687349	0.3043190070401426	-0.05530472173266627	0.6622559878380847	-0.1411592650942392	0.06795426590652703	conserved
RTN4	-0.11501397696915051	0.1649772028083372	-0.05110902390560228	0.6450057549273448	-0.054359397272473374	0.6282637391765257	-0.08249482547810778	0.28138502331228865	conserved
BTF3	-0.28243676390724165	5.3110108710476776e-05	-0.12239792344027903	0.1556066048465943	-0.139158141635496	0.08522045283106483	-0.2029052669447202	0.001243385377704243	fusion-altered
HNRNPA1	-0.17814169877738745	0.058283271816651924	-0.19871029393021608	0.032025399923542024	0.02621586358271704	0.8790291369495826	-0.1907048913399617	0.014588386136237193	fusion-altered
KRT7	-0.46328910503691495	1.6242557081102547e-08	-0.03577060536571861	0.8099975649462453	-0.4127379644324344	6.214009396082267e-07	-0.2450389123466129	0.0012652552352824965	dominant_P2
HMGN2	0.19466132294000418	0.010115642651254217	0.23935021448529595	0.0012624280311085004	-0.045711807477966195	0.7105234207165009	0.21921488191531943	0.00048784408190247257	fusion-altered
HLA-A	0.43381789224537676	2.049437583048793e-07	0.28120839776639767	0.0014817976015782466	0.11770510692581342	0.2728317781601796	0.3650338490448064	5.317584626141655e-07	fusion-altered
RPS6	-0.2113141066778855	0.005910725370141462	0.020409616721881133	0.8920235001213914	-0.2155843128695889	0.0038152210348382657	-0.09196554658974739	0.24502967218713423	additive
HSPE1	-0.13205288722392416	0.15965851618685648	0.19496242398855265	0.0266443663069219	-0.3228023403275038	3.322364639633092e-05	0.0348108322215872	0.7511569937400079	additive
RPL4	0.19930499557611686	0.013225809395142552	-0.31130934199967913	2.996435302616281e-05	0.5309757436097028	2.2939890388190124e-13	-0.05623054260155014	0.5379934618335245	additive
RAN	-0.21978876425400462	0.0024832432656037326	-0.12790879115761247	0.1309576940661065	-0.07608111936112892	0.4456393446652003	-0.17438817673772236	0.006618369729442166	fusion-altered
YWHAZ	0.15790591447347618	0.05241995653007467	0.07067823800699045	0.5030279180241006	0.07359143523133	0.49059432672983916	0.11375721237540844	0.12514845816483178	conserved
CHCHD2	-0.2064702049271155	0.006577750346202624	0.14897936962019606	0.07913859760392307	-0.3538524997071864	4.618608424591156e-07	-0.023873696411896156	0.823006265423687	additive
RPL23A	-0.04719858273960824	0.7383363541077813	0.1291548251120316	0.2715095306938477	-0.16281189866864948	0.12146385899575442	0.04419904393691975	0.7249583371566248	conserved
KRT19	0.4725757835241194	2.3980808705884942e-08	0.2538281723424028	0.005690282380405726	0.17506911641201578	0.0654041270224397	0.3707441054901802	6.644297687070737e-07	fusion-altered
CALM1	-0.3538797851170649	4.530508789307272e-07	-0.44872146026354615	1.0881079754819796e-10	0.08436607269477095	0.395589813122787	-0.4050909835701584	1.3758626073340137e-11	fusion-altered
PA2G4	-0.546808175198316	2.2788832405226467e-13	-0.42419690085857625	4.261342043534992e-08	-0.09885479692578823	0.3357362208522194	-0.4911208617918502	5.5266512688838566e-14	fusion-altered
NACA	-0.1201186536512153	0.14686392947920338	0.05596910727077089	0.6096420131574907	-0.16517925738605194	0.03118318803939082	-0.02963423717331151	0.765287179890172	additive
RPS7	-0.11440778657397266	0.2650223153932335	0.23572138405201465	0.008193223588858593	-0.3483560820606279	2.0656712274589245e-05	0.0629706137326569	0.5326944573883049	additive
RPS20	0.09124347344646526	0.2583738563208341	0.16517054453794364	0.022690052147105646	-0.0723685271637747	0.44479201998266193	0.12920146246419142	0.03955756411876198	fusion-altered
POMP	-0.09053894273375067	0.27954485785243793	-0.018954509760561608	0.8918167720306032	-0.0634995372746994	0.5289685512133442	-0.053951044068748344	0.5104528352647505	conserved
HSPA5	0.2703399205280793	0.00018594358135645505	-0.44457408637919765	6.119358588938367e-11	0.7418390586352166	5.3535841732045695e-28	-0.08311928251539129	0.2883832405071995	additive
STMN1	0.04458369986748784	0.6756044846326521	0.055861627168706754	0.6186039741936777	-0.012605927578785212	0.938344432150769	0.05049338105578257	0.5726415515794822	conserved
KRT18	-0.7298435600604801	2.426823071541089e-22	-0.033691922434334665	0.8136168203060206	-0.7021668937527207	1.2899392883205333e-19	-0.3760078314398009	3.2244365930236856e-08	dominant_P2
CAV1	0.18244317211912398	0.019339322584646608	0.0012262069033801583	0.9955764467228528	0.16588643998023522	0.03510773211902634	0.0894665548470594	0.2505242169020832	additive
EEF1D	-0.10748832913847524	0.358466944096437	-0.015723651763752084	0.9378568572964198	-0.07638199536453998	0.5580168697217875	-0.05986692913683905	0.598644267735723	conserved
S100A11	0.4006266171767592	2.0392829713316147e-05	0.07966948236917733	0.5532939788152226	0.28068317636657086	0.0027542918438715073	0.23873378331950573	0.005310019768651952	dominant_P2
ANXA2	0.20016566494674032	0.02485601809909684	0.06997610968704808	0.5622777942494198	0.10902924738575404	0.3007003917875969	0.1340929694375678	0.10129133422177725	conserved
