	f_p1_log2FoldChange	f_p1_padj	f_p2_log2FoldChange	f_p2_padj	p2_p1_log2FoldChange	p2_p1_padj	f_mpv_log2FoldChange	f_mpv_padj	category
RNR2	-0.41820040965103933	3.282292303426019e-14	-0.12391013913395263	0.08062219290791875	-0.2927220969301747	2.495675220306927e-07	-0.26593522480089504	6.20531014810336e-08	dominant_P2
RNA45S5	0.057805936354041756	0.5974476485156553	-0.23245525503543776	0.0011920010655456224	0.311091906048714	4.785752427837905e-06	-0.06613147766067397	0.3635039987114138	additive
ACTB	0.11844218307719845	0.03911818674486731	-0.22667738020964429	2.188725375121818e-06	0.35580848630441003	4.251111215717225e-15	-0.03979997747488725	0.45171507205522515	additive
PTMA	0.044240541599173025	0.5623839380522528	0.048699556020176324	0.5350044570662069	-0.0013905412332755253	0.9883117094323483	0.035893255640191926	0.5043135575604243	conserved
TUBA1B	0.1964558114669108	0.00043105492244090626	0.005295717992823169	0.961622811197215	0.19606376625254895	0.00029597405771117005	0.09286357024193169	0.09203435204965066	additive
RPS5	0.21929158029955445	0.00010293965027586855	-0.4846277077515656	6.77393291392552e-21	0.7251261009117975	3.3086003658514912e-46	-0.11696003227598621	0.03232507556493993	ambiguous_nonadditive
HSP90AA1	0.35617748717139797	2.0751581652117618e-08	-0.2406579928430123	0.00033036114324068666	0.6319017322128182	1.1050157463694298e-24	0.03763076348993875	0.6098491849734324	additive
RNR1	-0.33829151359114784	1.5434473658181988e-08	-0.14705086539640255	0.041897048431885756	-0.19069498752126834	0.003211026987302794	-0.23836305927695875	7.193521229661667e-06	transgressive_down
S100A6	0.003375670861375868	0.9827271362944859	0.30525512666915144	3.9356607922295256e-08	-0.3088539744971535	2.8066236348885304e-08	0.14711562113923413	0.006129848850122731	dominant_P1
S100A2	0.10060809537186044	0.15406913160587807	-0.24266855593044726	8.249382036171104e-06	0.3577382291363638	5.4951660657083966e-12	-0.05518351906673242	0.35008181143192046	additive
TUBB	0.10878442250941574	0.09953207566787077	0.0032409485391517367	0.9748214738290224	0.10898818618882643	0.0750440394715802	0.04238457263428165	0.46689949934655556	conserved
FTL	-0.23183959298391799	9.889588712542177e-06	-0.47373061143127365	3.6051249513139934e-22	0.23338338529192712	5.468025155746371e-06	-0.34915847452338	1.7316489177504488e-16	transgressive_down
RPLP2	0.21346405007008062	3.353972698854619e-05	-0.1767743911901631	0.000914180111611905	0.40390036030296306	1.3625828357920146e-17	0.010482355557067944	0.8714050928107399	additive
ACTG1	-0.060419142547830824	0.45924398308837727	-0.09115732426947917	0.21924500873457275	0.027708717943041375	0.7601085042622846	-0.0659064223805425	0.26219623276748455	conserved
FTH1	-0.41045357020698225	3.2859129799102682e-19	-0.34303711653316005	1.8122196753945137e-13	-0.06496863726541259	0.31378400350704566	-0.3755902456508227	1.8010928361079027e-21	fusion-altered
RPS2	0.14789785394162475	0.02486695261490048	-0.20072321435328014	0.0007555265398333855	0.3641070517554542	2.1447297711851887e-11	-0.015634327605767714	0.818930838255618	additive
RPL8	0.01496638681299949	0.905117385023098	-0.6672356058475065	8.816006633579539e-29	0.6905666632031578	3.7214934865686324e-31	-0.306622564586735	8.325889964359794e-09	dominant_P1
RPL41	0.23058367491436624	0.0005914579515228467	-0.06367663425739603	0.5275214700809348	0.31039778629790027	9.545566405806595e-07	0.06571696922646324	0.33563190549202476	additive
RPS18	0.1599773850409186	0.02770560699116279	-0.2051834409233711	0.0021912501721926183	0.38543933389011525	2.2505360417671602e-10	-0.013156047509175995	0.8752482835468762	additive
HSP90AB1	0.2734357398567111	1.3543138887308918e-05	-0.05132392108767831	0.6227529702216823	0.34050809809183824	2.481377734074408e-08	0.09712982436595032	0.1317060903448442	additive
GAPDH	-0.19090307806382964	0.018910872319715787	-0.47321218957964023	1.7005491213028873e-11	0.26783280128086645	0.00027899373556855616	-0.32338145042288047	1.229861081480564e-07	transgressive_down
RPS8	0.20215325411804447	9.553776755655392e-05	-0.18934218751690077	0.0002772932709979587	0.40506599096431467	7.734937578979683e-18	0.0035722578970610016	0.9552927903506881	additive
EEF1A1	0.29303530429641444	3.060615393796178e-05	0.016321229195680992	0.9064637024708169	0.28705826835506537	4.7111898982917605e-05	0.1434734343812327	0.03377714682498482	dominant_P2
HSP90B1	-0.06431802312057379	0.4510121125822627	0.04045349496468724	0.6918711172360686	-0.1138834092496618	0.09336062238357483	-0.007790572571316765	0.9129160782869064	conserved
RPL27A	0.23202467399250754	7.451677765164032e-05	-0.20871267777175595	0.00044525411608992133	0.4611566696223134	1.2785114076442077e-17	0.0066726790604992045	0.925896466098155	additive
RPL6	-0.01891589235848574	0.8896024725806259	-0.35740635044999963	1.9137989017632768e-07	0.34452448038133887	5.953104413365388e-07	-0.17673029696508458	0.006737641666157028	dominant_P1
RPS17	0.3841628334472447	2.723310272296044e-09	-0.5439113435862611	6.40260248297783e-18	0.9655774625365318	2.946100494392876e-54	-0.050951941856287306	0.48068852488234637	additive
HMGB1	0.2515367474923047	5.4993743374516234e-05	-0.2892954126380271	1.6888631425609742e-06	0.5698420962042828	5.711262490766067e-23	-0.010394974887938599	0.8945198567581011	additive
RPS23	0.2215377851531499	0.0009588910512719639	-0.18515356390204243	0.0078072034538176635	0.42986180594515855	1.6122397491772456e-12	0.01067313407415641	0.8948451499568342	additive
HSPA8	0.26892824493168854	3.685266488294009e-07	-0.03314872007084556	0.7321035311627516	0.31263088053563687	1.5749504265188704e-09	0.10958274207517733	0.04248302205651384	dominant_P2
RPL31	0.16776045600477482	0.057501651609705516	0.21681370645795475	0.008464073613340036	-0.04797081130727128	0.6826118213619352	0.18511333020835163	0.008209331256531997	fusion-altered
RPLP1	0.30772865007937444	9.975898664157136e-09	-0.5922928784366628	5.4752146174010764e-31	0.9239035645640904	3.736472845042539e-74	-0.12380101665430245	0.021524496615338833	ambiguous_nonadditive
TMSB10	-0.20241342806403925	0.007604889344805653	-0.4984373801870232	7.619846989212748e-14	0.2805977052779498	5.248403305256452e-05	-0.3423168683759538	3.188940494639864e-09	transgressive_down
RPS15	0.007102046680266182	0.9602050524453475	-0.45270596049735506	1.1441196506439837e-16	0.46633721682806184	9.055483395177662e-18	-0.21079696111764118	3.0483987094316786e-05	dominant_P1
RPSA	0.14581656299664514	0.02528814918222057	-0.21347998436479848	0.000222612911505689	0.3747232791353209	2.4778651678143663e-12	-0.020763646554200477	0.744310619581004	additive
MALAT1	-0.02752918833611033	0.8941294463693883	0.3070453487659081	0.011225198670012017	-0.3783770763601693	0.0018912795275581615	0.09808342336352999	0.34802851194498574	additive
RPL26	0.23793778186650294	0.04644022756527638	-0.06844803525278746	0.6924590701248221	0.3566271075271591	0.002162095174972423	0.05562222679601129	0.6186593564500628	additive
RPS28	-0.01871530516311094	0.8562376748322931	0.06286384991552982	0.4477680806653404	-0.08801542393760614	0.19868498521005706	0.012661489679452569	0.8565419177775078	conserved
RPS24	0.3477581752615366	5.076439055184447e-07	-0.07933282022805566	0.442066011005613	0.4510783288291236	3.352083090938022e-11	0.11607455681243338	0.09834899136539328	additive
RPL35A	0.1767378758678008	0.008359617949913248	-0.17287142912776404	0.009319160069694738	0.36714276309674293	2.4338655205771337e-10	0.001186580783227804	0.9884964871443789	additive
RPL37	0.3977971567856405	2.2328162634509762e-08	-0.03070653813199159	0.8224417081626424	0.44696854582632856	2.7333296504629585e-10	0.16683773434108462	0.014505445436900601	dominant_P2
RPL10	0.14587158840905223	0.02911800391489033	-0.3340410654852806	1.211271555540648e-09	0.49904282283255214	1.7715029687536622e-20	-0.07843217394899347	0.19176709240683168	additive
NCL	0.13602221997872574	0.06775811660881105	-0.1943849358903183	0.003564652290603298	0.34827855927618406	6.367329987338062e-09	-0.017367001973292575	0.8157646395902026	additive
RPL23	0.2716154748308644	5.4993743374516234e-05	-0.14958701680319628	0.05548236914694255	0.44666822893602737	2.795388666954896e-12	0.04196636207522751	0.5688477849185649	additive
RPS21	0.24549813302436616	0.00039481301549905743	-0.1575991928177605	0.04167410392767586	0.4281371376641313	2.907462939948718e-11	0.028019846388329047	0.7103132006245733	additive
PPIA	0.0537745296319284	0.5660622301369672	0.23438456193516188	0.00013695064417339865	-0.18009128575453723	0.004706406444656951	0.13937274644131448	0.015471850373642584	dominant_P1
RPL21	0.3548340316428312	5.837321199693617e-08	-0.31778972856208054	1.2774663857000763e-06	0.7137209073095618	1.5696532028539558e-29	0.010586126785609166	0.8976041137613882	additive
MYL6	0.077064022252672	0.38766119650609193	-0.164684788001283	0.018002040160740643	0.2573666570784301	3.493106742019143e-05	-0.02724940689325541	0.695139336654961	additive
RPS11	0.16281324014990953	0.009755526678937596	-0.17300968466160777	0.004538087138703222	0.3501791575591943	7.0827496510987e-11	-0.0027737062435479257	0.969494643679474	additive
CD44	0.08317905982611479	0.30938691302204724	-0.2494292268195389	2.473323358719486e-05	0.34984440256213745	7.061088638544154e-10	-0.06586758850292439	0.29292622967777837	additive
RPL37A	0.1763004106978845	0.005012864124758187	-0.24164255478134447	2.2160205949449865e-05	0.4364188182836216	4.452499623839372e-16	-0.019737085911144463	0.7656904587035074	additive
RPL13A	0.1095091022270741	0.19344665736677227	-0.3309782559510172	1.2279645498234002e-07	0.4632361864334433	4.170765317865456e-14	-0.0922521781333305	0.16394248128912747	additive
RPS12	0.15827382850188193	0.09037595590986967	-0.21161742629199287	0.012960996302716835	0.4030479784775871	1.7803724347617032e-07	-0.015383388219607764	0.8831868235050334	additive
CALR	-0.399274577149316	3.6357097851868306e-12	-0.00392025063741024	0.9738957365611727	-0.4033287063091806	2.4494155911781767e-12	-0.19185873164989106	0.0004168076246733419	dominant_P2
GNB2L1	0.11651497357264222	0.10528254353675755	0.032690635539916454	0.7582749619844852	0.08573207384809314	0.2432985042231099	0.06205642492595178	0.3153579568083606	conserved
RPS27A	0.22024017522298683	0.003576345652924242	-0.15137288643214863	0.06841325761975049	0.3973441951509822	6.061030684248884e-09	0.021167826393300157	0.798288631545891	additive
RPL32	0.15473982974223371	0.03377845380734753	-0.2683964731678907	1.832922780058088e-05	0.44563676091911675	9.13855479037527e-14	-0.038304961403533004	0.5825012014646505	additive
RPS10-NUDT3	-0.019637234821322718	0.8944014558545642	-0.2942585697848439	0.00014954254938774204	0.2835341245741514	0.0002830421952012959	-0.14301087211673963	0.054280869893247014	additive
RPL22	-0.03397532241885105	0.7618002937693912	-0.32879330593824796	5.3543603890463485e-08	0.2966458840994665	1.2744948157184694e-06	-0.17475393791129712	0.0023992793195613924	dominant_P1
