area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,nucleus_id,nucleus_class,root,sample,well,site,timecode,selected_rank
69.0,28.14213562373095,10.177056960547668,8.647734918764156,-28.410959474079082,547.5104146002776,79.27362147529844,28.667766086049767,24.359816672575086,1.0948253669686387,1.1768465449218541,0.8482322860284851,0.971830985915493,389.81159420289856,1212.304347826087,5,4,DOUBLE,KH2506,F3,D6,1,01d00h00m,1
95.0,33.55634918610404,11.829287415582861,10.224349471747303,-77.78039770220671,753.8186867684982,94.52492728480011,33.32193638192355,28.800984427457188,1.0601908685338755,1.1569721328746092,0.8644035782833581,0.9693877551020408,419.63157894736844,1278.4421052631578,11,11,DOUBLE,KH2506,F3,D6,1,01d00h00m,2
87.0,32.14213562373095,12.504735127830063,8.823032048796364,75.5658834152832,690.3392184090458,90.54122710910126,35.2246059938875,24.853611405060178,1.0582289981091215,1.4172832036279361,0.7084029762710493,0.9775280898876404,424.04597701149424,1465.5172413793102,13,14,DOUBLE,KH2506,F3,D6,1,01d00h00m,3
68.0,28.14213562373095,10.243925341601912,8.458920916798725,-59.890118617948595,539.5754810553461,79.27362147529844,28.856127722822286,23.827946244503448,1.0789583326647456,1.2110203467274785,0.8250613100882378,0.9577464788732394,947.1323529411765,416.6029411764706,240,404,DOUBLE,KH2506,F3,D6,1,01d00h00m,4
71.0,28.72792206135785,10.46749821486073,8.639592024753403,15.205052536349141,563.3802816901408,80.92372411650098,29.48591046439642,24.33687894296733,1.081084859110734,1.2115732067984424,0.8250545740858316,0.9594594594594594,840.6760563380282,888.3380281690141,181,296,DOUBLE,KH2506,F3,D6,1,01d00h00m,5
64.0,28.14213562373095,10.868960213113489,7.527973923025768,31.28591576946212,507.83574687561986,79.27362147529844,30.616789332714053,21.205560346551458,1.0154901954491722,1.4438094929989949,0.6897855537586354,0.9411764705882353,708.890625,1154.984375,124,199,DOUBLE,KH2506,F3,D6,1,01d00h00m,6
73.0,28.727922061357855,10.115500577584369,9.182935310009823,82.00104247601725,579.2501487800039,80.92372411650099,28.494367824181317,25.867423408478373,1.1115379537335712,1.1015541584571555,0.9083604573920786,0.9733333333333334,953.9041095890411,1808.3835616438357,239,413,MC,KH2506,F3,D6,1,01d00h00m,7
77.0,30.14213562373095,11.029791573485031,8.893096320931111,-85.05387179345355,610.9898829597302,84.90742429219985,31.06983541826769,25.050975551918622,1.0650072150799437,1.240264490054484,0.8058723075446024,0.9506172839506173,461.2987012987013,1157.974025974026,25,30,DOUBLE,KH2506,F3,D6,1,01d00h00m,8
56.0,25.556349186104043,10.493035814481285,6.857758559269755,-46.29812442495072,444.3562785161674,71.98971601719448,29.557847364736013,19.317629744421843,1.077457786836074,1.5300970023649578,0.6475835903396349,1.0,1347.482142857143,407.76785714285717,434,763,MC,KH2506,F3,D6,1,01d00h00m,9
57.0,25.556349186104047,10.112713643383042,7.184474878279536,27.32052762064218,452.2912120610989,71.9897160171945,28.486517305304343,20.237957403604327,1.0966981044581463,1.407578676899032,0.7096587384655684,0.9827586206896551,1213.3157894736842,589.421052631579,356,621,DOUBLE,KH2506,F3,D6,1,01d00h00m,10
62.0,25.899494936611664,9.444095455133603,8.30878499352728,-15.252570168966585,491.9658797857567,72.95632376510328,26.60308578910874,23.405028150781067,1.1614993295698433,1.1366397689302052,0.8850770346072958,1.0,1307.8870967741937,1263.4032258064517,410,717,DOUBLE,KH2506,F3,D6,1,01d00h00m,11
64.0,28.14213562373095,11.237619579229818,7.245222559901846,63.83653836905817,507.83574687561986,79.27362147529844,31.655266420365685,20.409077633526326,1.0154901954491722,1.5510385617998268,0.6452699497315295,0.9411764705882353,1341.703125,1766.0625,430,758,DOUBLE,KH2506,F3,D6,1,01d00h00m,12
75.0,29.556349186104043,10.256889750975981,9.314616433487238,57.89125010162005,595.1200158698671,83.2573216509973,28.89264718584783,26.238356150668274,1.0788710755509408,1.1011607213477035,0.907695133874127,0.9615384615384616,910.72,1302.48,212,357,MC,KH2506,F3,D6,1,01d00h00m,13
79.0,31.79898987322333,12.485608979989491,8.156927220782228,-44.967122422471704,626.8597500495932,89.57461936119248,35.17072952109716,22.977259776851344,0.9817712417488639,1.5306755401934498,0.6452347523894295,0.9518072289156626,880.5696202531645,1192.1645569620252,199,326,DOUBLE,KH2506,F3,D6,1,01d00h00m,14
89.0,33.55634918610404,13.033020361151541,8.714567569821421,5.801906948897297,706.2090854989088,94.52492728480011,36.71273341169448,24.54807766146879,0.9932314452580517,1.495544128464267,0.667129242716772,0.9468085106382979,1570.2247191011236,862.4269662921348,533,936,DOUBLE,KH2506,F3,D6,1,01d00h00m,15
88.0,32.72792206135785,12.615910546912335,8.938839446991032,7.502653538526474,698.2741519539773,92.1913297503038,35.53777618848545,25.17982942814375,1.0324182469514704,1.4113588930338232,0.7039723292584382,0.967032967032967,1662.4772727272727,1309.034090909091,578,1017,DOUBLE,KH2506,F3,D6,1,01d00h00m,16
106.0,36.14213562373095,13.634248919860028,9.94379511575314,13.955825608337625,841.1029557627454,101.80883274290407,38.406334985521205,28.01069046691025,1.0197368339698556,1.3711313196970847,0.726028295251906,0.9724770642201835,1537.2169811320755,1833.7358490566037,505,916,DOUBLE,KH2506,F3,D6,1,01d00h00m,17
79.0,30.14213562373095,10.872042853115548,9.228547733477818,-1.882192570707683,626.8597500495932,84.90742429219985,30.625472825677598,25.99590910838822,1.0926697401469552,1.178088163717865,0.8509712717943715,0.9753086419753086,785.3291139240506,1053.0632911392406,156,254,DOUBLE,KH2506,F3,D6,1,01d00h00m,18
76.0,30.384776310850235,11.011452109614194,8.849620866098402,79.69515353123397,603.0549494147986,85.59091918549362,31.0181749566597,24.92850948196733,1.0344544432660352,1.2442851819559242,0.7980581227577886,0.987012987012987,2001.421052631579,1226.1842105263158,676,1172,DOUBLE,KH2506,F3,D6,1,01d00h00m,19
69.0,28.14213562373095,10.206563741443645,8.584749981695602,32.91868043773237,547.5104146002776,79.27362147529844,28.750883778714492,24.182394314635495,1.0948253669686387,1.1889179956557936,0.8433349618197451,0.9583333333333334,1936.391304347826,1568.072463768116,662,1160,DOUBLE,KH2506,F3,D6,1,01d00h00m,20
96.0,34.72792206135786,13.462847028505378,9.170833137868092,7.526391092110685,761.7536203134298,97.82513256720523,37.923512756353176,25.83333278272702,1.0002844114037328,1.4680069766960162,0.6743844214684186,0.96,575.2395833333334,1289.8125,68,90,DOUBLE,KH2506,F3,D6,1,01d00h00m,21
75.0,29.556349186104043,10.122978077998589,9.431068240962597,-47.38782291729631,595.1200158698671,83.2573216509973,28.515431205629824,26.566389411162245,1.0788710755509408,1.0733649486312455,0.9318688386201793,0.9493670886075949,614.2,1062.36,81,117,DOUBLE,KH2506,F3,D6,1,01d00h00m,22
70.0,29.79898987322333,10.524179336059703,8.521426554688112,38.72070003145943,555.4453481452092,83.94081654429107,29.64557559453437,24.004018463910175,0.9906148152434087,1.2350255287091296,0.8046956962626212,0.9459459459459459,909.1571428571428,431.5857142857143,213,355,DOUBLE,KH2506,F3,D6,1,01d00h00m,23
