Date Time	Elapsed	1806_F1 (8) 5K / well (B2)	1806_F1 (8) 5K / well (B3)	1806_F1 (8) 5K / well (B4)	1806_F1 (8) 5K / well (B5)	1806_F1 (8) 5K / well (B6)	1806_F1 (8) 5K / well (B7)	1806_F1 (8) 5K / well (B8)	1806_F1 (8) 5K / well (B9)	1806_F1 (8) 5K / well (B10)	1806_F1 (8) 5K / well (B11)	1806_F1 (8) 5K / well (C2)	1806_F1 (8) 5K / well (C3)	1806_F1 (8) 5K / well (C4)	1806_F1 (8) 5K / well (C5)	1806_F1 (8) 5K / well (C6)	1806_F1 (8) 5K / well (C7)	1806_F1 (8) 5K / well (C8)	1806_F1 (8) 5K / well (C9)	1806_F1 (8) 5K / well (C10)	1806_F1 (8) 5K / well (C11)	1806_F1 (8) 5K / well (D2)	1806_F1 (8) 5K / well (D3)	1806_F1 (8) 5K / well (D4)	1806_F1 (8) 5K / well (D5)	1806_F1 (8) 5K / well (D6)	1806_F1 (8) 5K / well (D7)	1806_F1 (8) 5K / well (D8)	1806_F1 (8) 5K / well (D9)	1806_F1 (8) 5K / well (D10)	1806_F1 (8) 5K / well (D11)
8/11/2024 6:25:00 AM	40	68.31082	63.96725	77.21213	58.9672	57.79323	55.00343	56.19738	52.58906	50.74308	56.42957	72.70138	61.8573	63.80327	61.76926	58.32927	56.74973	66.7774	60.63105	51.9253	57.07743	73.6772	64.81906	73.10513	66.99292	59.36848	60.66125	61.5215	53.98705	60.52714	53.46276
8/11/2024 10:25:00 AM	44	76.25292	69.33624	83.74245	68.3788	63.71776	61.27266	62.81022	59.15098	55.79142	62.0802	78.91189	69.21545	70.31418	67.72967	64.47819	63.31359	74.1674	65.56219	56.93312	63.27248	79.73442	70.36567	80.57429	74.17416	65.95039	66.91994	66.93557	60.92629	66.79182	60.8452
8/11/2024 2:25:00 PM	48	82.04952	76.53745	88.83599	73.91018	70.33833	67.22141	68.9272	65.69558	63.01734	66.18887	83.28207	75.84473	77.35896	73.35645	70.33061	71.28071	79.5058	69.36868	62.18234	69.14858	85.06155	75.83945	86.79502	80.66374	72.3744	73.57265	72.47417	67.11194	70.89301	67.28871
8/11/2024 6:25:00 PM	52	88.15163	81.69704	93.40002	80.54649	76.02525	73.22153	74.50507	70.36448	69.70403	72.16621	88.14824	81.72452	83.27652	80.30402	77.50908	77.26694	85.57396	75.99524	67.91237	75.4894	89.27013	81.67069	92.32727	86.36051	77.84847	79.91885	79.23257	71.93154	77.18694	73.28374
8/11/2024 10:25:00 PM	56	93.25706	87.23411	96.75853	86.96687	82.61517	81.30736	80.82181	74.98801	76.29649	77.49126	92.15105	87.20321	90.31995	85.94534	84.53625	84.22694	90.2506	80.38294	73.91411	81.46752	92.9401	87.3839	95.57175	90.70564	84.06078	86.63857	84.92294	79.34371	81.87209	79.92363
8/12/2024 2:25:00 AM	60	96.86379	92.06026	98.87865	91.28142	87.37268	86.92966	86.62988	81.07235	81.47158	82.03524	95.64783	91.61508	93.37666	91.14487	90.0829	89.77103	93.96306	86.21301	80.63715	87.59461	95.51821	91.74219	98.28025	94.7192	89.92755	91.26062	91.03763	84.55681	86.28491	85.619
8/12/2024 6:25:00 AM	64	99.05164	95.48758	99.83344	94.96303	92.3475	91.71453	91.19183	86.3838	87.53727	87.13302	97.8451	94.60194	96.90619	95.1193	94.98409	93.84751	97.0081	90.25683	86.73093	92.36866	97.70287	95.26685	99.66038	97.66902	93.56676	94.66215	95.13663	90.13744	92.22108	90.84547
8/12/2024 10:25:00 AM	68	99.8225	97.65521	99.98047	97.55659	96.05857	95.77682	95.07757	91.70353	92.67097	91.78075	99.23303	97.18571	98.98297	97.84138	97.85745	96.77608	99.21808	94.50506	91.78651	95.93578	99.37701	97.49972	99.95626	99.26302	96.88313	97.17538	97.97703	94.33999	94.5329	94.43381
8/12/2024 2:25:00 PM	72	99.98542	99.02601	99.99761	99.01805	98.22643	97.80783	97.61932	94.7602	95.50208	94.99642	99.84073	98.89627	99.84214	99.10984	99.52212	98.75858	99.93636	97.22044	96.05075	98.34471	99.99527	98.9113	99.96329	99.90326	98.61564	98.58867	99.41098	97.53582	96.928	96.42139
8/12/2024 6:25:00 PM	76	99.99274	99.72505	100	99.82849	99.47045	99.45996	99.19297	97.2475	97.36477	97.8212	100	99.76805	99.99364	99.8048	99.99921	99.66078	99.99527	98.82728	98.78812	99.46548	99.99854	99.71211	99.9875	99.99828	99.57501	99.57508	99.99467	98.65457	98.80812	98.17421
8/12/2024 10:25:00 PM	80	99.99602	99.99662	100	99.98029	99.97314	99.93153	99.81618	99.05134	98.7251	99.37475	100	100	100	99.99699	100	99.99055	99.98573	99.64787	99.72464	99.94961	99.99854	99.98619	100	100	99.89265	99.97054	100	99.50604	99.71006	99.26662
8/13/2024 2:25:00 AM	84	100	100	100	100	100	99.99531	99.99409	99.8587	99.72855	99.95566	99.99312	100	100	100	99.99602	99.99836	100	99.97184	99.975	99.99921	100	100	100	100	100	99.99513	100	99.93687	99.98553	99.82082
8/13/2024 6:25:00 AM	88	100	100	100	100	100	100	100	99.99255	99.97753	100	99.99769	100	100	100	100	100	100	100	100	100	100	99.99811	100	100	100	100	100	99.98054	99.99252	99.99687
8/13/2024 10:25:00 AM	92	100	100	100	100	100	100	100	99.99791	100	99.99687	100	100	100	100	100	99.99717	100	99.99267	100	100	99.98418	99.99854	100	100	100	100	100	99.99233	99.98977	100
8/13/2024 2:25:00 PM	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	99.9978	100	99.99921	100	100	100	100	100	100	100	100	100	100	99.98928	100
8/13/2024 6:25:00 PM	100	100	100	100	99.99434	99.9978	99.98363	100	99.99445	100	100	100	100	100	100	100	100	100	99.99997	100	100	100	99.99635	100	100	100	100	100	99.9978	99.99527	100
8/13/2024 10:25:00 PM	104	100	100	100	100	100	100	100	99.99632	100	100	100	100	100	99.99438	100	100	100	100	100	100	100	100	100	100	100	100	100	99.99722	100	100
8/14/2024 2:25:00 AM	108	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	99.99342	100	100	100	100	100	100	100	100	99.99564	100	100
8/14/2024 6:25:00 AM	112	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	99.99821	100	100
8/14/2024 10:25:00 AM	116	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/14/2024 2:25:00 PM	120	100	100	100	100	100	100	99.99828	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/14/2024 6:25:00 PM	124	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/14/2024 10:25:00 PM	128	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/15/2024 2:25:00 AM	132	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/15/2024 6:25:00 AM	136	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/15/2024 10:25:00 AM	140	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/15/2024 2:25:00 PM	144	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/15/2024 6:25:00 PM	148	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/15/2024 10:25:00 PM	152	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/16/2024 2:25:00 AM	156	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/16/2024 6:25:00 AM	160	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
8/16/2024 10:25:00 AM	164	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
