Date Time	Elapsed	1806_F1 (8) 5K / well (B2)	1806_F1 (8) 5K / well (B3)	1806_F1 (8) 5K / well (B4)	1806_F1 (8) 5K / well (B5)	1806_F1 (8) 5K / well (B6)	1806_F1 (8) 5K / well (B7)	1806_F1 (8) 5K / well (B8)	1806_F1 (8) 5K / well (B9)	1806_F1 (8) 5K / well (B10)	1806_F1 (8) 5K / well (B11)	1806_F1 (8) 5K / well (C2)	1806_F1 (8) 5K / well (C3)	1806_F1 (8) 5K / well (C4)	1806_F1 (8) 5K / well (C5)	1806_F1 (8) 5K / well (C6)	1806_F1 (8) 5K / well (C7)	1806_F1 (8) 5K / well (C8)	1806_F1 (8) 5K / well (C9)	1806_F1 (8) 5K / well (C10)	1806_F1 (8) 5K / well (C11)	1806_F1 (8) 5K / well (D2)	1806_F1 (8) 5K / well (D3)	1806_F1 (8) 5K / well (D4)	1806_F1 (8) 5K / well (D5)	1806_F1 (8) 5K / well (D6)	1806_F1 (8) 5K / well (D7)	1806_F1 (8) 5K / well (D8)	1806_F1 (8) 5K / well (D9)	1806_F1 (8) 5K / well (D10)	1806_F1 (8) 5K / well (D11)
8/9/2024 2:25:00 PM	0	23.82935	19.06065	22.89992	20.22651	18.70132	14.42186	15.53356	17.7347	14.08323	13.75708	21.97684	19.78685	23.32893	25.88084	14.666	16.00673	17.88507	20.18019	14.89727	19.99333	23.31174	21.71632	20.48835	17.6455	14.27922	29.03253	21.96709	13.94744	25.87834	24.47324
8/9/2024 6:25:00 PM	4	29.63799	23.68768	31.67074	24.10563	25.88433	21.39762	21.78755	22.65331	20.84278	23.52914	26.96854	23.79827	29.80607	25.22005	20.57497	21.99423	25.17277	31.76733	23.55954	22.92393	25.69043	27.21887	29.38095	26.85086	21.15192	23.02799	32.08613	20.38371	35.08541	20.17727
8/9/2024 10:25:00 PM	8	31.93945	25.39929	33.22654	27.05222	26.28973	22.6897	24.1967	26.54737	20.93556	25.56755	29.45695	25.65993	30.41133	26.78993	22.24803	23.47177	26.62901	35.89483	24.5023	25.26482	27.66147	29.58709	30.27243	28.69153	23.08852	25.42549	34.23663	21.98586	37.06499	21.67914
8/10/2024 2:25:00 AM	12	33.74766	28.34936	35.68961	28.57897	29.68138	24.76579	28.2315	26.30421	21.80709	27.69015	31.36211	28.60312	32.31421	29.10636	24.74728	25.48299	29.02179	35.20422	27.22866	26.66268	30.07228	33.00023	32.95765	32.15113	26.43202	28.59135	37.43287	24.02082	38.90292	23.30645
8/10/2024 6:25:00 AM	16	38.58828	33.95387	39.56234	33.39869	33.00119	27.96478	30.35603	29.73241	23.97601	29.83439	35.30095	33.08774	37.76848	32.70747	29.02781	29.87161	33.10662	39.6068	28.39125	31.42873	35.30033	37.1554	37.57582	35.66138	28.84768	31.44501	37.85429	27.4165	44.0783	25.55914
8/10/2024 10:25:00 AM	20	40.90582	37.73557	43.15285	35.04466	35.72204	31.71619	34.9871	32.3281	26.6661	32.82476	40.54642	35.84385	41.80745	36.71436	33.56826	32.55853	37.02671	43.13142	31.57166	34.79667	40.76629	41.18767	42.96806	39.91118	33.00244	35.33716	42.3151	31.04761	43.47326	29.60388
8/10/2024 2:25:00 PM	24	43.62695	41.74755	48.37008	39.98369	37.21525	35.49083	37.60952	35.01495	31.93912	32.0507	49.35025	41.36893	44.72765	40.66813	36.87501	38.10421	43.06942	43.13748	33.41615	38.85078	46.92893	44.63364	48.029	43.48906	38.18878	40.66822	42.1283	34.77955	40.76106	35.21123
8/10/2024 6:25:00 PM	28	50.1749	47.24921	53.80531	45.43388	41.85907	41.37477	41.64642	39.73913	35.46227	39.84871	54.75361	45.54438	48.05417	45.04496	41.91604	40.46415	46.86017	47.99079	39.66731	44.18855	53.15454	49.05093	57.58755	48.88531	41.54551	44.83943	47.22189	38.98594	49.48726	39.51195
8/10/2024 10:25:00 PM	32	56.25253	51.83599	59.63781	47.33781	44.97282	44.57272	45.87718	42.84648	40.81889	45.18784	59.83753	50.85596	52.30947	50.26568	46.81507	45.22895	52.06778	51.22501	42.15695	47.54369	59.16649	54.37594	62.70559	54.51486	47.10438	49.265	50.74018	43.33631	53.59562	43.62545
8/11/2024 2:25:00 AM	36	62.26852	57.38486	68.87305	54.72388	51.2868	48.38162	50.88256	47.33353	44.9118	49.60293	65.66386	55.63681	60.28674	55.38306	52.1608	50.8143	59.73512	55.73069	47.42384	53.35725	66.24946	59.56194	67.63142	60.99724	52.89217	54.18716	56.75618	49.07422	59.74949	48.53501
