image_name,cell_number,slide_alpha,cell_slide_replicate,count,notes,clone,week,,,,,,,,,,,,,,,,,,,,
04_4_22_16cell_b.3,16,b,3,81,,1806_16,5,,,,,,,,,,,,,,,,,,,,
04_4_22_16cell_b.4,16,b,4,92,,1806_16,5,,,,,,,,,,,,,,,,,,,,
04_5_22_16cell_c.1,16,c,1,52,,1806_16,5,,,,,,,,,,,,,,,,,,,,
04_5_22_16cell_c.2,16,c,2,68,,1806_16,5,,,,,,,,,,,,,,,,,,,,
04_5_22_16cell_c.3,16,c,3,68,,1806_16,5,,,,,,,,,,,,,,,,,,,,
04_5_22_16cell_c.4,16,c,4,73,,1806_16,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_a.1,17,a,1,91,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_a.2,17,a,2,83,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_a.3,17,a,3,87,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_a.4,17,a,4,82,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_b.1,17,b,1,81,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_b.2,17,b,2,70,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_5_22_17cell_b.3,17,b,3,73,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_12_22_17cell_c.1,17,c,1,152,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_12_22_17cell_c.2,17,c,2,108,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_12_22_17cell_c.3,17,c,3,76,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_12_22_17cell_c.4,17,c,4,78,,1806_17,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_a.1,18,a,1,42,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_a.2,18,a,2,47,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_a.3,18,a,3,49,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_a.4,18,a,4,42,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_b.1,18,b,1,47,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_b.2,18,b,2,25,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_b.3,18,b,3,42,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_b.4,18,b,4,31,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_c.1,18,c,1,48,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_c.2,18,c,2,43,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_c.3,18,c,3,44,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_18cell_c.4,18,c,4,47,,1806_18,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_a.1,19,a,1,50,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_a.2,19,a,2,48,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_a.3,19,a,3,45,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_a.4,19,a,4,37,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_b.1,19,b,1,56,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_b.2,19,b,2,46,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_b.3,19,b,3,44,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_b.4,19,b,4,37,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_c.1,19,c,1,49,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_c.2,19,c,2,41,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_c.3,19,c,3,50,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_19cell_c.4,19,c,4,44,,1806_19,5,,,,,,,,,,,,,,,,,,,,
04_12_22_26cell_a.1,26,a,1,25,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_12_22_26cell_a.2,26,a,2,31,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_12_22_26cell_a.3,26,a,3,16,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_12_22_26cell_a.4,26,a,4,48,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_b.1,26,b,1,42,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_b.2,26,b,2,20,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_b.3,26,b,3,19,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_b.4,26,b,4,18,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_c.1,26,c,1,39,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_c.2,26,c,2,43,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_c.3,26,c,3,40,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_26cell_c.4,26,c,4,42,,1806_26,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_a.1,25,a,1,51,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_a.2,25,a,2,38,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_a.3,25,a,3,48,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_a.4,25,a,4,98,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_b.1,25,b,1,77,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_b.2,25,b,2,76,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_b.3,25,b,3,46,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_b.4,25,b,4,20,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_c.1,25,c,1,73,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_c.2,25,c,2,49,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_c.3,25,c,3,45,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_25cell_c.4,25,c,4,38,,1806_25,5,,,,,,,,,,,,,,,,,,,,
04_19_22_27cell_a.1,27,a,1,85,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_19_22_27cell_a.3,27,a,3,83,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_19_22_27cell_a.4,27,a,4,85,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_26_22_27cell_b.2,27,b,2,68,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_26_22_27cell_b.4,27,b,4,80,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_26_22_27cell_c.1,27,c,1,66,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_26_22_27cell_c.2,27,c,2,69,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_26_22_27cell_c.3,27,c,3,76,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_26_22_27cell_c.4,27,c,4,74,,1806_27,5,,,,,,,,,,,,,,,,,,,,
04_01_22_02cell_a.1,2,a,1,36,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_a.2,2,a,2,107,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_a.3,2,a,3,110,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_b.1,2,b,1,128,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_b.2,2,b,2,90,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_b.3,2,b,3,108,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_b.4,2,b,4,133,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_c.1,2,c,1,43,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_1_22_02cell_c.4,2,c,4,72,,1806_02,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_a.1.jpg,28,a,1,70,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_a.2.jpg,28,a,2,68,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_a.3.jpg,28,a,3,89,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_a.4.jpg,28,a,4,67,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_b.1.jpg,28,b,1,51,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_b.2.jpg,28,b,2,65,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_b.3.jpg,28,b,3,41,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_b.4.jpg,28,b,4,36,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_c.1.jpg,28,c,1,43,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_c.2.jpg,28,c,2,90,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_c.3.jpg,28,c,3,75,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_28cell_c.4.jpg,28,c,4,29,,1806_28,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_a.1.jpg,29,a,1,19,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_a.2.jpg,29,a,2,19,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_a.3.jpg,29,a,3,20,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_a.4.jpg,29,a,4,19,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_b.1.jpg,29,b,1,49,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_b.2.jpg,29,b,2,47,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_b.3.jpg,29,b,3,,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_b.4.jpg,29,b,4,,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_c.1.jpg,29,c,1,67,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_c.2.jpg,29,c,2,59,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_c.3.jpg,29,c,3,79,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_29cell_c.4.jpg,29,c,4,85,,1806_29,5,,,,,,,,,,,,,,,,,,,,
04_26_22_GFPcell_a.1.jpg,GFP,a,1,58,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_26_22_GFPcell_a.2.jpg,GFP,a,2,90,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_26_22_GFPcell_a.3.jpg,GFP,a,3,26,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_26_22_GFPcell_a.4.jpg,GFP,a,4,37,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_a.5.jpg,GFP,a,5,50,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_a.6.jpg,GFP,a,6,51,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_b.1.jpg,GFP,b,1,48,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_b.2.jpg,GFP,b,2,50,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_b.3.jpg,GFP,b,3,45,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_b.4.jpg,GFP,b,4,82,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_b.5.jpg,GFP,b,5,88,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_b.6.jpg,GFP,b,6,47,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_c.1.jpg,GFP,c,1,51,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_c.2.jpg,GFP,c,2,46,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_c.3.jpg,GFP,c,3,45,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_c.4.jpg,GFP,c,4,45,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_c.5.jpg,GFP,c,5,48,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_GFPcell_c.6.jpg,GFP,c,6,91,,1806_GFP,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_a.1.jpg,MC,a,1,89,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_a.2.jpg,MC,a,2,51,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_a.3.jpg,MC,a,3,47,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_a.4.jpg,MC,a,4,49,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_a.5.jpg,MC,a,5,46,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_a.6.jpg,MC,a,6,45,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_b.1.jpg,MC,b,1,46,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_b.2.jpg,MC,b,2,43,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.1.jpg,MC,c,1,47,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.2.jpg,MC,c,2,87,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.3.jpg,MC,c,3,39,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.4.jpg,MC,c,4,48,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.5.jpg,MC,c,5,53,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.6.jpg,MC,c,6,55,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.7.jpg,MC,c,7,46,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
04_29_22_MCcell_c.8.jpg,MC,c,8,,,1806_MC,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
