area_px,perimeter_px,major_px,minor_px,angle_deg,area_um2,perimeter_um,major_um,minor_um,circularity,aspect_ratio,roundness,solidity,centroid_row,centroid_col,cell_id,nucleus_id,nucleus_class,root,sample,well,site,timecode,selected_rank
38.0,19.899494936611667,7.393983130181436,6.49051595823555,35.942568000429816,301.5274747073993,56.05491531439906,20.82812149346883,18.28314354432549,1.2058946070958918,1.1391980510886062,0.884986823384114,0.9743589743589743,410.10526315789474,1138.7894736842106,6,14,GFP,KH2506,C7,D6,1,01d00h00m,1
54.0,23.899494936611667,8.566371229953948,7.962876829852851,-45.0,428.48641142630424,67.32252094820187,24.130623182968865,22.430638957331972,1.18802663512012,1.0757884886324744,0.9369363675423288,1.0,449.6111111111111,1417.611111111111,22,23,GFP,KH2506,C7,D6,1,01d00h00m,2
70.0,29.556349186104043,11.841566826305103,7.568311298729527,-36.168782695097065,555.4453481452092,83.2573216509973,33.35652627128198,21.319186756984582,1.006946337180878,1.5646247040991716,0.6356086783081719,0.958904109589041,458.8857142857143,1259.9857142857143,24,24,GFP,KH2506,C7,D6,1,01d00h00m,3
65.0,29.899494936611667,12.164402232866497,6.876345181181671,-83.43033065527774,515.7706804205515,84.2239293989061,34.26592178272252,19.36998642586386,0.9136829403192551,1.7690214659608021,0.5592962800059319,0.9154929577464789,439.9076923076923,1167.4153846153847,19,19,GFP,KH2506,C7,D6,1,01d00h00m,4
56.0,24.727922061357855,9.009678080215977,7.900154149429825,77.10420788187875,444.3562785161674,69.65611848269818,25.37937487384782,22.253955350506548,1.15086039445801,1.140443326775621,0.8783742550005537,0.9824561403508771,744.4285714285714,864.8035714285714,144,123,GFP,KH2506,C7,D6,1,01d00h00m,5
59.0,26.14213562373095,8.82112969734001,8.5377860007175,86.94224821685732,468.16107915096205,73.63981865839703,24.848252668563408,24.05010141047183,1.0848751185407877,1.0331870225604975,0.9654142726768805,0.9365079365079365,698.0508474576271,1320.322033898305,128,108,GFP,KH2506,C7,D6,1,01d00h00m,6
43.0,21.31370849898476,7.826710436402423,7.0101168615150184,-3.44576511685736,341.2021424320571,60.03861549009791,22.04707165183781,19.746808060605684,1.1894885778814956,1.1164878690354563,0.893758203424839,1.0,825.8139534883721,1544.7441860465117,186,166,GFP,KH2506,C7,D6,1,01d00h00m,7
56.0,26.14213562373095,9.471220413270144,7.610416076854586,85.01785309208998,444.3562785161674,73.63981865839703,26.67949412188773,21.437791765787562,1.0297119769200695,1.244507569313429,0.7948519764418803,0.9333333333333333,925.4107142857143,1959.375,248,222,GFP,KH2506,C7,D6,1,01d00h00m,8
57.0,24.727922061357855,9.07509582736056,7.955031421741769,70.17107834549154,452.2912120610989,69.65611848269818,25.56365021791707,22.408539216173995,1.1714114729304743,1.1407994948401539,0.8812163270170358,1.0,428.63157894736844,1142.157894736842,15,17,GFP,KH2506,C7,D6,1,01d00h00m,9
51.0,25.31370849898476,9.793563042725687,6.666205455099865,83.0649105816617,404.68161079150957,71.30622112390073,27.58750152880475,18.778043535492575,1.000157718336131,1.4691360937928024,0.6770158684426326,0.9107142857142857,416.19607843137254,1065.6666666666667,10,15,GFP,KH2506,C7,D6,1,01d00h00m,10
71.0,28.14213562373095,10.299663096667556,8.786421859289003,27.765520045851897,563.3802816901408,79.27362147529844,29.01313548357058,24.75048411067325,1.1265594355764255,1.1722249695737923,0.8521625201731089,1.0,1213.7605633802816,1245.774647887324,432,243,GFP,KH2506,C7,D6,1,01d00h00m,11
58.0,25.31370849898476,9.03545953001053,8.137723271717904,0.8485780948001389,460.2261456060305,71.30622112390073,25.451998676085996,22.923164145684236,1.1374342679116785,1.1103178651223795,0.9045605060803207,0.9666666666666667,794.0344827586207,1229.4137931034484,163,147,GFP,KH2506,C7,D6,1,01d00h00m,12
59.0,25.899494936611667,9.135555808402207,8.248534198461677,71.68118601862238,468.16107915096205,72.95632376510328,25.73396002366819,23.235307601300494,1.1052977491067861,1.1075368772922052,0.9001029399779121,0.9672131147540983,567.6949152542373,1304.7796610169491,68,57,GFP,KH2506,C7,D6,1,01d00h00m,13
56.0,25.31370849898476,9.442634706683068,7.568052940244835,33.23097890617626,444.3562785161674,71.30622112390073,26.598971004741035,21.318458986605165,1.0982123966043793,1.2476967036620106,0.7996717748060332,0.9655172413793104,1727.0892857142858,719.2321428571429,739,367,GFP,KH2506,C7,D6,1,01d00h00m,14
61.0,25.899494936611667,9.51231476779503,8.120242289311994,-17.412961053356174,484.0309462408252,72.95632376510328,26.79525286702825,22.873921941723925,1.1427654694154907,1.171432382050386,0.8583561593037804,0.9838709677419355,1764.0819672131147,1049.655737704918,755,384,GFP,KH2506,C7,D6,1,01d00h00m,15
53.0,23.899494936611667,8.422832089311575,7.976068288837565,-31.99637412323398,420.5514778813727,67.32252094820187,23.72628757552556,22.467797996725533,1.1660261418771551,1.056013036034214,0.951195314141414,0.9814814814814815,1587.6415094339623,1516.6792452830189,670,299,GFP,KH2506,C7,D6,1,01d00h00m,16
42.0,21.31370849898476,7.667183282174416,7.0475396598227205,-5.157521177163358,333.26720888712555,60.03861549009791,21.597699386406802,19.852224393866816,1.1618260528144841,1.0879233962859718,0.9096780569028913,0.9767441860465116,1540.7380952380952,1939.2857142857142,643,273,GFP,KH2506,C7,D6,1,01d00h00m,17
46.0,22.14213562373095,8.44419018178102,6.928203230275509,45.0,365.00694306685176,62.372213024594224,23.78645121628456,19.5160654373958,1.1790403893488046,1.2188138686349166,0.8213947794693914,1.0,485.5,1271.5,31,29,GFP,KH2506,C7,D6,1,01d00h00m,18
90.0,32.970562748477136,11.794294164346343,9.735961490911933,81.60598059975077,714.1440190438404,92.87482464359756,33.22336384322914,27.42524363637164,1.040398347668514,1.2114154493478397,0.8237752075502259,0.9574468085106383,1963.5,1326.3777777777777,819,424,GFP,KH2506,C7,D6,1,01d00h00m,19
55.0,24.727922061357855,8.926274853922578,7.827497454856385,-34.563980138235465,436.42134497123584,69.65611848269818,25.144436208232612,22.04928860522925,1.1303093159855457,1.1403740346647424,0.8788854960138568,0.9649122807017544,605.8363636363637,1254.6181818181817,89,75,GFP,KH2506,C7,D6,1,01d00h00m,20
38.0,19.899494936611667,7.393983130181436,6.49051595823555,35.942568000429816,301.5274747073993,56.05491531439906,20.82812149346883,18.28314354432549,1.2058946070958918,1.1391980510886062,0.884986823384114,0.9743589743589743,468.89473684210526,924.2105263157895,28,26,GFP,KH2506,C7,D6,1,01d00h00m,21
42.0,21.31370849898476,8.294020640328672,6.440248078602804,61.10353208218973,333.26720888712555,60.03861549009791,23.363438423461044,18.141543883388177,1.1618260528144841,1.2878417941515135,0.7773725219645952,0.9767441860465116,922.9047619047619,1088.1666666666667,245,219,GFP,KH2506,C7,D6,1,01d00h00m,22
58.0,27.31370849898476,11.187905893965546,6.659072521343568,15.625278421877196,460.2261456060305,76.94002394080213,31.51522787032548,18.757950764348077,0.9769594030704232,1.6800997223121121,0.5899843651858686,0.9666666666666667,918.5172413793103,1276.0,237,213,GFP,KH2506,C7,D6,1,01d00h00m,23
47.0,23.31370849898476,9.812688481750703,6.090977630837729,80.01084284892704,372.94187661178336,65.67241830699932,27.641376004931555,17.157683467148534,1.0866382742315588,1.61102027892378,0.6214868631833722,1.0,898.6808510638298,1127.5531914893618,226,206,GFP,KH2506,C7,D6,1,01d00h00m,24
51.0,23.899494936611667,9.237604307034013,7.002828011152852,45.0,404.68161079150957,67.32252094820187,26.021420583194402,19.72627608775451,1.1220251553912246,1.319124829614837,0.7609595716581243,0.9622641509433962,581.7254901960785,663.7254901960785,76,65,GFP,KH2506,C7,D6,1,01d00h00m,25
53.0,24.727922061357855,10.26796944627587,6.538757275214625,53.595007002510414,420.5514778813727,69.65611848269818,28.923857595143296,18.419034578069365,1.0892071590406167,1.570324300795955,0.640054348991305,0.9814814814814815,630.7169811320755,1335.188679245283,99,83,GFP,KH2506,C7,D6,1,01d00h00m,26
46.0,22.485281374238568,8.787547742844877,6.6067064324528,-25.97139751921358,365.00694306685176,63.338820772503006,24.75365561364754,18.61044065479662,1.1433285346948796,1.3300950833352558,0.758459779046083,0.9583333333333334,905.5,1710.0,230,208,GFP,KH2506,C7,D6,1,01d00h00m,27
57.0,25.31370849898476,9.285066923707763,7.789625654242009,-87.67691009114141,452.2912120610989,71.30622112390073,26.155118094951444,21.94260747673805,1.1178233322580289,1.1919785796961089,0.8418115838768483,0.9661016949152542,596.3157894736842,1247.017543859649,84,71,GFP,KH2506,C7,D6,1,01d00h00m,28
59.0,25.31370849898476,9.497818895070314,7.879587728368212,63.453679052195994,468.16107915096205,71.30622112390073,26.754419422733275,22.1960217700513,1.157045203565328,1.2053700298146464,0.8327494641891686,1.0,811.728813559322,1333.0338983050847,174,158,GFP,KH2506,C7,D6,1,01d00h00m,29
54.0,24.727922061357855,9.060729781187575,7.601116730977898,-86.76138229696754,428.48641142630424,69.65611848269818,25.52318248221852,21.41159642528985,1.109758237513081,1.1920261327208819,0.8374859333809656,0.9642857142857143,642.2962962962963,1137.148148148148,104,90,GFP,KH2506,C7,D6,1,01d00h00m,30
51.0,24.727922061357855,9.088574073505622,7.184066836571314,-81.19611986670193,404.68161079150957,69.65611848269818,25.60161710846654,20.236807990341728,1.0481050020956877,1.2651015476692389,0.786119903998005,0.9622641509433962,1285.0588235294117,1207.0196078431372,481,251,GFP,KH2506,C7,D6,1,01d00h00m,31
40.0,21.31370849898476,8.902100652298664,5.725609485141624,48.49215232279616,317.3973417972624,60.03861549009791,25.076339865630036,16.12847742293415,1.1065010026804611,1.554786555981554,0.642665681711528,0.975609756097561,603.975,1082.35,79,73,GFP,KH2506,C7,D6,1,01d00h00m,32
68.0,27.31370849898476,10.278475510674207,8.359566552230831,-0.0,539.5754810553461,76.94002394080213,28.953452142744244,23.548074795016422,1.1454006794618754,1.229546465890782,0.8195238940500269,1.0,700.5,1192.5,125,110,GFP,KH2506,C7,D6,1,01d00h00m,33
59.0,25.31370849898476,9.027382298303143,8.265639115254954,82.72488817992895,468.16107915096205,71.30622112390073,25.429245910713078,23.28349046550691,1.157045203565328,1.092157808056527,0.9218037295717861,0.9833333333333333,1614.4745762711864,802.9322033898305,686,316,GFP,KH2506,C7,D6,1,01d00h00m,34
94.0,34.14213562373095,12.881567671558244,9.304906498361799,2.9679590058835323,745.8837532235667,96.17502992600267,36.28610611706547,26.21100422073746,1.0133427187709767,1.3843844292069076,0.7212744254729336,0.9591836734693877,1911.936170212766,1056.1489361702127,803,416,GFP,KH2506,C7,D6,1,01d00h00m,35
66.0,27.31370849898476,10.024351762328372,8.388904125368613,-0.838746662350397,523.7056139654829,76.94002394080213,28.237610598108088,23.630715846108767,1.111712424183585,1.1949536688605196,0.836260258221653,0.9850746268656716,1777.8484848484848,1589.6818181818182,761,388,GFP,KH2506,C7,D6,1,01d00h00m,36
44.0,21.899494936611664,8.247439046106612,6.752134435027931,-12.465720135962167,349.1370759769886,61.688718131300455,23.232222665089047,19.020097000078678,1.1529071768572308,1.2214565816879348,0.8236156040826823,0.9565217391304348,809.3636363636364,1299.75,175,157,GFP,KH2506,C7,D6,1,01d00h00m,37
50.0,23.31370849898476,8.164704526190768,7.76659513557904,6.418879276414754e-16,396.74667724657803,65.67241830699932,22.99916767941061,21.877732776278986,1.1559981640761263,1.0512591919189884,0.9549907779611615,0.9615384615384616,746.44,1256.5,145,126,GFP,KH2506,C7,D6,1,01d00h00m,38
65.0,27.31370849898476,9.826398432510171,8.404591609218798,-36.05782486976148,515.7706804205515,76.94002394080213,27.679995584535693,23.6749059414614,1.0948682965444396,1.1691702451945227,0.8571063963849445,0.9558823529411765,1964.8153846153846,1358.0923076923077,820,425,GFP,KH2506,C7,D6,1,01d00h00m,39
46.0,22.485281374238568,9.250146884850226,6.299998499714766,90.0,365.00694306685176,63.338820772503006,26.056751788310493,17.746474647083847,1.1433285346948796,1.4682776329659488,0.6844956495578264,1.0,650.6739130434783,1150.0,110,96,GFP,KH2506,C7,D6,1,01d00h00m,40
30.0,17.071067811865476,6.491019437140312,5.793482928640115,45.0,238.0480063479468,48.08751496300133,18.28456179476144,16.31967022152145,1.293629002686353,1.1204002008967562,0.9065787897639608,1.0,475.6333333333333,802.6333333333333,29,27,GFP,KH2506,C7,D6,1,01d00h00m,41
